fiche.date_expedition;fiche_enqueteur.date;crabe.taille
2021-07-28;2021-07-27;92
2021-07-28;2021-07-27;92
2021-07-28;2021-07-27;93
2021-07-28;2021-07-27;93
2021-07-28;2021-07-27;94
2021-07-28;2021-07-27;94
2021-07-28;2021-07-27;95
2021-07-28;2021-07-27;96
2021-07-28;2021-07-27;96
2021-07-28;2021-07-27;97
2021-07-28;2021-07-27;98
2021-07-28;2021-07-27;99
2021-07-28;2021-07-27;99
2021-07-28;2021-07-27;99
2021-07-28;2021-07-27;99
2021-07-28;2021-07-27;100
2021-07-28;2021-07-27;100
2021-07-28;2021-07-27;101
2021-07-28;2021-07-27;101
2021-07-28;2021-07-27;101
2021-07-28;2021-07-27;102
2021-07-28;2021-07-27;102
2021-07-28;2021-07-27;103
2021-07-28;2021-07-27;104
2021-07-28;2021-07-27;104
2021-07-28;2021-07-27;105
2021-07-28;2021-07-27;105
2021-07-28;2021-07-27;105
2021-07-28;2021-07-27;106
2021-07-28;2021-07-27;106
2021-07-28;2021-07-27;107
2021-07-28;2021-07-27;107
2021-07-28;2021-07-27;107
2021-07-28;2021-07-27;108
2021-07-28;2021-07-27;108
2021-07-28;2021-07-27;109
2021-07-28;2021-07-27;109
2021-07-28;2021-07-27;110
2021-07-28;2021-07-27;110
2021-07-28;2021-07-27;110
2021-07-28;2021-07-27;111
2021-07-28;2021-07-27;113
2021-07-28;2021-07-27;113
2021-07-28;2021-07-27;114
2021-07-28;2021-07-27;114
2021-07-28;2021-07-27;116
2021-07-28;2021-07-27;116
2021-07-28;2021-07-27;117
2021-07-28;2021-07-27;117
2021-07-28;2021-07-27;118
2021-07-28;2021-07-27;118
2021-07-28;2021-07-27;118
2021-07-28;2021-07-27;119
2021-07-28;2021-07-27;119
2021-07-28;2021-07-27;119
2021-07-28;2021-07-27;120
2021-07-28;2021-07-27;120
2021-07-28;2021-07-27;120
2021-07-28;2021-07-27;121
2021-07-28;2021-07-27;129
2021-07-28;2021-07-27;144
2021-07-28;2021-07-27;150
2021-07-28;2021-07-27;160
2021-07-28;2021-07-28;80
2021-07-28;2021-07-28;82
2021-07-28;2021-07-28;83
2021-07-28;2021-07-28;83
2021-07-28;2021-07-28;87
2021-07-28;2021-07-28;88
2021-07-28;2021-07-28;89
2021-07-28;2021-07-28;90
2021-07-28;2021-07-28;92
2021-07-28;2021-07-28;93
2021-07-28;2021-07-28;94
2021-07-28;2021-07-28;97
2021-07-28;2021-07-28;98
2021-07-28;2021-07-28;99
2021-07-28;2021-07-28;99
2021-07-28;2021-07-28;100
2021-07-28;2021-07-28;101
2021-07-28;2021-07-28;101
2021-07-28;2021-07-28;102
2021-07-28;2021-07-28;102
2021-07-28;2021-07-28;103
2021-07-28;2021-07-28;103
2021-07-28;2021-07-28;104
2021-07-28;2021-07-28;105
2021-07-28;2021-07-28;106
2021-07-28;2021-07-28;106
2021-07-28;2021-07-28;107
2021-07-28;2021-07-28;107
2021-07-28;2021-07-28;108
2021-07-28;2021-07-28;108
2021-07-28;2021-07-28;109
2021-07-28;2021-07-28;109
2021-07-28;2021-07-28;110
2021-07-28;2021-07-28;110
2021-07-28;2021-07-28;111
2021-07-28;2021-07-28;111
2021-07-28;2021-07-28;112
2021-07-28;2021-07-28;112
2021-07-28;2021-07-28;113
2021-07-28;2021-07-28;114
2021-07-28;2021-07-28;115
2021-07-28;2021-07-28;115
2021-07-28;2021-07-28;117
2021-07-28;2021-07-28;119
2021-07-28;2021-07-28;120
2021-07-28;2021-07-28;123
2021-07-28;2021-07-28;126
2021-07-28;2021-07-28;130
2021-07-28;2021-07-28;130
2021-07-28;2021-07-28;139
2021-07-28;2021-07-28;140
2021-07-28;2021-07-28;143
2021-07-28;2021-07-28;155
2021-07-28;2021-07-28;160
2021-08-02;2021-07-28;80
2021-08-02;2021-07-28;80
2021-08-02;2021-07-28;81
2021-08-02;2021-07-28;82
2021-08-02;2021-07-28;83
2021-08-02;2021-07-28;83
2021-08-02;2021-07-28;85
2021-08-02;2021-07-28;85
2021-08-02;2021-07-28;85
2021-08-02;2021-07-28;86
2021-08-02;2021-07-28;87
2021-08-02;2021-07-28;87
2021-08-02;2021-07-28;87
2021-08-02;2021-07-28;89
2021-08-02;2021-07-28;90
2021-08-02;2021-07-28;90
2021-08-02;2021-07-28;90
2021-08-02;2021-07-28;91
2021-08-02;2021-07-28;93
2021-08-02;2021-07-28;93
2021-08-02;2021-07-28;94
2021-08-02;2021-07-28;95
2021-08-02;2021-07-28;95
2021-08-02;2021-07-28;95
2021-08-02;2021-07-28;97
2021-08-02;2021-07-28;97
2021-08-02;2021-07-28;98
2021-08-02;2021-07-28;98
2021-08-02;2021-07-28;99
2021-08-02;2021-07-28;99
2021-08-02;2021-07-28;100
2021-08-02;2021-07-28;100
2021-08-02;2021-07-28;100
2021-08-02;2021-07-28;100
2021-08-02;2021-07-28;100
2021-08-02;2021-07-28;100
2021-08-02;2021-07-28;101
2021-08-02;2021-07-28;101
2021-08-02;2021-07-28;102
2021-08-02;2021-07-28;102
2021-08-02;2021-07-28;102
2021-08-02;2021-07-28;103
2021-08-02;2021-07-28;103
2021-08-02;2021-07-28;103
2021-08-02;2021-07-28;104
2021-08-02;2021-07-28;104
2021-08-02;2021-07-28;104
2021-08-02;2021-07-28;104
2021-08-02;2021-07-28;105
2021-08-02;2021-07-28;105
2021-08-02;2021-07-28;105
2021-08-02;2021-07-28;107
2021-08-02;2021-07-28;107
2021-08-02;2021-07-28;108
2021-08-02;2021-07-28;108
2021-08-02;2021-07-28;108
2021-08-02;2021-07-28;109
2021-08-02;2021-07-28;110
2021-08-02;2021-07-28;110
2021-08-02;2021-07-28;110
2021-08-02;2021-07-28;110
2021-08-02;2021-07-28;111
2021-08-02;2021-07-28;112
2021-08-02;2021-07-28;112
2021-08-02;2021-07-28;112
2021-08-02;2021-07-28;113
2021-08-02;2021-07-28;113
2021-08-02;2021-07-28;113
2021-08-02;2021-07-28;114
2021-08-02;2021-07-28;114
2021-08-02;2021-07-28;114
2021-08-02;2021-07-28;114
2021-08-02;2021-07-28;115
2021-08-02;2021-07-28;115
2021-08-02;2021-07-28;116
2021-08-02;2021-07-28;116
2021-08-02;2021-07-28;116
2021-08-02;2021-07-28;117
2021-08-02;2021-07-28;118
2021-08-02;2021-07-28;119
2021-08-02;2021-07-28;119
2021-08-02;2021-07-28;120
2021-08-02;2021-07-28;120
2021-08-02;2021-07-28;120
2021-08-02;2021-07-28;120
2021-08-02;2021-07-28;122
2021-08-02;2021-07-28;123
2021-08-02;2021-07-28;129
2021-08-02;2021-07-28;130
2021-08-02;2021-07-28;133
2021-08-02;2021-07-28;139
2021-08-02;2021-07-28;140
2021-08-02;2021-07-28;140
2021-08-02;2021-07-28;144
2021-08-02;2021-07-28;144
2021-08-02;2021-07-28;150
2021-08-02;2021-07-28;150
2021-08-02;2021-07-28;150
2021-08-02;2021-07-28;155
2021-08-02;2021-08-02;80
2021-08-02;2021-08-02;83
2021-08-02;2021-08-02;85
2021-08-02;2021-08-02;86
2021-08-02;2021-08-02;89
2021-08-02;2021-08-02;90
2021-08-02;2021-08-02;94
2021-08-02;2021-08-02;97
2021-08-02;2021-08-02;98
2021-08-02;2021-08-02;98
2021-08-02;2021-08-02;99
2021-08-02;2021-08-02;99
2021-08-02;2021-08-02;99
2021-08-02;2021-08-02;99
2021-08-02;2021-08-02;100
2021-08-02;2021-08-02;100
2021-08-02;2021-08-02;100
2021-08-02;2021-08-02;100
2021-08-02;2021-08-02;101
2021-08-02;2021-08-02;101
2021-08-02;2021-08-02;102
2021-08-02;2021-08-02;102
2021-08-02;2021-08-02;103
2021-08-02;2021-08-02;103
2021-08-02;2021-08-02;103
2021-08-02;2021-08-02;104
2021-08-02;2021-08-02;104
2021-08-02;2021-08-02;104
2021-08-02;2021-08-02;104
2021-08-02;2021-08-02;104
2021-08-02;2021-08-02;105
2021-08-02;2021-08-02;105
2021-08-02;2021-08-02;105
2021-08-02;2021-08-02;107
2021-08-02;2021-08-02;107
2021-08-02;2021-08-02;108
2021-08-02;2021-08-02;109
2021-08-02;2021-08-02;109
2021-08-02;2021-08-02;110
2021-08-02;2021-08-02;110
2021-08-02;2021-08-02;110
2021-08-02;2021-08-02;110
2021-08-02;2021-08-02;110
2021-08-02;2021-08-02;112
2021-08-02;2021-08-02;112
2021-08-02;2021-08-02;112
2021-08-02;2021-08-02;113
2021-08-02;2021-08-02;113
2021-08-02;2021-08-02;114
2021-08-02;2021-08-02;115
2021-08-02;2021-08-02;115
2021-08-02;2021-08-02;115
2021-08-02;2021-08-02;115
2021-08-02;2021-08-02;115
2021-08-02;2021-08-02;116
2021-08-02;2021-08-02;116
2021-08-02;2021-08-02;116
2021-08-02;2021-08-02;117
2021-08-02;2021-08-02;117
2021-08-02;2021-08-02;118
2021-08-02;2021-08-02;118
2021-08-02;2021-08-02;118
2021-08-02;2021-08-02;118
2021-08-02;2021-08-02;119
2021-08-02;2021-08-02;119
2021-08-02;2021-08-02;119
2021-08-02;2021-08-02;119
2021-08-02;2021-08-02;120
2021-08-02;2021-08-02;120
2021-08-02;2021-08-02;120
2021-08-02;2021-08-02;120
2021-08-02;2021-08-02;122
2021-08-02;2021-08-02;130
2021-08-02;2021-08-02;130
2021-08-02;2021-08-02;133
2021-08-02;2021-08-03;101
2021-08-02;2021-08-03;103
2021-08-02;2021-08-03;104
2021-08-02;2021-08-03;106
2021-08-02;2021-08-03;107
2021-08-02;2021-08-03;109
2021-08-02;2021-08-03;116
2021-08-02;2021-08-03;118
2021-08-02;2021-08-03;120
2021-08-02;2021-08-03;121
2021-08-11;2021-08-01;99
2021-08-11;2021-08-01;100
2021-08-11;2021-08-01;101
2021-08-11;2021-08-01;103
2021-08-11;2021-08-01;104
2021-08-11;2021-08-01;105
2021-08-11;2021-08-01;105
2021-08-11;2021-08-01;107
2021-08-11;2021-08-01;108
2021-08-11;2021-08-01;109
2021-08-11;2021-08-01;110
2021-08-11;2021-08-01;111
2021-08-11;2021-08-01;112
2021-08-11;2021-08-01;113
2021-08-11;2021-08-01;115
2021-08-11;2021-08-01;117
2021-08-11;2021-08-01;118
2021-08-11;2021-08-01;119
2021-08-11;2021-08-01;120
2021-08-11;2021-08-01;121
2021-08-11;2021-08-03;99
2021-08-11;2021-08-03;100
2021-08-11;2021-08-03;100
2021-08-11;2021-08-03;100
2021-08-11;2021-08-03;100
2021-08-11;2021-08-03;101
2021-08-11;2021-08-03;101
2021-08-11;2021-08-03;101
2021-08-11;2021-08-03;102
2021-08-11;2021-08-03;102
2021-08-11;2021-08-03;102
2021-08-11;2021-08-03;103
2021-08-11;2021-08-03;103
2021-08-11;2021-08-03;103
2021-08-11;2021-08-03;104
2021-08-11;2021-08-03;104
2021-08-11;2021-08-03;104
2021-08-11;2021-08-03;105
2021-08-11;2021-08-03;105
2021-08-11;2021-08-03;105
2021-08-11;2021-08-03;106
2021-08-11;2021-08-03;107
2021-08-11;2021-08-03;108
2021-08-11;2021-08-03;108
2021-08-11;2021-08-03;108
2021-08-11;2021-08-03;108
2021-08-11;2021-08-03;109
2021-08-11;2021-08-03;110
2021-08-11;2021-08-03;110
2021-08-11;2021-08-03;110
2021-08-11;2021-08-03;111
2021-08-11;2021-08-03;112
2021-08-11;2021-08-03;113
2021-08-11;2021-08-03;114
2021-08-11;2021-08-03;115
2021-08-11;2021-08-03;115
2021-08-11;2021-08-03;115
2021-08-11;2021-08-03;115
2021-08-11;2021-08-03;116
2021-08-11;2021-08-03;116
2021-08-11;2021-08-03;117
2021-08-11;2021-08-03;117
2021-08-11;2021-08-03;118
2021-08-11;2021-08-03;118
2021-08-11;2021-08-03;118
2021-08-11;2021-08-03;119
2021-08-11;2021-08-03;120
2021-08-11;2021-08-03;120
2021-08-11;2021-08-03;120
2021-08-11;2021-08-03;123
2021-08-11;2021-08-03;130
2021-08-11;2021-08-03;139
2021-08-11;2021-08-03;144
2021-08-11;2021-08-03;150
2021-08-11;2021-08-04;99
2021-08-11;2021-08-04;100
2021-08-11;2021-08-04;100
2021-08-11;2021-08-04;100
2021-08-11;2021-08-04;101
2021-08-11;2021-08-04;102
2021-08-11;2021-08-04;102
2021-08-11;2021-08-04;103
2021-08-11;2021-08-04;103
2021-08-11;2021-08-04;104
2021-08-11;2021-08-04;105
2021-08-11;2021-08-04;105
2021-08-11;2021-08-04;105
2021-08-11;2021-08-04;106
2021-08-11;2021-08-04;107
2021-08-11;2021-08-04;108
2021-08-11;2021-08-04;108
2021-08-11;2021-08-04;109
2021-08-11;2021-08-04;109
2021-08-11;2021-08-04;110
2021-08-11;2021-08-04;110
2021-08-11;2021-08-04;110
2021-08-11;2021-08-04;112
2021-08-11;2021-08-04;112
2021-08-11;2021-08-04;113
2021-08-11;2021-08-04;113
2021-08-11;2021-08-04;114
2021-08-11;2021-08-04;115
2021-08-11;2021-08-04;115
2021-08-11;2021-08-04;115
2021-08-11;2021-08-04;117
2021-08-11;2021-08-04;117
2021-08-11;2021-08-04;118
2021-08-11;2021-08-04;118
2021-08-11;2021-08-04;119
2021-08-11;2021-08-04;119
2021-08-11;2021-08-04;120
2021-08-11;2021-08-04;120
2021-08-11;2021-08-04;130
2021-08-11;2021-08-04;139
2021-08-11;2021-08-04;140
2021-08-11;2021-08-08;80
2021-08-11;2021-08-08;81
2021-08-11;2021-08-08;87
2021-08-11;2021-08-08;90
2021-08-11;2021-08-08;91
2021-08-11;2021-08-08;92
2021-08-11;2021-08-08;93
2021-08-11;2021-08-08;98
2021-08-11;2021-08-08;100
2021-08-11;2021-08-08;100
2021-08-11;2021-08-08;101
2021-08-11;2021-08-08;102
2021-08-11;2021-08-08;103
2021-08-11;2021-08-08;104
2021-08-11;2021-08-08;107
2021-08-11;2021-08-08;108
2021-08-11;2021-08-08;110
2021-08-11;2021-08-08;111
2021-08-11;2021-08-08;112
2021-08-11;2021-08-08;114
2021-08-11;2021-08-08;114
2021-08-11;2021-08-08;115
2021-08-11;2021-08-08;116
2021-08-11;2021-08-08;117
2021-08-11;2021-08-08;118
2021-08-11;2021-08-08;119
2021-08-11;2021-08-08;120
2021-08-11;2021-08-08;121
2021-08-11;2021-08-09;80
2021-08-11;2021-08-09;80
2021-08-11;2021-08-09;80
2021-08-11;2021-08-09;81
2021-08-11;2021-08-09;82
2021-08-11;2021-08-09;82
2021-08-11;2021-08-09;83
2021-08-11;2021-08-09;84
2021-08-11;2021-08-09;86
2021-08-11;2021-08-09;87
2021-08-11;2021-08-09;87
2021-08-11;2021-08-09;88
2021-08-11;2021-08-09;90
2021-08-11;2021-08-09;90
2021-08-11;2021-08-09;91
2021-08-11;2021-08-09;92
2021-08-11;2021-08-09;93
2021-08-11;2021-08-09;93
2021-08-11;2021-08-09;95
2021-08-11;2021-08-09;96
2021-08-11;2021-08-09;97
2021-08-11;2021-08-09;97
2021-08-11;2021-08-09;97
2021-08-11;2021-08-09;99
2021-08-11;2021-08-09;99
2021-08-11;2021-08-09;99
2021-08-11;2021-08-09;100
2021-08-11;2021-08-09;101
2021-08-11;2021-08-09;101
2021-08-11;2021-08-09;101
2021-08-11;2021-08-09;102
2021-08-11;2021-08-09;102
2021-08-11;2021-08-09;102
2021-08-11;2021-08-09;103
2021-08-11;2021-08-09;103
2021-08-11;2021-08-09;104
2021-08-11;2021-08-09;105
2021-08-11;2021-08-09;105
2021-08-11;2021-08-09;106
2021-08-11;2021-08-09;107
2021-08-11;2021-08-09;107
2021-08-11;2021-08-09;108
2021-08-11;2021-08-09;108
2021-08-11;2021-08-09;109
2021-08-11;2021-08-09;109
2021-08-11;2021-08-09;109
2021-08-11;2021-08-09;110
2021-08-11;2021-08-09;110
2021-08-11;2021-08-09;110
2021-08-11;2021-08-09;110
2021-08-11;2021-08-09;111
2021-08-11;2021-08-09;111
2021-08-11;2021-08-09;112
2021-08-11;2021-08-09;112
2021-08-11;2021-08-09;113
2021-08-11;2021-08-09;113
2021-08-11;2021-08-09;114
2021-08-11;2021-08-09;115
2021-08-11;2021-08-09;115
2021-08-11;2021-08-09;115
2021-08-11;2021-08-09;116
2021-08-11;2021-08-09;116
2021-08-11;2021-08-09;117
2021-08-11;2021-08-09;117
2021-08-11;2021-08-09;118
2021-08-11;2021-08-09;119
2021-08-11;2021-08-09;119
2021-08-11;2021-08-09;119
2021-08-11;2021-08-09;120
2021-08-11;2021-08-09;120
2021-08-11;2021-08-09;121
2021-08-11;2021-08-09;121
2021-08-11;2021-08-09;125
2021-08-11;2021-08-09;126
2021-08-11;2021-08-09;130
2021-08-11;2021-08-09;130
2021-08-11;2021-08-09;132
2021-08-11;2021-08-09;133
2021-08-11;2021-08-09;134
2021-08-11;2021-08-09;134
2021-08-11;2021-08-09;140
2021-08-11;2021-08-09;140
2021-08-11;2021-08-09;145
2021-08-11;2021-08-09;150
2021-08-11;2021-08-09;150
2021-08-11;2021-08-09;151
2021-08-11;2021-08-09;155
2021-08-11;2021-08-09;160
2021-08-11;2021-08-09;160
2021-08-11;2021-08-09;225
2021-08-11;2021-08-10;80
2021-08-11;2021-08-10;80
2021-08-11;2021-08-10;80
2021-08-11;2021-08-10;80
2021-08-11;2021-08-10;81
2021-08-11;2021-08-10;81
2021-08-11;2021-08-10;82
2021-08-11;2021-08-10;82
2021-08-11;2021-08-10;83
2021-08-11;2021-08-10;83
2021-08-11;2021-08-10;83
2021-08-11;2021-08-10;83
2021-08-11;2021-08-10;84
2021-08-11;2021-08-10;85
2021-08-11;2021-08-10;85
2021-08-11;2021-08-10;86
2021-08-11;2021-08-10;87
2021-08-11;2021-08-10;87
2021-08-11;2021-08-10;87
2021-08-11;2021-08-10;87
2021-08-11;2021-08-10;88
2021-08-11;2021-08-10;90
2021-08-11;2021-08-10;90
2021-08-11;2021-08-10;90
2021-08-11;2021-08-10;90
2021-08-11;2021-08-10;90
2021-08-11;2021-08-10;91
2021-08-11;2021-08-10;92
2021-08-11;2021-08-10;93
2021-08-11;2021-08-10;93
2021-08-11;2021-08-10;94
2021-08-11;2021-08-10;94
2021-08-11;2021-08-10;94
2021-08-11;2021-08-10;95
2021-08-11;2021-08-10;95
2021-08-11;2021-08-10;97
2021-08-11;2021-08-10;97
2021-08-11;2021-08-10;97
2021-08-11;2021-08-10;97
2021-08-11;2021-08-10;97
2021-08-11;2021-08-10;98
2021-08-11;2021-08-10;98
2021-08-11;2021-08-10;98
2021-08-11;2021-08-10;99
2021-08-11;2021-08-10;99
2021-08-11;2021-08-10;100
2021-08-11;2021-08-10;100
2021-08-11;2021-08-10;100
2021-08-11;2021-08-10;100
2021-08-11;2021-08-10;101
2021-08-11;2021-08-10;101
2021-08-11;2021-08-10;101
2021-08-11;2021-08-10;101
2021-08-11;2021-08-10;102
2021-08-11;2021-08-10;103
2021-08-11;2021-08-10;103
2021-08-11;2021-08-10;103
2021-08-11;2021-08-10;103
2021-08-11;2021-08-10;104
2021-08-11;2021-08-10;104
2021-08-11;2021-08-10;104
2021-08-11;2021-08-10;104
2021-08-11;2021-08-10;104
2021-08-11;2021-08-10;105
2021-08-11;2021-08-10;105
2021-08-11;2021-08-10;106
2021-08-11;2021-08-10;106
2021-08-11;2021-08-10;107
2021-08-11;2021-08-10;108
2021-08-11;2021-08-10;108
2021-08-11;2021-08-10;109
2021-08-11;2021-08-10;109
2021-08-11;2021-08-10;109
2021-08-11;2021-08-10;110
2021-08-11;2021-08-10;110
2021-08-11;2021-08-10;110
2021-08-11;2021-08-10;110
2021-08-11;2021-08-10;110
2021-08-11;2021-08-10;111
2021-08-11;2021-08-10;112
2021-08-11;2021-08-10;112
2021-08-11;2021-08-10;113
2021-08-11;2021-08-10;113
2021-08-11;2021-08-10;113
2021-08-11;2021-08-10;114
2021-08-11;2021-08-10;114
2021-08-11;2021-08-10;114
2021-08-11;2021-08-10;114
2021-08-11;2021-08-10;114
2021-08-11;2021-08-10;115
2021-08-11;2021-08-10;115
2021-08-11;2021-08-10;115
2021-08-11;2021-08-10;115
2021-08-11;2021-08-10;115
2021-08-11;2021-08-10;116
2021-08-11;2021-08-10;117
2021-08-11;2021-08-10;117
2021-08-11;2021-08-10;118
2021-08-11;2021-08-10;118
2021-08-11;2021-08-10;118
2021-08-11;2021-08-10;118
2021-08-11;2021-08-10;118
2021-08-11;2021-08-10;119
2021-08-11;2021-08-10;119
2021-08-11;2021-08-10;119
2021-08-11;2021-08-10;120
2021-08-11;2021-08-10;120
2021-08-11;2021-08-10;120
2021-08-11;2021-08-10;120
2021-08-11;2021-08-10;121
2021-08-11;2021-08-10;124
2021-08-11;2021-08-10;129
2021-08-11;2021-08-10;130
2021-08-11;2021-08-10;130
2021-08-11;2021-08-10;130
2021-08-11;2021-08-10;131
2021-08-11;2021-08-10;131
2021-08-11;2021-08-10;132
2021-08-11;2021-08-10;133
2021-08-11;2021-08-10;139
2021-08-11;2021-08-10;140
2021-08-11;2021-08-10;140
2021-08-11;2021-08-10;140
2021-08-11;2021-08-10;141
2021-08-11;2021-08-10;143
2021-08-11;2021-08-10;145
2021-08-11;2021-08-10;145
2021-08-11;2021-08-10;149
2021-08-11;2021-08-10;150
2021-08-11;2021-08-10;150
2021-08-11;2021-08-10;150
2021-08-11;2021-08-10;151
2021-08-11;2021-08-10;155
2021-08-11;2021-08-10;160
2021-08-11;2021-08-11;79
2021-08-11;2021-08-11;81
2021-08-11;2021-08-11;82
2021-08-11;2021-08-11;85
2021-08-11;2021-08-11;90
2021-08-11;2021-08-11;91
2021-08-11;2021-08-11;92
2021-08-11;2021-08-11;93
2021-08-11;2021-08-11;94
2021-08-11;2021-08-11;95
2021-08-11;2021-08-11;97
2021-08-11;2021-08-11;99
2021-08-11;2021-08-11;101
2021-08-11;2021-08-11;102
2021-08-11;2021-08-11;103
2021-08-11;2021-08-11;104
2021-08-11;2021-08-11;104
2021-08-11;2021-08-11;105
2021-08-11;2021-08-11;107
2021-08-11;2021-08-11;107
2021-08-11;2021-08-11;107
2021-08-11;2021-08-11;108
2021-08-11;2021-08-11;108
2021-08-11;2021-08-11;109
2021-08-11;2021-08-11;109
2021-08-11;2021-08-11;110
2021-08-11;2021-08-11;110
2021-08-11;2021-08-11;110
2021-08-11;2021-08-11;110
2021-08-11;2021-08-11;111
2021-08-11;2021-08-11;111
2021-08-11;2021-08-11;112
2021-08-11;2021-08-11;112
2021-08-11;2021-08-11;113
2021-08-11;2021-08-11;114
2021-08-11;2021-08-11;114
2021-08-11;2021-08-11;115
2021-08-11;2021-08-11;115
2021-08-11;2021-08-11;116
2021-08-11;2021-08-11;117
2021-08-11;2021-08-11;118
2021-08-11;2021-08-11;118
2021-08-11;2021-08-11;118
2021-08-11;2021-08-11;119
2021-08-11;2021-08-11;119
2021-08-11;2021-08-11;119
2021-08-11;2021-08-11;120
2021-08-11;2021-08-11;120
2021-08-11;2021-08-11;120
2021-08-11;2021-08-11;130
2021-08-11;2021-08-11;140
2021-08-11;2021-08-11;160
2021-08-21;2021-08-16;79
2021-08-21;2021-08-16;80
2021-08-21;2021-08-16;80
2021-08-21;2021-08-16;81
2021-08-21;2021-08-16;83
2021-08-21;2021-08-16;83
2021-08-21;2021-08-16;90
2021-08-21;2021-08-16;91
2021-08-21;2021-08-16;95
2021-08-21;2021-08-16;100
2021-08-21;2021-08-16;100
2021-08-21;2021-08-16;100
2021-08-21;2021-08-16;100
2021-08-21;2021-08-16;100
2021-08-21;2021-08-16;101
2021-08-21;2021-08-16;101
2021-08-21;2021-08-16;102
2021-08-21;2021-08-16;102
2021-08-21;2021-08-16;103
2021-08-21;2021-08-16;103
2021-08-21;2021-08-16;104
2021-08-21;2021-08-16;104
2021-08-21;2021-08-16;104
2021-08-21;2021-08-16;105
2021-08-21;2021-08-16;105
2021-08-21;2021-08-16;106
2021-08-21;2021-08-16;106
2021-08-21;2021-08-16;106
2021-08-21;2021-08-16;107
2021-08-21;2021-08-16;108
2021-08-21;2021-08-16;108
2021-08-21;2021-08-16;110
2021-08-21;2021-08-16;110
2021-08-21;2021-08-16;110
2021-08-21;2021-08-16;111
2021-08-21;2021-08-16;111
2021-08-21;2021-08-16;112
2021-08-21;2021-08-16;112
2021-08-21;2021-08-16;112
2021-08-21;2021-08-16;113
2021-08-21;2021-08-16;113
2021-08-21;2021-08-16;114
2021-08-21;2021-08-16;115
2021-08-21;2021-08-16;115
2021-08-21;2021-08-16;115
2021-08-21;2021-08-16;115
2021-08-21;2021-08-16;116
2021-08-21;2021-08-16;116
2021-08-21;2021-08-16;116
2021-08-21;2021-08-16;116
2021-08-21;2021-08-16;117
2021-08-21;2021-08-16;118
2021-08-21;2021-08-16;118
2021-08-21;2021-08-16;118
2021-08-21;2021-08-16;119
2021-08-21;2021-08-16;119
2021-08-21;2021-08-16;120
2021-08-21;2021-08-16;120
2021-08-21;2021-08-16;120
2021-08-21;2021-08-16;120
2021-08-21;2021-08-16;130
2021-08-21;2021-08-16;130
2021-08-21;2021-08-16;139
2021-08-21;2021-08-16;140
2021-08-21;2021-08-16;140
2021-08-21;2021-08-16;150
2021-08-21;2021-08-16;150
2021-08-21;2021-08-16;155
2021-08-21;2021-08-16;160
2021-08-21;2021-08-16;160
2021-08-21;2021-08-16;160
2021-08-21;2021-08-17;87
2021-08-21;2021-08-17;89
2021-08-21;2021-08-17;90
2021-08-21;2021-08-17;90
2021-08-21;2021-08-17;90
2021-08-21;2021-08-17;91
2021-08-21;2021-08-17;94
2021-08-21;2021-08-17;97
2021-08-21;2021-08-17;98
2021-08-21;2021-08-17;99
2021-08-21;2021-08-17;99
2021-08-21;2021-08-17;99
2021-08-21;2021-08-17;99
2021-08-21;2021-08-17;100
2021-08-21;2021-08-17;100
2021-08-21;2021-08-17;100
2021-08-21;2021-08-17;101
2021-08-21;2021-08-17;101
2021-08-21;2021-08-17;101
2021-08-21;2021-08-17;102
2021-08-21;2021-08-17;103
2021-08-21;2021-08-17;103
2021-08-21;2021-08-17;103
2021-08-21;2021-08-17;104
2021-08-21;2021-08-17;104
2021-08-21;2021-08-17;104
2021-08-21;2021-08-17;105
2021-08-21;2021-08-17;106
2021-08-21;2021-08-17;107
2021-08-21;2021-08-17;108
2021-08-21;2021-08-17;108
2021-08-21;2021-08-17;109
2021-08-21;2021-08-17;110
2021-08-21;2021-08-17;110
2021-08-21;2021-08-17;110
2021-08-21;2021-08-17;110
2021-08-21;2021-08-17;110
2021-08-21;2021-08-17;111
2021-08-21;2021-08-17;112
2021-08-21;2021-08-17;113
2021-08-21;2021-08-17;113
2021-08-21;2021-08-17;113
2021-08-21;2021-08-17;114
2021-08-21;2021-08-17;115
2021-08-21;2021-08-17;115
2021-08-21;2021-08-17;116
2021-08-21;2021-08-17;116
2021-08-21;2021-08-17;117
2021-08-21;2021-08-17;117
2021-08-21;2021-08-17;117
2021-08-21;2021-08-17;118
2021-08-21;2021-08-17;118
2021-08-21;2021-08-17;118
2021-08-21;2021-08-17;119
2021-08-21;2021-08-17;119
2021-08-21;2021-08-17;119
2021-08-21;2021-08-17;119
2021-08-21;2021-08-17;119
2021-08-21;2021-08-17;120
2021-08-21;2021-08-17;120
2021-08-21;2021-08-17;121
2021-08-21;2021-08-17;123
2021-08-21;2021-08-17;129
2021-08-21;2021-08-17;130
2021-08-21;2021-08-17;140
2021-08-21;2021-08-17;140
2021-08-21;2021-08-17;145
2021-08-21;2021-08-17;155
2021-08-21;2021-08-17;160
2021-08-21;2021-08-18;80
2021-08-21;2021-08-18;81
2021-08-21;2021-08-18;90
2021-08-21;2021-08-18;94
2021-08-21;2021-08-18;99
2021-08-21;2021-08-18;100
2021-08-21;2021-08-18;100
2021-08-21;2021-08-18;100
2021-08-21;2021-08-18;101
2021-08-21;2021-08-18;101
2021-08-21;2021-08-18;101
2021-08-21;2021-08-18;101
2021-08-21;2021-08-18;102
