fiche.date_expedition;fiche_enqueteur.date;crabe.taille
2021-07-21;2021-07-06;109
2021-07-21;2021-07-06;109
2021-07-21;2021-07-06;110
2021-07-21;2021-07-06;111
2021-07-21;2021-07-06;111
2021-07-21;2021-07-06;112
2021-07-21;2021-07-06;113
2021-07-21;2021-07-06;113
2021-07-21;2021-07-06;114
2021-07-21;2021-07-06;114
2021-07-21;2021-07-06;115
2021-07-21;2021-07-06;115
2021-07-21;2021-07-06;116
2021-07-21;2021-07-06;117
2021-07-21;2021-07-06;118
2021-07-21;2021-07-06;119
2021-07-21;2021-07-06;120
2021-07-21;2021-07-06;121
2021-07-21;2021-07-06;123
2021-07-21;2021-07-06;123
2021-07-21;2021-07-06;125
2021-07-21;2021-07-06;127
2021-07-21;2021-07-06;128
2021-07-21;2021-07-06;132
2021-07-21;2021-07-06;132
2021-07-21;2021-07-06;133
2021-07-21;2021-07-06;134
2021-07-21;2021-07-06;137
2021-07-21;2021-07-06;139
2021-07-21;2021-07-06;140
2021-07-21;2021-07-06;140
2021-07-21;2021-07-06;140
2021-07-21;2021-07-06;140
2021-07-21;2021-07-06;143
2021-07-21;2021-07-06;145
2021-07-21;2021-07-07;52
2021-07-21;2021-07-07;59
2021-07-21;2021-07-07;59
2021-07-21;2021-07-07;85
2021-07-21;2021-07-07;86
2021-07-21;2021-07-07;87
2021-07-21;2021-07-07;89
2021-07-21;2021-07-07;90
2021-07-21;2021-07-07;90
2021-07-21;2021-07-07;91
2021-07-21;2021-07-07;92
2021-07-21;2021-07-07;93
2021-07-21;2021-07-07;93
2021-07-21;2021-07-07;93
2021-07-21;2021-07-07;94
2021-07-21;2021-07-07;94
2021-07-21;2021-07-07;94
2021-07-21;2021-07-07;95
2021-07-21;2021-07-07;95
2021-07-21;2021-07-07;95
2021-07-21;2021-07-07;95
2021-07-21;2021-07-07;96
2021-07-21;2021-07-07;96
2021-07-21;2021-07-07;96
2021-07-21;2021-07-07;96
2021-07-21;2021-07-07;97
2021-07-21;2021-07-07;98
2021-07-21;2021-07-07;99
2021-07-21;2021-07-07;99
2021-07-21;2021-07-07;99
2021-07-21;2021-07-07;100
2021-07-21;2021-07-07;101
2021-07-21;2021-07-07;101
2021-07-21;2021-07-07;103
2021-07-21;2021-07-07;104
2021-07-21;2021-07-07;105
2021-07-21;2021-07-07;106
2021-07-21;2021-07-07;107
2021-07-21;2021-07-07;108
2021-07-21;2021-07-07;109
2021-07-21;2021-07-07;110
2021-07-21;2021-07-07;111
2021-07-21;2021-07-07;112
2021-07-21;2021-07-07;113
2021-07-21;2021-07-07;114
2021-07-21;2021-07-07;115
2021-07-21;2021-07-07;115
2021-07-21;2021-07-07;116
2021-07-21;2021-07-07;117
2021-07-21;2021-07-07;117
2021-07-21;2021-07-07;117
2021-07-21;2021-07-07;117
2021-07-21;2021-07-07;127
2021-07-21;2021-07-07;129
2021-07-21;2021-07-07;130
2021-07-21;2021-07-07;137
2021-07-21;2021-07-07;137
2021-07-21;2021-07-07;140
2021-07-21;2021-07-07;142
2021-07-21;2021-07-07;144
2021-07-21;2021-07-07;144
2021-07-21;2021-07-07;145
2021-07-21;2021-07-07;151
2021-07-21;2021-07-07;151
2021-07-21;2021-07-07;152
2021-07-21;2021-07-07;159
2021-07-21;2021-07-07;160
2021-07-21;2021-07-07;208
2021-07-21;2021-07-12;82
2021-07-21;2021-07-12;83
2021-07-21;2021-07-12;84
2021-07-21;2021-07-12;84
2021-07-21;2021-07-12;85
2021-07-21;2021-07-12;85
2021-07-21;2021-07-12;86
2021-07-21;2021-07-12;86
2021-07-21;2021-07-12;89
2021-07-21;2021-07-12;89
2021-07-21;2021-07-12;90
2021-07-21;2021-07-12;92
2021-07-21;2021-07-12;92
2021-07-21;2021-07-12;92
2021-07-21;2021-07-12;92
2021-07-21;2021-07-12;93
2021-07-21;2021-07-12;93
2021-07-21;2021-07-12;93
2021-07-21;2021-07-12;93
2021-07-21;2021-07-12;94
2021-07-21;2021-07-12;95
2021-07-21;2021-07-12;95
2021-07-21;2021-07-12;95
2021-07-21;2021-07-12;96
2021-07-21;2021-07-12;97
2021-07-21;2021-07-12;97
2021-07-21;2021-07-12;98
2021-07-21;2021-07-12;98
2021-07-21;2021-07-12;98
2021-07-21;2021-07-12;98
2021-07-21;2021-07-12;98
2021-07-21;2021-07-12;99
2021-07-21;2021-07-12;99
2021-07-21;2021-07-12;99
2021-07-21;2021-07-12;99
2021-07-21;2021-07-12;101
2021-07-21;2021-07-12;102
2021-07-21;2021-07-12;103
2021-07-21;2021-07-12;104
2021-07-21;2021-07-12;104
2021-07-21;2021-07-12;105
2021-07-21;2021-07-12;107
2021-07-21;2021-07-12;107
2021-07-21;2021-07-12;107
2021-07-21;2021-07-12;107
2021-07-21;2021-07-12;108
2021-07-21;2021-07-12;109
2021-07-21;2021-07-12;109
2021-07-21;2021-07-12;109
2021-07-21;2021-07-12;110
2021-07-21;2021-07-12;110
2021-07-21;2021-07-12;110
2021-07-21;2021-07-12;110
2021-07-21;2021-07-12;110
2021-07-21;2021-07-12;110
2021-07-21;2021-07-12;110
2021-07-21;2021-07-12;111
2021-07-21;2021-07-12;112
2021-07-21;2021-07-12;112
2021-07-21;2021-07-12;112
2021-07-21;2021-07-12;112
2021-07-21;2021-07-12;112
2021-07-21;2021-07-12;113
2021-07-21;2021-07-12;113
2021-07-21;2021-07-12;113
2021-07-21;2021-07-12;114
2021-07-21;2021-07-12;114
2021-07-21;2021-07-12;114
2021-07-21;2021-07-12;115
2021-07-21;2021-07-12;115
2021-07-21;2021-07-12;115
2021-07-21;2021-07-12;116
2021-07-21;2021-07-12;116
2021-07-21;2021-07-12;116
2021-07-21;2021-07-12;117
2021-07-21;2021-07-12;117
2021-07-21;2021-07-12;117
2021-07-21;2021-07-12;118
2021-07-21;2021-07-12;119
2021-07-21;2021-07-12;119
2021-07-21;2021-07-12;121
2021-07-21;2021-07-12;124
2021-07-21;2021-07-12;126
2021-07-21;2021-07-12;127
2021-07-21;2021-07-12;130
2021-07-21;2021-07-12;143
2021-07-21;2021-07-12;149
2021-07-21;2021-07-12;150
2021-07-21;2021-07-12;160
2021-07-21;2021-07-12;160
2021-07-21;2021-07-13;80
2021-07-21;2021-07-13;80
2021-07-21;2021-07-13;81
2021-07-21;2021-07-13;82
2021-07-21;2021-07-13;82
2021-07-21;2021-07-13;82
2021-07-21;2021-07-13;83
2021-07-21;2021-07-13;84
2021-07-21;2021-07-13;86
2021-07-21;2021-07-13;87
2021-07-21;2021-07-13;87
2021-07-21;2021-07-13;88
2021-07-21;2021-07-13;88
2021-07-21;2021-07-13;89
2021-07-21;2021-07-13;89
2021-07-21;2021-07-13;89
2021-07-21;2021-07-13;89
2021-07-21;2021-07-13;90
2021-07-21;2021-07-13;92
2021-07-21;2021-07-13;92
2021-07-21;2021-07-13;93
2021-07-21;2021-07-13;93
2021-07-21;2021-07-13;94
2021-07-21;2021-07-13;95
2021-07-21;2021-07-13;95
2021-07-21;2021-07-13;96
2021-07-21;2021-07-13;97
2021-07-21;2021-07-13;97
2021-07-21;2021-07-13;97
2021-07-21;2021-07-13;97
2021-07-21;2021-07-13;98
2021-07-21;2021-07-13;98
2021-07-21;2021-07-13;98
2021-07-21;2021-07-13;99
2021-07-21;2021-07-13;99
2021-07-21;2021-07-13;99
2021-07-21;2021-07-13;99
2021-07-21;2021-07-13;99
2021-07-21;2021-07-13;99
2021-07-21;2021-07-13;99
2021-07-21;2021-07-13;100
2021-07-21;2021-07-13;100
2021-07-21;2021-07-13;100
2021-07-21;2021-07-13;100
2021-07-21;2021-07-13;101
2021-07-21;2021-07-13;101
2021-07-21;2021-07-13;101
2021-07-21;2021-07-13;101
2021-07-21;2021-07-13;101
2021-07-21;2021-07-13;102
2021-07-21;2021-07-13;102
2021-07-21;2021-07-13;102
2021-07-21;2021-07-13;103
2021-07-21;2021-07-13;103
2021-07-21;2021-07-13;103
2021-07-21;2021-07-13;104
2021-07-21;2021-07-13;104
2021-07-21;2021-07-13;104
2021-07-21;2021-07-13;105
2021-07-21;2021-07-13;105
2021-07-21;2021-07-13;105
2021-07-21;2021-07-13;105
2021-07-21;2021-07-13;106
2021-07-21;2021-07-13;106
2021-07-21;2021-07-13;107
2021-07-21;2021-07-13;107
2021-07-21;2021-07-13;107
2021-07-21;2021-07-13;107
2021-07-21;2021-07-13;108
2021-07-21;2021-07-13;108
2021-07-21;2021-07-13;108
2021-07-21;2021-07-13;108
2021-07-21;2021-07-13;109
2021-07-21;2021-07-13;109
2021-07-21;2021-07-13;110
2021-07-21;2021-07-13;110
2021-07-21;2021-07-13;110
2021-07-21;2021-07-13;110
2021-07-21;2021-07-13;110
2021-07-21;2021-07-13;111
2021-07-21;2021-07-13;111
2021-07-21;2021-07-13;111
2021-07-21;2021-07-13;112
2021-07-21;2021-07-13;112
2021-07-21;2021-07-13;112
2021-07-21;2021-07-13;112
2021-07-21;2021-07-13;113
2021-07-21;2021-07-13;113
2021-07-21;2021-07-13;113
2021-07-21;2021-07-13;114
2021-07-21;2021-07-13;114
2021-07-21;2021-07-13;114
2021-07-21;2021-07-13;115
2021-07-21;2021-07-13;115
2021-07-21;2021-07-13;115
2021-07-21;2021-07-13;115
2021-07-21;2021-07-13;115
2021-07-21;2021-07-13;116
2021-07-21;2021-07-13;116
2021-07-21;2021-07-13;116
2021-07-21;2021-07-13;117
2021-07-21;2021-07-13;117
2021-07-21;2021-07-13;118
2021-07-21;2021-07-13;118
2021-07-21;2021-07-13;118
2021-07-21;2021-07-13;118
2021-07-21;2021-07-13;119
2021-07-21;2021-07-13;119
2021-07-21;2021-07-13;120
2021-07-21;2021-07-13;120
2021-07-21;2021-07-13;120
2021-07-21;2021-07-13;121
2021-07-21;2021-07-13;121
2021-07-21;2021-07-13;121
2021-07-21;2021-07-13;121
2021-07-21;2021-07-13;122
2021-07-21;2021-07-13;123
2021-07-21;2021-07-13;124
2021-07-21;2021-07-13;124
2021-07-21;2021-07-13;124
2021-07-21;2021-07-13;125
2021-07-21;2021-07-13;126
2021-07-21;2021-07-13;127
2021-07-21;2021-07-13;128
2021-07-21;2021-07-13;128
2021-07-21;2021-07-13;128
2021-07-21;2021-07-13;129
2021-07-21;2021-07-13;130
2021-07-21;2021-07-13;130
2021-07-21;2021-07-13;130
2021-07-21;2021-07-13;130
2021-07-21;2021-07-13;131
2021-07-21;2021-07-13;132
2021-07-21;2021-07-13;134
2021-07-21;2021-07-13;137
2021-07-21;2021-07-13;139
2021-07-21;2021-07-13;140
2021-07-21;2021-07-13;140
2021-07-21;2021-07-13;140
2021-07-21;2021-07-13;144
2021-07-21;2021-07-13;144
2021-07-21;2021-07-13;150
2021-07-21;2021-07-13;150
2021-07-21;2021-07-13;150
2021-07-21;2021-07-13;150
2021-07-21;2021-07-13;152
2021-07-21;2021-07-13;155
2021-07-21;2021-07-14;80
2021-07-21;2021-07-14;86
2021-07-21;2021-07-14;86
2021-07-21;2021-07-14;87
2021-07-21;2021-07-14;89
2021-07-21;2021-07-14;90
2021-07-21;2021-07-14;90
2021-07-21;2021-07-14;91
2021-07-21;2021-07-14;91
2021-07-21;2021-07-14;94
2021-07-21;2021-07-14;97
2021-07-21;2021-07-14;97
2021-07-21;2021-07-14;97
2021-07-21;2021-07-14;98
2021-07-21;2021-07-14;99
2021-07-21;2021-07-14;99
2021-07-21;2021-07-14;99
2021-07-21;2021-07-14;100
2021-07-21;2021-07-14;100
2021-07-21;2021-07-14;100
2021-07-21;2021-07-14;101
2021-07-21;2021-07-14;101
2021-07-21;2021-07-14;101
2021-07-21;2021-07-14;102
2021-07-21;2021-07-14;102
2021-07-21;2021-07-14;102
2021-07-21;2021-07-14;103
2021-07-21;2021-07-14;103
2021-07-21;2021-07-14;103
2021-07-21;2021-07-14;103
2021-07-21;2021-07-14;104
2021-07-21;2021-07-14;104
2021-07-21;2021-07-14;104
2021-07-21;2021-07-14;105
2021-07-21;2021-07-14;105
2021-07-21;2021-07-14;106
2021-07-21;2021-07-14;106
2021-07-21;2021-07-14;107
2021-07-21;2021-07-14;107
2021-07-21;2021-07-14;108
2021-07-21;2021-07-14;108
2021-07-21;2021-07-14;108
2021-07-21;2021-07-14;109
2021-07-21;2021-07-14;109
2021-07-21;2021-07-14;109
2021-07-21;2021-07-14;110
2021-07-21;2021-07-14;110
2021-07-21;2021-07-14;110
2021-07-21;2021-07-14;111
2021-07-21;2021-07-14;111
2021-07-21;2021-07-14;112
2021-07-21;2021-07-14;112
2021-07-21;2021-07-14;112
2021-07-21;2021-07-14;113
2021-07-21;2021-07-14;114
2021-07-21;2021-07-14;114
2021-07-21;2021-07-14;115
2021-07-21;2021-07-14;115
2021-07-21;2021-07-14;115
2021-07-21;2021-07-14;115
2021-07-21;2021-07-14;116
2021-07-21;2021-07-14;116
2021-07-21;2021-07-14;117
2021-07-21;2021-07-14;117
2021-07-21;2021-07-14;117
2021-07-21;2021-07-14;118
2021-07-21;2021-07-14;119
2021-07-21;2021-07-14;119
2021-07-21;2021-07-14;119
2021-07-21;2021-07-14;120
2021-07-21;2021-07-14;120
2021-07-21;2021-07-14;120
2021-07-21;2021-07-14;121
2021-07-21;2021-07-14;121
2021-07-21;2021-07-14;124
2021-07-21;2021-07-14;125
2021-07-21;2021-07-14;129
2021-07-21;2021-07-14;130
2021-07-21;2021-07-14;140
2021-07-21;2021-07-14;150
2021-07-28;2021-07-07;100
2021-07-28;2021-07-07;101
2021-07-28;2021-07-07;102
2021-07-28;2021-07-07;103
2021-07-28;2021-07-07;104
2021-07-28;2021-07-07;106
2021-07-28;2021-07-07;107
2021-07-28;2021-07-07;109
2021-07-28;2021-07-07;110
2021-07-28;2021-07-07;113
2021-07-28;2021-07-07;114
2021-07-28;2021-07-07;118
2021-07-28;2021-07-07;119
2021-07-28;2021-07-07;120
2021-07-28;2021-07-07;130
2021-07-28;2021-07-07;133
2021-07-28;2021-07-07;140
2021-07-28;2021-07-07;145
2021-07-28;2021-07-07;155
2021-07-28;2021-07-07;160
2021-07-28;2021-07-14;80
2021-07-28;2021-07-14;87
2021-07-28;2021-07-14;91
2021-07-28;2021-07-14;92
2021-07-28;2021-07-14;93
2021-07-28;2021-07-14;94
2021-07-28;2021-07-14;94
2021-07-28;2021-07-14;95
2021-07-28;2021-07-14;95
2021-07-28;2021-07-14;96
2021-07-28;2021-07-14;96
2021-07-28;2021-07-14;97
2021-07-28;2021-07-14;98
2021-07-28;2021-07-14;99
2021-07-28;2021-07-14;99
2021-07-28;2021-07-14;100
2021-07-28;2021-07-14;100
2021-07-28;2021-07-14;101
2021-07-28;2021-07-14;101
2021-07-28;2021-07-14;101
2021-07-28;2021-07-14;102
2021-07-28;2021-07-14;102
2021-07-28;2021-07-14;103
2021-07-28;2021-07-14;103
2021-07-28;2021-07-14;103
2021-07-28;2021-07-14;104
2021-07-28;2021-07-14;105
2021-07-28;2021-07-14;108
2021-07-28;2021-07-14;109
2021-07-28;2021-07-14;109
2021-07-28;2021-07-14;109
2021-07-28;2021-07-14;110
2021-07-28;2021-07-14;110
2021-07-28;2021-07-14;111
2021-07-28;2021-07-14;111
2021-07-28;2021-07-14;112
2021-07-28;2021-07-14;112
2021-07-28;2021-07-14;112
2021-07-28;2021-07-14;113
2021-07-28;2021-07-14;114
2021-07-28;2021-07-14;114
2021-07-28;2021-07-14;115
2021-07-28;2021-07-14;117
2021-07-28;2021-07-14;117
2021-07-28;2021-07-14;117
2021-07-28;2021-07-14;119
2021-07-28;2021-07-14;119
2021-07-28;2021-07-14;120
2021-07-28;2021-07-14;121
2021-07-28;2021-07-14;125
2021-07-28;2021-07-14;125
2021-07-28;2021-07-14;127
2021-07-28;2021-07-14;129
2021-07-28;2021-07-14;130
2021-07-28;2021-07-14;133
2021-07-28;2021-07-14;133
2021-07-28;2021-07-14;140
2021-07-28;2021-07-14;140
2021-07-28;2021-07-14;144
2021-07-28;2021-07-14;145
2021-07-28;2021-07-19;100
2021-07-28;2021-07-19;100
2021-07-28;2021-07-19;100
2021-07-28;2021-07-19;101
2021-07-28;2021-07-19;101
2021-07-28;2021-07-19;101
2021-07-28;2021-07-19;103
2021-07-28;2021-07-19;103
2021-07-28;2021-07-19;106
2021-07-28;2021-07-19;106
2021-07-28;2021-07-19;109
2021-07-28;2021-07-19;109
2021-07-28;2021-07-19;109
2021-07-28;2021-07-19;110
2021-07-28;2021-07-19;110
2021-07-28;2021-07-19;110
2021-07-28;2021-07-19;110
2021-07-28;2021-07-19;110
2021-07-28;2021-07-19;111
2021-07-28;2021-07-19;111
2021-07-28;2021-07-19;112
2021-07-28;2021-07-19;112
2021-07-28;2021-07-19;112
2021-07-28;2021-07-19;113
2021-07-28;2021-07-19;113
2021-07-28;2021-07-19;114
2021-07-28;2021-07-19;116
2021-07-28;2021-07-19;118
2021-07-28;2021-07-19;119
2021-07-28;2021-07-19;119
2021-07-28;2021-07-19;121
2021-07-28;2021-07-19;122
2021-07-28;2021-07-19;122
2021-07-28;2021-07-19;123
2021-07-28;2021-07-19;123
2021-07-28;2021-07-19;124
2021-07-28;2021-07-19;125
2021-07-28;2021-07-19;126
2021-07-28;2021-07-19;126
2021-07-28;2021-07-19;129
2021-07-28;2021-07-19;129
2021-07-28;2021-07-19;129
2021-07-28;2021-07-19;130
2021-07-28;2021-07-19;130
2021-07-28;2021-07-19;130
2021-07-28;2021-07-19;130
2021-07-28;2021-07-19;130
2021-07-28;2021-07-19;131
2021-07-28;2021-07-19;133
2021-07-28;2021-07-19;133
2021-07-28;2021-07-19;133
2021-07-28;2021-07-19;133
2021-07-28;2021-07-19;134
2021-07-28;2021-07-19;134
2021-07-28;2021-07-19;135
2021-07-28;2021-07-19;136
2021-07-28;2021-07-19;136
2021-07-28;2021-07-19;136
2021-07-28;2021-07-19;136
2021-07-28;2021-07-19;138
2021-07-28;2021-07-19;139
2021-07-28;2021-07-19;140
2021-07-28;2021-07-19;140
2021-07-28;2021-07-19;140
2021-07-28;2021-07-19;140
2021-07-28;2021-07-19;141
2021-07-28;2021-07-19;142
2021-07-28;2021-07-19;142
2021-07-28;2021-07-19;144
2021-07-28;2021-07-19;144
2021-07-28;2021-07-19;144
2021-07-28;2021-07-19;145
2021-07-28;2021-07-19;146
2021-07-28;2021-07-19;148
2021-07-28;2021-07-19;150
2021-07-28;2021-07-19;153
2021-07-28;2021-07-19;153
2021-07-28;2021-07-19;154
2021-07-28;2021-07-19;155
2021-07-28;2021-07-19;158
2021-07-28;2021-07-19;158
2021-07-28;2021-07-19;159
2021-07-28;2021-07-19;159
2021-07-28;2021-07-19;160
2021-07-28;2021-07-20;80
2021-07-28;2021-07-20;82
2021-07-28;2021-07-20;90
2021-07-28;2021-07-20;92
2021-07-28;2021-07-20;93
2021-07-28;2021-07-20;94
2021-07-28;2021-07-20;97
2021-07-28;2021-07-20;98
2021-07-28;2021-07-20;98
2021-07-28;2021-07-20;99
2021-07-28;2021-07-20;99
2021-07-28;2021-07-20;99
2021-07-28;2021-07-20;100
2021-07-28;2021-07-20;100
2021-07-28;2021-07-20;100
2021-07-28;2021-07-20;100
2021-07-28;2021-07-20;101
2021-07-28;2021-07-20;101
2021-07-28;2021-07-20;101
2021-07-28;2021-07-20;102
2021-07-28;2021-07-20;103
2021-07-28;2021-07-20;103
2021-07-28;2021-07-20;103
2021-07-28;2021-07-20;103
2021-07-28;2021-07-20;103
2021-07-28;2021-07-20;104
2021-07-28;2021-07-20;105
2021-07-28;2021-07-20;105
2021-07-28;2021-07-20;106
2021-07-28;2021-07-20;107
2021-07-28;2021-07-20;107
2021-07-28;2021-07-20;107
2021-07-28;2021-07-20;107
2021-07-28;2021-07-20;108
2021-07-28;2021-07-20;108
2021-07-28;2021-07-20;109
2021-07-28;2021-07-20;109
2021-07-28;2021-07-20;109
2021-07-28;2021-07-20;109
2021-07-28;2021-07-20;110
2021-07-28;2021-07-20;110
2021-07-28;2021-07-20;110
2021-07-28;2021-07-20;111
2021-07-28;2021-07-20;112
2021-07-28;2021-07-20;112
2021-07-28;2021-07-20;112
2021-07-28;2021-07-20;112
2021-07-28;2021-07-20;112
2021-07-28;2021-07-20;113
2021-07-28;2021-07-20;113
2021-07-28;2021-07-20;114
2021-07-28;2021-07-20;114
2021-07-28;2021-07-20;114
2021-07-28;2021-07-20;115
2021-07-28;2021-07-20;116
2021-07-28;2021-07-20;117
2021-07-28;2021-07-20;117
2021-07-28;2021-07-20;118
2021-07-28;2021-07-20;118
2021-07-28;2021-07-20;118
2021-07-28;2021-07-20;119
2021-07-28;2021-07-20;120
2021-07-28;2021-07-20;120
2021-07-28;2021-07-20;120
2021-07-28;2021-07-20;121
2021-07-28;2021-07-20;122
2021-07-28;2021-07-20;124
2021-07-28;2021-07-20;126
2021-07-28;2021-07-20;129
2021-07-28;2021-07-20;131
2021-07-28;2021-07-20;132
2021-07-28;2021-07-20;133
2021-07-28;2021-07-20;133
2021-07-28;2021-07-20;139
2021-07-28;2021-07-20;140
2021-07-28;2021-07-20;140
2021-07-28;2021-07-20;143
2021-07-28;2021-07-20;143
2021-07-28;2021-07-20;144
2021-07-28;2021-07-20;150
2021-07-28;2021-07-20;154
2021-07-28;2021-07-21;91
2021-07-28;2021-07-21;92
2021-07-28;2021-07-21;98
2021-07-28;2021-07-21;98
2021-07-28;2021-07-21;99
2021-07-28;2021-07-21;99
2021-07-28;2021-07-21;99
2021-07-28;2021-07-21;100
2021-07-28;2021-07-21;100
2021-07-28;2021-07-21;100
2021-07-28;2021-07-21;100
2021-07-28;2021-07-21;101
2021-07-28;2021-07-21;101
2021-07-28;2021-07-21;101
2021-07-28;2021-07-21;101
2021-07-28;2021-07-21;102
2021-07-28;2021-07-21;102
2021-07-28;2021-07-21;102
2021-07-28;2021-07-21;103
2021-07-28;2021-07-21;103
2021-07-28;2021-07-21;103
2021-07-28;2021-07-21;103
2021-07-28;2021-07-21;104
2021-07-28;2021-07-21;104
2021-07-28;2021-07-21;105
2021-07-28;2021-07-21;105
2021-07-28;2021-07-21;105
2021-07-28;2021-07-21;105
2021-07-28;2021-07-21;106
2021-07-28;2021-07-21;107
2021-07-28;2021-07-21;107
2021-07-28;2021-07-21;107
2021-07-28;2021-07-21;107
2021-07-28;2021-07-21;107
2021-07-28;2021-07-21;108
2021-07-28;2021-07-21;108
2021-07-28;2021-07-21;108
2021-07-28;2021-07-21;109
2021-07-28;2021-07-21;109
2021-07-28;2021-07-21;109
2021-07-28;2021-07-21;110
2021-07-28;2021-07-21;110
2021-07-28;2021-07-21;110
2021-07-28;2021-07-21;110
2021-07-28;2021-07-21;110
2021-07-28;2021-07-21;110
2021-07-28;2021-07-21;111
2021-07-28;2021-07-21;112
2021-07-28;2021-07-21;112
2021-07-28;2021-07-21;112
2021-07-28;2021-07-21;112
2021-07-28;2021-07-21;113
2021-07-28;2021-07-21;113
2021-07-28;2021-07-21;113
2021-07-28;2021-07-21;114
2021-07-28;2021-07-21;114
2021-07-28;2021-07-21;114
2021-07-28;2021-07-21;114
2021-07-28;2021-07-21;115
2021-07-28;2021-07-21;115
2021-07-28;2021-07-21;115
2021-07-28;2021-07-21;116
2021-07-28;2021-07-21;116
2021-07-28;2021-07-21;117
2021-07-28;2021-07-21;117
2021-07-28;2021-07-21;117
2021-07-28;2021-07-21;118
2021-07-28;2021-07-21;118
2021-07-28;2021-07-21;119
2021-07-28;2021-07-21;119
2021-07-28;2021-07-21;119
2021-07-28;2021-07-21;119
2021-07-28;2021-07-21;120
2021-07-28;2021-07-21;120
2021-07-28;2021-07-21;120
2021-07-28;2021-07-21;121
2021-07-28;2021-07-21;121
2021-07-28;2021-07-21;121
2021-07-28;2021-07-21;123
2021-07-28;2021-07-21;123
2021-07-28;2021-07-21;126
2021-07-28;2021-07-21;127
2021-07-28;2021-07-21;127
2021-07-28;2021-07-21;129
2021-07-28;2021-07-21;129
2021-07-28;2021-07-21;130
2021-07-28;2021-07-21;130
2021-07-28;2021-07-21;130
2021-07-28;2021-07-21;132
2021-07-28;2021-07-21;133
2021-07-28;2021-07-21;133
2021-07-28;2021-07-21;134
2021-07-28;2021-07-21;139
2021-07-28;2021-07-21;139
2021-07-28;2021-07-21;140
2021-07-28;2021-07-21;140
2021-07-28;2021-07-21;143
2021-07-28;2021-07-21;144
2021-07-28;2021-07-21;145
2021-07-28;2021-07-21;145
2021-07-28;2021-07-21;150
2021-07-28;2021-07-21;160
2021-07-28;2021-07-26;80
2021-07-28;2021-07-26;80
2021-07-28;2021-07-26;82
2021-07-28;2021-07-26;82
2021-07-28;2021-07-26;83
2021-07-28;2021-07-26;85
2021-07-28;2021-07-26;86
2021-07-28;2021-07-26;86
2021-07-28;2021-07-26;89
2021-07-28;2021-07-26;91
2021-07-28;2021-07-26;92
2021-07-28;2021-07-26;92
2021-07-28;2021-07-26;92
2021-07-28;2021-07-26;92
2021-07-28;2021-07-26;93
2021-07-28;2021-07-26;93
2021-07-28;2021-07-26;94
2021-07-28;2021-07-26;94
2021-07-28;2021-07-26;94
2021-07-28;2021-07-26;94
2021-07-28;2021-07-26;95
2021-07-28;2021-07-26;95
2021-07-28;2021-07-26;95
2021-07-28;2021-07-26;96
2021-07-28;2021-07-26;98
2021-07-28;2021-07-26;98
2021-07-28;2021-07-26;99
2021-07-28;2021-07-26;99
2021-07-28;2021-07-26;99
2021-07-28;2021-07-26;100
2021-07-28;2021-07-26;100
2021-07-28;2021-07-26;100
2021-07-28;2021-07-26;101
2021-07-28;2021-07-26;101
2021-07-28;2021-07-26;101
2021-07-28;2021-07-26;102
2021-07-28;2021-07-26;103
2021-07-28;2021-07-26;103
2021-07-28;2021-07-26;103
2021-07-28;2021-07-26;103
2021-07-28;2021-07-26;103
2021-07-28;2021-07-26;103
2021-07-28;2021-07-26;104
2021-07-28;2021-07-26;104
2021-07-28;2021-07-26;105
2021-07-28;2021-07-26;105
2021-07-28;2021-07-26;105
2021-07-28;2021-07-26;106
2021-07-28;2021-07-26;106
2021-07-28;2021-07-26;106
2021-07-28;2021-07-26;107
2021-07-28;2021-07-26;107
2021-07-28;2021-07-26;107
2021-07-28;2021-07-26;108
2021-07-28;2021-07-26;108
2021-07-28;2021-07-26;108
2021-07-28;2021-07-26;109
2021-07-28;2021-07-26;109
2021-07-28;2021-07-26;109
2021-07-28;2021-07-26;110
2021-07-28;2021-07-26;110
2021-07-28;2021-07-26;110
2021-07-28;2021-07-26;111
2021-07-28;2021-07-26;111
2021-07-28;2021-07-26;111
2021-07-28;2021-07-26;111
2021-07-28;2021-07-26;112
2021-07-28;2021-07-26;112
2021-07-28;2021-07-26;113
2021-07-28;2021-07-26;113
2021-07-28;2021-07-26;113
2021-07-28;2021-07-26;113
2021-07-28;2021-07-26;114
2021-07-28;2021-07-26;114
2021-07-28;2021-07-26;114
2021-07-28;2021-07-26;115
2021-07-28;2021-07-26;116
2021-07-28;2021-07-26;116
2021-07-28;2021-07-26;116
2021-07-28;2021-07-26;117
2021-07-28;2021-07-26;117
2021-07-28;2021-07-26;117
2021-07-28;2021-07-26;117
2021-07-28;2021-07-26;118
2021-07-28;2021-07-26;118
2021-07-28;2021-07-26;118
2021-07-28;2021-07-26;119
2021-07-28;2021-07-26;119
2021-07-28;2021-07-26;120
2021-07-28;2021-07-26;120
2021-07-28;2021-07-26;121
2021-07-28;2021-07-26;123
2021-07-28;2021-07-26;128
2021-07-28;2021-07-26;132
2021-07-28;2021-07-26;133
2021-07-28;2021-07-26;139
2021-07-28;2021-07-26;140
2021-07-28;2021-07-26;143
2021-07-28;2021-07-26;146
2021-07-28;2021-07-26;209
2021-07-28;2021-07-27;80
2021-07-28;2021-07-27;87
2021-07-28;2021-07-27;90
2021-07-28;2021-07-27;90
2021-07-28;2021-07-27;91
2021-07-28;2021-07-27;91
