region.nom;district.nom;commune.nom;fokontany.nom;village.nom;fiche.date_expedition;fiche_enqueteur.date;fiche_enqueteur.participant_individu;fiche_enqueteur.participant_nombre;fiche_enqueteur.capture_poids;fiche_enqueteur.crabe_consomme_poids;fiche_enqueteur.crabe_consomme_nombre;fiche_enqueteur.collecte_poids1;fiche_enqueteur.collecte_prix1;fiche_enqueteur.collecte_poids2;fiche_enqueteur.collecte_prix2;fiche_enqueteur.marche_local_poids;fiche_enqueteur.marche_local_prix;date_sortie_de_peche1;nombre_sortie_de_peche1;nombre_de_pirogue_sortie_de_peche1;nom_premier_engin1;nombre_premier_engin1;nom_deuxieme_engin1;nombre_deuxieme_engin1;date_sortie_de_peche2;nombre_sortie_de_peche2;nombre_de_pirogue_sortie_de_peche2;nom_premier_engin2;nombre_premier_engin2;nom_deuxieme_engin2;nombre_deuxieme_engin2;date_sortie_de_peche3;nombre_sortie_de_peche3;nombre_de_pirogue_sortie_de_peche3;nom_premier_engin3;nombre_premier_engin3;nom_deuxieme_engin3;nombre_deuxieme_engin3;date_sortie_de_peche4;nombre_sortie_de_peche4;nombre_de_pirogue_sortie_de_peche4;nom_premier_engin4;nombre_premier_engin4;nom_deuxieme_engin4;nombre_deuxieme_engin4;nombre_sortie_capture;echantillon.trie;echantillon.taille_absente;echantillon.taille_absente_autre
Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-06-21;seul;0;27;0;0;27;3000;;;0;0;2021-06-21;1;1;Balance (Garigary, Kiriry);30;Non renseigné;0;2021-06-20;1;1;Balance (Garigary, Kiriry);30;Non renseigné;0;2021-06-19;0;0;Non renseigné;0;Non renseigné;0;2021-06-18;0;0;Non renseigné;0;Non renseigné;0;2;true;plus petit;
Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-06-21;seul;0;30;0;0;10;2500;20;3000;0;0;2021-06-21;1;1;Balance (Garigary, Kiriry);20;Non renseigné;0;2021-06-20;1;1;Balance (Garigary, Kiriry);20;Non renseigné;0;2021-06-19;0;0;Non renseigné;0;Non renseigné;0;2021-06-18;0;0;Non renseigné;0;Non renseigné;0;2;true;plus petit;
Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-06-21;seul;0;30;0;0;20;2000;10;2500;0;0;2021-06-21;1;1;Balance (Garigary, Kiriry);33;Non renseigné;0;2021-06-20;1;1;Balance (Garigary, Kiriry);33;Non renseigné;0;2021-06-19;0;0;Non renseigné;0;Non renseigné;0;2021-06-18;0;0;Non renseigné;0;Non renseigné;0;2;true;plus petit;
Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-06-24;seul;0;17;0;0;17;3000;;;0;0;2021-06-24;1;1;Balance (Garigary, Kiriry);35;Non renseigné;0;2021-06-23;1;1;Balance (Garigary, Kiriry);35;Non renseigné;0;2021-06-22;0;0;Non renseigné;0;Non renseigné;0;2021-06-21;0;0;Non renseigné;0;Non renseigné;0;2;false;plus gros;
Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-06-24;seul;0;20;0;0;20;3000;;;0;0;2021-06-24;1;1;Balance (Garigary, Kiriry);20;Non renseigné;0;2021-06-23;1;1;Balance (Garigary, Kiriry);20;Non renseigné;0;2021-06-22;0;0;Non renseigné;0;Non renseigné;0;2021-06-21;0;0;Non renseigné;0;Non renseigné;0;2;true;plus petit;
Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-06-24;seul;0;25;0;0;25;3000;;;0;0;2021-06-24;1;1;Balance (Garigary, Kiriry);25;Raquette (Kipaoky, Fisahoky, Fisaoka);1;2021-06-23;0;0;Non renseigné;0;Non renseigné;0;2021-06-22;0;0;Non renseigné;0;Non renseigné;0;2021-06-21;0;0;Non renseigné;0;Non renseigné;0;1;false;plus gros;
Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-06-24;seul;0;27;0;0;12;3000;15;2500;0;0;2021-06-24;1;1;Balance (Garigary, Kiriry);15;Non renseigné;0;2021-06-23;1;1;Balance (Garigary, Kiriry);15;Non renseigné;0;2021-06-22;0;0;Non renseigné;0;Non renseigné;0;2021-06-21;0;0;Non renseigné;0;Non renseigné;0;2;true;plus petit;
Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-06-24;seul;0;27;0;0;27;3000;;;0;0;2021-06-24;1;1;Balance (Garigary, Kiriry);28;Non renseigné;0;2021-06-23;1;1;Balance (Garigary, Kiriry);28;Non renseigné;0;2021-06-22;0;0;Non renseigné;0;Non renseigné;0;2021-06-21;0;0;Non renseigné;0;Non renseigné;0;2;true;plus petit;
Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-06-24;seul;0;30;0;0;30;3000;;;0;0;2021-06-24;1;1;Balance (Garigary, Kiriry);20;Raquette (Kipaoky, Fisahoky, Fisaoka);1;2021-06-23;1;1;Balance (Garigary, Kiriry);20;Raquette (Kipaoky, Fisahoky, Fisaoka);1;2021-06-22;0;0;Non renseigné;0;Non renseigné;0;2021-06-21;0;0;Non renseigné;0;Non renseigné;0;2;false;plus gros;
Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-06-27;seul;0;30;0;0;10;2600;20;3000;0;0;2021-06-27;1;1;Balance (Garigary, Kiriry);25;Non renseigné;0;2021-06-26;1;1;Balance (Garigary, Kiriry);25;Non renseigné;0;2021-06-25;0;0;Non renseigné;0;Non renseigné;0;2021-06-24;0;0;Non renseigné;0;Non renseigné;0;2;false;plus gros;
Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-06-27;seul;0;35;0;0;35;3000;;;0;0;2021-06-27;1;1;Balance (Garigary, Kiriry);25;Non renseigné;0;2021-06-26;1;1;Balance (Garigary, Kiriry);25;Non renseigné;0;2021-06-25;0;0;Non renseigné;0;Non renseigné;0;2021-06-24;0;0;Non renseigné;0;Non renseigné;0;2;true;plus petit;
Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-06-27;seul;0;40;0;0;40;2500;;;0;0;2021-06-27;1;1;Balance (Garigary, Kiriry);20;Non renseigné;0;2021-06-26;1;1;Balance (Garigary, Kiriry);20;Non renseigné;0;2021-06-25;0;0;Non renseigné;0;Non renseigné;0;2021-06-24;0;0;Non renseigné;0;Non renseigné;0;2;true;plus petit;
Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-06-27;seul;0;42;0;0;42;3000;;;0;0;2021-06-27;1;1;Balance (Garigary, Kiriry);15;Raquette (Kipaoky, Fisahoky, Fisaoka);1;2021-06-26;1;1;Balance (Garigary, Kiriry);15;Raquette (Kipaoky, Fisahoky, Fisaoka);1;2021-06-25;0;0;Non renseigné;0;Non renseigné;0;2021-06-24;0;0;Non renseigné;0;Non renseigné;0;2;true;plus petit;
Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-06-29;seul;0;27;0;0;27;3000;;;0;0;2021-06-29;1;1;Balance (Garigary, Kiriry);16;Raquette (Kipaoky, Fisahoky, Fisaoka);1;2021-06-28;0;0;Non renseigné;0;Non renseigné;0;2021-06-27;0;0;Non renseigné;0;Non renseigné;0;2021-06-26;0;0;Non renseigné;0;Non renseigné;0;1;false;plus gros;
Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-06-29;seul;0;35;0;0;35;3000;;;0;0;2021-06-29;1;1;Balance (Garigary, Kiriry);15;Non renseigné;0;2021-06-28;1;1;Balance (Garigary, Kiriry);15;Non renseigné;0;2021-06-27;0;0;Non renseigné;0;Non renseigné;0;2021-06-26;0;0;Non renseigné;0;Non renseigné;0;2;true;plus petit;
Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-01;seul;0;4.5;1.5;8;3;2500;;;0;0;2021-07-01;1;1;Crochet (Fingavitra, Kavitry, Fiavitry);1;Non renseigné;0;2021-06-30;1;1;Crochet (Fingavitra, Kavitry, Fiavitry);1;Non renseigné;0;2021-06-29;0;0;Non renseigné;0;Non renseigné;0;2021-06-28;0;0;Non renseigné;0;Non renseigné;0;2;false;plus gros;
Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-01;seul;0;5;0.5;2;4.5;2500;;;0;0;2021-07-01;1;1;Crochet (Fingavitra, Kavitry, Fiavitry);1;Non renseigné;0;2021-06-30;1;1;Crochet (Fingavitra, Kavitry, Fiavitry);1;Non renseigné;0;2021-06-29;1;1;Crochet (Fingavitra, Kavitry, Fiavitry);1;Non renseigné;0;2021-06-28;0;0;Non renseigné;0;Non renseigné;0;1;false;plus gros;
Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-01;seul;0;6.5;1.5;8;5;2500;;;0;0;2021-07-01;1;1;Balance (Garigary, Kiriry);15;Non renseigné;0;2021-06-30;0;0;Non renseigné;0;Non renseigné;0;2021-06-29;0;0;Non renseigné;0;Non renseigné;0;2021-06-28;0;0;Non renseigné;0;Non renseigné;0;1;false;plus gros;
Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-01;seul;0;7.5;1.5;6;6;2500;;;0;0;2021-07-01;1;1;Crochet (Fingavitra, Kavitry, Fiavitry);1;Non renseigné;0;2021-06-30;1;1;Crochet (Fingavitra, Kavitry, Fiavitry);1;Non renseigné;0;2021-06-29;1;1;Crochet (Fingavitra, Kavitry, Fiavitry);1;Non renseigné;0;2021-06-28;0;0;Non renseigné;0;Non renseigné;0;3;false;plus gros;
Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-02;seul;0;2.5;0.5;3;2;2500;;;0;0;2021-07-02;1;1;Crochet (Fingavitra, Kavitry, Fiavitry);1;Non renseigné;0;2021-07-01;1;1;Crochet (Fingavitra, Kavitry, Fiavitry);1;Non renseigné;0;2021-06-30;0;0;Non renseigné;0;Non renseigné;0;2021-06-29;0;0;Non renseigné;0;Non renseigné;0;1;false;plus gros;
Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-02;seul;0;3.5;1;6;1.5;2500;;;1;1000;2021-07-02;1;1;Crochet (Fingavitra, Kavitry, Fiavitry);1;Non renseigné;0;2021-07-01;1;1;Crochet (Fingavitra, Kavitry, Fiavitry);1;Non renseigné;0;2021-06-30;1;1;Crochet (Fingavitra, Kavitry, Fiavitry);1;Non renseigné;0;2021-06-29;0;0;Non renseigné;0;Non renseigné;0;1;false;plus gros;
Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-02;seul;0;4.5;0.5;2;4;2500;;;0;0;2021-07-02;1;1;Crochet (Fingavitra, Kavitry, Fiavitry);1;Non renseigné;0;2021-07-01;1;1;Crochet (Fingavitra, Kavitry, Fiavitry);1;Non renseigné;0;2021-06-30;0;0;Non renseigné;0;Non renseigné;0;2021-06-29;0;0;Non renseigné;0;Non renseigné;0;1;false;plus gros;
Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-02;seul;0;4.5;0.5;2;4;2500;;;0;0;2021-07-02;1;1;Crochet (Fingavitra, Kavitry, Fiavitry);1;Non renseigné;0;2021-07-01;1;1;Crochet (Fingavitra, Kavitry, Fiavitry);1;Non renseigné;0;2021-06-30;0;0;Non renseigné;0;Non renseigné;0;2021-06-29;0;0;Non renseigné;0;Non renseigné;0;1;false;plus gros;
Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-03;seul;0;5.5;0.5;3;5;2500;;;0;0;2021-07-03;1;1;Crochet (Fingavitra, Kavitry, Fiavitry);1;Non renseigné;0;2021-07-02;0;0;Non renseigné;0;Non renseigné;0;2021-07-01;0;0;Non renseigné;0;Non renseigné;0;2021-06-30;0;0;Non renseigné;0;Non renseigné;0;1;false;plus gros;
Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-03;seul;0;9.5;0.5;4;9;2500;;;0;0;2021-07-03;1;1;Balance (Garigary, Kiriry);15;Non renseigné;0;2021-07-02;1;1;Balance (Garigary, Kiriry);15;Non renseigné;0;2021-07-01;0;0;Non renseigné;0;Non renseigné;0;2021-06-30;0;0;Non renseigné;0;Non renseigné;0;1;false;plus gros;
Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-03;seul;0;11.5;1.5;10;10;2500;;;0;0;2021-07-03;1;1;Crochet (Fingavitra, Kavitry, Fiavitry);1;Non renseigné;0;2021-07-02;1;1;Crochet (Fingavitra, Kavitry, Fiavitry);1;Non renseigné;0;2021-07-01;0;0;Non renseigné;0;Non renseigné;0;2021-06-30;0;0;Non renseigné;0;Non renseigné;0;2;false;plus gros;
Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-03;seul;0;12;2;10;10;2500;;;0;0;2021-07-03;1;1;Balance (Garigary, Kiriry);25;Non renseigné;0;2021-07-02;1;1;Balance (Garigary, Kiriry);23;Non renseigné;0;2021-07-01;0;0;Non renseigné;0;Non renseigné;0;2021-06-30;0;0;Non renseigné;0;Non renseigné;0;2;false;plus gros;
Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-04;seul;0;6.5;0;0;6.5;2500;;;0;0;2021-07-04;1;1;Balance (Garigary, Kiriry);15;Non renseigné;0;2021-07-03;0;0;Non renseigné;0;Non renseigné;0;2021-07-02;0;0;Non renseigné;0;Non renseigné;0;2021-07-01;0;0;Non renseigné;0;Non renseigné;0;1;false;plus gros;
Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-04;seul;0;8;1;6;7;2500;;;0;0;2021-07-04;1;1;Balance (Garigary, Kiriry);28;Non renseigné;0;2021-07-03;1;1;Balance (Garigary, Kiriry);28;Non renseigné;0;2021-07-02;0;0;Non renseigné;0;Non renseigné;0;2021-07-01;0;0;Non renseigné;0;Non renseigné;0;1;false;plus gros;
Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-04;seul;0;8;1.5;7;6.5;2500;;;0;0;2021-07-04;1;1;Crochet (Fingavitra, Kavitry, Fiavitry);1;Non renseigné;0;2021-07-03;0;0;Non renseigné;0;Non renseigné;0;2021-07-02;0;0;Non renseigné;0;Non renseigné;0;2021-07-01;0;0;Non renseigné;0;Non renseigné;0;1;false;plus gros;
Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-04;seul;0;11.5;1.5;8;10;2500;;;0;0;2021-07-04;1;1;Crochet (Fingavitra, Kavitry, Fiavitry);1;Non renseigné;0;2021-07-03;0;0;Non renseigné;0;Non renseigné;0;2021-07-02;0;0;Non renseigné;0;Non renseigné;0;2021-07-01;0;0;Non renseigné;0;Non renseigné;0;1;false;plus gros;
Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-05;seul;0;1.5;0;0;1.5;2500;;;0;0;2021-07-05;1;1;Crochet (Fingavitra, Kavitry, Fiavitry);1;Non renseigné;0;2021-07-04;0;0;Non renseigné;0;Non renseigné;0;2021-07-03;0;0;Non renseigné;0;Non renseigné;0;2021-07-02;0;0;Non renseigné;0;Non renseigné;0;1;false;plus gros;
Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-05;seul;0;4;0;0;4;2500;;;0;0;2021-07-05;1;1;Balance (Garigary, Kiriry);15;Non renseigné;0;2021-07-04;1;1;Raquette (Kipaoky, Fisahoky, Fisaoka);1;Non renseigné;0;2021-07-03;0;0;Non renseigné;0;Non renseigné;0;2021-07-02;0;0;Non renseigné;0;Non renseigné;0;2;false;plus gros;
Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-05;seul;0;9;1.5;7;7.5;2500;;;0;0;2021-07-05;1;1;Crochet (Fingavitra, Kavitry, Fiavitry);1;Non renseigné;0;2021-07-04;0;0;Non renseigné;0;Non renseigné;0;2021-07-03;0;0;Non renseigné;0;Non renseigné;0;2021-07-02;0;0;Non renseigné;0;Non renseigné;0;1;false;plus gros;
Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-05;seul;0;11.5;2;11;9.5;2500;;;0;0;2021-07-05;1;1;Balance (Garigary, Kiriry);3;Non renseigné;0;2021-07-04;0;0;Non renseigné;0;Non renseigné;0;2021-07-03;0;0;Non renseigné;0;Non renseigné;0;2021-07-02;0;0;Non renseigné;0;Non renseigné;0;1;false;plus gros;
Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-08;seul;0;2.5;0;0;2.5;2500;;;0;0;2021-07-08;1;1;Crochet (Fingavitra, Kavitry, Fiavitry);1;Non renseigné;0;2021-07-07;0;0;Non renseigné;0;Non renseigné;0;2021-07-06;0;0;Non renseigné;0;Non renseigné;0;2021-07-05;0;0;Non renseigné;0;Non renseigné;0;1;false;plus gros;
Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-08;seul;0;4.5;0;0;4.5;2500;;;0;0;2021-07-08;1;1;Crochet (Fingavitra, Kavitry, Fiavitry);1;Non renseigné;0;2021-07-07;0;0;Non renseigné;0;Non renseigné;0;2021-07-06;0;0;Non renseigné;0;Non renseigné;0;2021-07-05;0;0;Non renseigné;0;Non renseigné;0;1;false;plus gros;
Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-08;seul;0;5.5;1;5;4.5;2500;;;0;0;2021-07-08;1;1;Crochet (Fingavitra, Kavitry, Fiavitry);1;Non renseigné;0;2021-07-07;0;0;Non renseigné;0;Non renseigné;0;2021-07-06;0;0;Non renseigné;0;Non renseigné;0;2021-07-05;0;0;Non renseigné;0;Non renseigné;0;1;false;plus gros;
Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-08;seul;0;11.5;1.5;10;10;2500;;;0;0;2021-07-08;1;1;Crochet (Fingavitra, Kavitry, Fiavitry);1;Non renseigné;0;2021-07-07;0;0;Non renseigné;0;Non renseigné;0;2021-07-06;0;0;Non renseigné;0;Non renseigné;0;2021-07-05;0;0;Non renseigné;0;Non renseigné;0;1;false;plus gros;
Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-09;seul;0;4.5;0;0;4.5;2500;;;0;0;2021-07-09;1;1;Balance (Garigary, Kiriry);15;Raquette (Kipaoky, Fisahoky, Fisaoka);1;2021-07-08;0;0;Non renseigné;0;Non renseigné;0;2021-07-07;0;0;Non renseigné;0;Non renseigné;0;2021-07-06;0;0;Non renseigné;0;Non renseigné;0;1;true;plus petit;
Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-09;seul;0;4.5;0;;4.5;2500;0;0;0;0;2021-07-09;1;1;Balance (Garigary, Kiriry);15;Raquette (Kipaoky, Fisahoky, Fisaoka);1;2021-07-08;0;0;Non renseigné;0;Non renseigné;0;2021-07-07;0;0;Non renseigné;0;Non renseigné;0;2021-07-06;0;0;Non renseigné;0;Non renseigné;0;1;true;plus petit;
Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-09;seul;0;5;0.5;4;4.5;2500;;;0;0;2021-07-09;1;1;Crochet (Fingavitra, Kavitry, Fiavitry);1;Non renseigné;0;2021-07-08;0;0;Non renseigné;0;Non renseigné;0;2021-07-07;0;0;Non renseigné;0;Non renseigné;0;2021-07-06;0;0;Non renseigné;0;Non renseigné;0;1;false;plus gros;
Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-09;seul;0;6;0;0;6;2500;;;0;0;2021-07-09;1;1;Crochet (Fingavitra, Kavitry, Fiavitry);1;Non renseigné;0;2021-07-08;0;0;Non renseigné;0;Non renseigné;0;2021-07-07;0;0;Non renseigné;0;Non renseigné;0;2021-07-06;0;0;Non renseigné;0;Non renseigné;0;1;true;plus petit;
Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-09;seul;0;6;0;;6;2500;0;0;0;0;2021-07-09;1;1;Crochet (Fingavitra, Kavitry, Fiavitry);1;Non renseigné;0;2021-07-08;0;0;Non renseigné;0;Non renseigné;0;2021-07-07;0;0;Non renseigné;0;Non renseigné;0;2021-07-06;0;0;Non renseigné;0;Non renseigné;0;1;true;plus petit;
Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-09;seul;0;7.5;1.5;8;6;2500;;;0;0;2021-07-09;1;1;Crochet (Fingavitra, Kavitry, Fiavitry);1;Non renseigné;0;2021-07-08;0;0;Non renseigné;0;Non renseigné;0;2021-07-07;0;0;Non renseigné;0;Non renseigné;0;2021-07-06;0;0;Non renseigné;0;Non renseigné;0;1;false;plus gros;
Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-10;seul;0;4.5;0.5;4;4;2500;;;0;0;2021-07-10;1;1;Crochet (Fingavitra, Kavitry, Fiavitry);1;Non renseigné;0;2021-07-09;0;0;Non renseigné;0;Non renseigné;0;2021-07-08;0;0;Non renseigné;0;Non renseigné;0;2021-07-07;0;0;Non renseigné;0;Non renseigné;0;1;false;plus gros;
Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-10;seul;0;5;0.5;4;4.5;2500;;;0;0;2021-07-10;1;1;Balance (Garigary, Kiriry);25;Non renseigné;0;2021-07-09;0;0;Non renseigné;0;Non renseigné;0;2021-07-08;0;0;Non renseigné;0;Non renseigné;0;2021-07-07;0;0;Non renseigné;0;Non renseigné;0;1;false;plus gros;
Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-10;seul;0;5.5;0.5;4;5;2500;;;0;0;2021-07-10;1;1;Balance (Garigary, Kiriry);25;Non renseigné;0;2021-07-09;0;0;Non renseigné;0;Non renseigné;0;2021-07-08;0;0;Non renseigné;0;Non renseigné;0;2021-07-07;0;0;Non renseigné;0;Non renseigné;0;1;false;plus gros;
Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-10;seul;0;7.5;1.5;8;6;2500;;;0;0;2021-07-10;1;1;Crochet (Fingavitra, Kavitry, Fiavitry);1;Non renseigné;0;2021-07-09;0;0;Non renseigné;0;Non renseigné;0;2021-07-08;0;0;Non renseigné;0;Non renseigné;0;2021-07-07;0;0;Non renseigné;0;Non renseigné;0;1;false;plus gros;
Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-11;seul;0;4.5;1.5;;3;2500;;;0;0;2021-07-11;1;1;Balance (Garigary, Kiriry);15;Raquette (Kipaoky, Fisahoky, Fisaoka);1;2021-07-10;0;0;Non renseigné;0;Non renseigné;0;2021-07-09;0;0;Non renseigné;0;Non renseigné;0;2021-07-08;0;0;Non renseigné;0;Non renseigné;0;1;false;plus gros;
Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-11;seul;0;5.5;0.5;4;5;2500;;;0;0;2021-07-11;1;1;Balance (Garigary, Kiriry);15;Non renseigné;0;2021-07-10;0;0;Non renseigné;0;Non renseigné;0;2021-07-09;0;0;Non renseigné;0;Non renseigné;0;2021-07-08;0;0;Non renseigné;0;Non renseigné;0;1;false;plus gros;
Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-12;seul;0;4.5;0.5;4;4;2500;;;0;0;2021-07-12;1;1;Crochet (Fingavitra, Kavitry, Fiavitry);1;Non renseigné;0;2021-07-11;0;0;Non renseigné;0;Non renseigné;0;2021-07-10;0;0;Non renseigné;0;Non renseigné;0;2021-07-09;0;0;Non renseigné;0;Non renseigné;0;1;false;plus gros;
Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-12;seul;0;5;0.5;4;4.5;2500;;;0;0;2021-07-12;1;1;Crochet (Fingavitra, Kavitry, Fiavitry);1;Non renseigné;0;2021-07-11;0;0;Non renseigné;0;Non renseigné;0;2021-07-10;0;0;Non renseigné;0;Non renseigné;0;2021-07-09;0;0;Non renseigné;0;Non renseigné;0;1;false;plus gros;
Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-12;seul;0;5.5;0.5;4;5;2500;;;0;0;2021-07-12;1;1;Crochet (Fingavitra, Kavitry, Fiavitry);1;Non renseigné;0;2021-07-11;0;0;Non renseigné;0;Non renseigné;0;2021-07-10;0;0;Non renseigné;0;Non renseigné;0;2021-07-09;0;0;Non renseigné;0;Non renseigné;0;1;false;plus gros;
Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-12;seul;0;6;0;;6;2500;;;0;0;2021-07-12;1;1;Balance (Garigary, Kiriry);25;Raquette (Kipaoky, Fisahoky, Fisaoka);1;2021-07-11;0;0;Non renseigné;0;Non renseigné;0;2021-07-10;0;0;Non renseigné;0;Non renseigné;0;2021-07-09;0;0;Non renseigné;0;Non renseigné;0;1;true;plus petit;
Boeny;Soalala;Soalala;Baly;Baly;2021-05-10;2021-05-05;seul;0;29;5;;20;2000;2;1000;2;400;2021-05-05;1;1;Balance (Garigary, Kiriry);23;Non renseigné;0;2021-05-04;0;0;Non renseigné;0;Non renseigné;0;2021-05-03;1;1;Non renseigné;0;Non renseigné;0;2021-05-02;0;0;Non renseigné;0;Non renseigné;0;2;false;plus petit;
Boeny;Soalala;Soalala;Baly;Baly;2021-05-10;2021-05-09;seul;0;44;4;;40;2000;;;0;500;2021-05-09;1;1;Raquette (Kipaoky, Fisahoky, Fisaoka);1;Balance (Garigary, Kiriry);20;2021-05-08;1;1;Non renseigné;0;Non renseigné;0;2021-05-07;1;1;Non renseigné;0;Non renseigné;0;2021-05-06;0;0;Non renseigné;0;Non renseigné;0;2;false;autre;Mou
Boeny;Soalala;Soalala;Baly;Baly;;2021-05-06;seul;0;38;0;3;38;2000;;;0;400;2021-05-06;1;1;Balance (Garigary, Kiriry);20;Non renseigné;0;2021-05-05;1;1;Non renseigné;0;Non renseigné;0;2021-05-04;0;0;Non renseigné;0;Non renseigné;0;2021-05-03;1;1;Non renseigné;0;Non renseigné;0;3;false;plus gros;
Menabe (Morondava);Belo sur Tsiribihina;Delta;Tsimandrafoza;Boringeny;2021-06-06;2021-06-21;seul;0;4;1;5;3;2000;;;0;0;2021-06-21;1;1;Balance (Garigary, Kiriry);10;Raquette (Kipaoky, Fisahoky, Fisaoka);1;2021-06-20;1;1;Balance (Garigary, Kiriry);10;Raquette (Kipaoky, Fisahoky, Fisaoka);1;2021-06-19;0;0;Non renseigné;0;Non renseigné;0;2021-06-18;0;0;Non renseigné;0;Non renseigné;0;1;false;plus gros;
Menabe (Morondava);Belo sur Tsiribihina;Delta;Tsimandrafoza;Boringeny;2021-06-27;2021-06-16;seul;0;4.5;0.5;4;4;2000;;;0;0;2021-06-16;1;1;Balance (Garigary, Kiriry);10;Raquette (Kipaoky, Fisahoky, Fisaoka);1;2021-06-15;1;1;Balance (Garigary, Kiriry);10;Raquette (Kipaoky, Fisahoky, Fisaoka);1;2021-06-14;0;0;Non renseigné;0;Non renseigné;0;2021-06-13;0;0;Non renseigné;0;Non renseigné;0;1;false;plus petit;
Menabe (Morondava);Belo sur Tsiribihina;Delta;Tsimandrafoza;Boringeny;2021-06-27;2021-06-16;seul;0;12;1;8;11;2000;;;0;0;2021-06-16;1;1;Balance (Garigary, Kiriry);10;Raquette (Kipaoky, Fisahoky, Fisaoka);1;2021-06-15;1;1;Balance (Garigary, Kiriry);10;Raquette (Kipaoky, Fisahoky, Fisaoka);1;2021-06-14;1;1;Balance (Garigary, Kiriry);10;Raquette (Kipaoky, Fisahoky, Fisaoka);1;2021-06-13;0;0;Balance (Garigary, Kiriry);10;Raquette (Kipaoky, Fisahoky, Fisaoka);1;3;true;plus petit;
Menabe (Morondava);Belo sur Tsiribihina;Delta;Tsimandrafoza;Boringeny;2021-06-27;2021-06-16;seul;0;13.5;1.5;14;12;2000;;;0;0;2021-06-16;1;1;Balance (Garigary, Kiriry);10;Raquette (Kipaoky, Fisahoky, Fisaoka);1;2021-06-15;1;1;Balance (Garigary, Kiriry);10;Raquette (Kipaoky, Fisahoky, Fisaoka);1;2021-06-14;1;1;Balance (Garigary, Kiriry);10;Raquette (Kipaoky, Fisahoky, Fisaoka);1;2021-06-13;1;1;Balance (Garigary, Kiriry);10;Raquette (Kipaoky, Fisahoky, Fisaoka);1;2;false;plus petit;
