zone_corecrabe.nom;region.nom;district.nom;commune.nom;fokontany.nom;village.nom;fiche.date_expedition;fiche_enqueteur.date;fiche_enqueteur.participant_individu;fiche_enqueteur.participant_nombre;fiche_enqueteur.capture_poids;fiche_enqueteur.crabe_consomme_poids;fiche_enqueteur.crabe_consomme_nombre;fiche_enqueteur.collecte_poids1;fiche_enqueteur.collecte_prix1;fiche_enqueteur.collecte_poids2;fiche_enqueteur.collecte_prix2;fiche_enqueteur.marche_local_poids;fiche_enqueteur.marche_local_prix
Mahajanga;Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-06-18;seul;0;37;0;0;17;2500;20;3000;0;0
Mahajanga;Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-06-20;seul;0;20;0;0;20;2000;;;0;0
Mahajanga;Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-06-20;seul;0;20;0;0;20;3000;;;0;0
Mahajanga;Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-06-20;seul;0;31;0;0;31;3000;;;0;0
Mahajanga;Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-06-20;seul;0;35;0;0;15;2500;20;3000;0;0
Mahajanga;Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-06-21;seul;0;17;0;0;17;3000;;;0;0
Mahajanga;Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-06-21;seul;0;20;0;0;10;3000;10;2500;0;0
Mahajanga;Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-06-21;seul;0;25;0;0;25;2000;;;0;0
Mahajanga;Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-06-21;seul;0;27;0;0;27;3000;;;0;0
Mahajanga;Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-06-21;seul;0;30;0;0;10;2500;20;3000;0;0
Mahajanga;Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-06-21;seul;0;30;0;0;20;2000;10;2500;0;0
Mahajanga;Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-06-24;seul;0;17;0;0;17;3000;;;0;0
Mahajanga;Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-06-24;seul;0;20;0;0;20;3000;;;0;0
Mahajanga;Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-06-24;seul;0;25;0;0;25;3000;;;0;0
Mahajanga;Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-06-24;seul;0;27;0;0;12;3000;15;2500;0;0
Mahajanga;Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-06-24;seul;0;27;0;0;27;3000;;;0;0
Mahajanga;Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-06-24;seul;0;30;0;0;30;3000;;;0;0
Mahajanga;Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-06-27;seul;0;30;0;0;10;2600;20;3000;0;0
Mahajanga;Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-06-27;seul;0;35;0;0;35;3000;;;0;0
Mahajanga;Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-06-27;seul;0;40;0;0;40;2500;;;0;0
Mahajanga;Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-06-27;seul;0;42;0;0;42;3000;;;0;0
Mahajanga;Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-06-29;seul;0;27;0;0;27;3000;;;0;0
Mahajanga;Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-06-29;seul;0;35;0;0;35;3000;;;0;0
Mahajanga;Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-01;seul;0;4.5;1.5;8;3;2500;;;0;0
Mahajanga;Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-01;seul;0;5;0.5;2;4.5;2500;;;0;0
Mahajanga;Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-01;seul;0;6.5;1.5;8;5;2500;;;0;0
Mahajanga;Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-01;seul;0;7.5;1.5;6;6;2500;;;0;0
Mahajanga;Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-02;seul;0;2.5;0.5;3;2;2500;;;0;0
Mahajanga;Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-02;seul;0;3.5;1;6;1.5;2500;;;1;1000
Mahajanga;Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-02;seul;0;4.5;0.5;2;4;2500;;;0;0
Mahajanga;Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-02;seul;0;4.5;0.5;2;4;2500;;;0;0
Mahajanga;Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-03;seul;0;5.5;0.5;3;5;2500;;;0;0
Mahajanga;Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-03;seul;0;9.5;0.5;4;9;2500;;;0;0
Mahajanga;Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-03;seul;0;11.5;1.5;10;10;2500;;;0;0
Mahajanga;Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-03;seul;0;12;2;10;10;2500;;;0;0
Mahajanga;Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-04;seul;0;6.5;0;0;6.5;2500;;;0;0
Mahajanga;Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-04;seul;0;8;1;6;7;2500;;;0;0
Mahajanga;Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-04;seul;0;8;1.5;7;6.5;2500;;;0;0
Mahajanga;Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-04;seul;0;11.5;1.5;8;10;2500;;;0;0
Mahajanga;Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-05;seul;0;1.5;0;0;1.5;2500;;;0;0
Mahajanga;Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-05;seul;0;4;0;0;4;2500;;;0;0
Mahajanga;Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-05;seul;0;9;1.5;7;7.5;2500;;;0;0
Mahajanga;Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-05;seul;0;11.5;2;11;9.5;2500;;;0;0
Mahajanga;Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-08;seul;0;2.5;0;0;2.5;2500;;;0;0
Mahajanga;Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-08;seul;0;4.5;0;0;4.5;2500;;;0;0
Mahajanga;Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-08;seul;0;5.5;1;5;4.5;2500;;;0;0
Mahajanga;Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-08;seul;0;11.5;1.5;10;10;2500;;;0;0
Mahajanga;Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-09;seul;0;4.5;0;0;4.5;2500;;;0;0
Mahajanga;Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-09;seul;0;4.5;0;;4.5;2500;0;0;0;0
Mahajanga;Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-09;seul;0;5;0.5;4;4.5;2500;;;0;0
Mahajanga;Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-09;seul;0;6;0;0;6;2500;;;0;0
Mahajanga;Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-09;seul;0;6;0;;6;2500;0;0;0;0
Mahajanga;Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-09;seul;0;7.5;1.5;8;6;2500;;;0;0
Mahajanga;Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-10;seul;0;4.5;0.5;4;4;2500;;;0;0
Mahajanga;Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-10;seul;0;5;0.5;4;4.5;2500;;;0;0
Mahajanga;Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-10;seul;0;5.5;0.5;4;5;2500;;;0;0
Mahajanga;Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-10;seul;0;7.5;1.5;8;6;2500;;;0;0
Mahajanga;Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-11;seul;0;4.5;1.5;;3;2500;;;0;0
Mahajanga;Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-11;seul;0;5.5;0.5;4;5;2500;;;0;0
Mahajanga;Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-12;seul;0;4.5;0.5;4;4;2500;;;0;0
Mahajanga;Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-12;seul;0;5;0.5;4;4.5;2500;;;0;0
Mahajanga;Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-12;seul;0;5.5;0.5;4;5;2500;;;0;0
Mahajanga;Boeny;Soalala;Soalala;Ankera;Sambiravo;;2021-07-12;seul;0;6;0;;6;2500;;;0;0
