region.nom;village.nom;fiche_enqueteur.date;fiche_enqueteur.capture_poids;echantillon.poids;crabe.destination;crabe.sexe;crabe.taille
Boeny;Sambiravo;2021-06-01;15;11;1;FO;120
Boeny;Sambiravo;2021-06-01;15;11;1;FO;120
Boeny;Sambiravo;2021-06-01;15;11;1;M;100
Boeny;Sambiravo;2021-06-01;15;11;1;M;100
Boeny;Sambiravo;2021-06-01;15;11;1;M;100
Boeny;Sambiravo;2021-06-01;15;11;1;M;100
Boeny;Sambiravo;2021-06-01;15;11;1;M;100
Boeny;Sambiravo;2021-06-01;15;11;1;M;101
Boeny;Sambiravo;2021-06-01;15;11;1;M;101
Boeny;Sambiravo;2021-06-01;15;11;1;M;101
Boeny;Sambiravo;2021-06-01;15;11;1;M;101
Boeny;Sambiravo;2021-06-01;15;11;1;M;102
Boeny;Sambiravo;2021-06-01;15;11;1;M;102
Boeny;Sambiravo;2021-06-01;15;11;1;M;102
Boeny;Sambiravo;2021-06-01;15;11;1;M;102
Boeny;Sambiravo;2021-06-01;15;11;1;M;102
Boeny;Sambiravo;2021-06-01;15;11;1;M;102
Boeny;Sambiravo;2021-06-01;15;11;1;M;102
Boeny;Sambiravo;2021-06-01;15;11;1;M;103
Boeny;Sambiravo;2021-06-01;15;11;1;M;103
Boeny;Sambiravo;2021-06-01;15;11;1;M;103
Boeny;Sambiravo;2021-06-01;15;11;1;M;103
Boeny;Sambiravo;2021-06-01;15;11;1;M;103
Boeny;Sambiravo;2021-06-01;15;11;1;M;103
Boeny;Sambiravo;2021-06-01;15;11;1;M;103
Boeny;Sambiravo;2021-06-01;15;11;1;M;103
Boeny;Sambiravo;2021-06-01;15;11;1;M;103
Boeny;Sambiravo;2021-06-01;15;11;1;M;103
Boeny;Sambiravo;2021-06-01;15;11;1;M;103
Boeny;Sambiravo;2021-06-01;15;11;1;M;110
Boeny;Sambiravo;2021-06-01;15;11;1;M;110
Boeny;Sambiravo;2021-06-01;15;11;1;M;110
Boeny;Sambiravo;2021-06-01;15;11;1;M;111
Boeny;Sambiravo;2021-06-01;15;11;1;M;111
Boeny;Sambiravo;2021-06-01;15;11;1;M;111
Boeny;Sambiravo;2021-06-01;15;11;1;M;111
Boeny;Sambiravo;2021-06-01;15;11;1;M;112
Boeny;Sambiravo;2021-06-01;15;11;1;M;120
Boeny;Sambiravo;2021-06-01;15;11;1;M;120
Boeny;Sambiravo;2021-06-01;15;11;1;M;120
Boeny;Sambiravo;2021-06-01;15;11;1;M;120
Boeny;Sambiravo;2021-06-01;15;11;1;NO;100
Boeny;Sambiravo;2021-06-01;15;11;1;NO;100
Boeny;Sambiravo;2021-06-01;15;11;1;NO;101
Boeny;Sambiravo;2021-06-01;15;11;1;NO;101
Boeny;Sambiravo;2021-06-01;15;11;1;NO;101
Boeny;Sambiravo;2021-06-01;15;11;1;NO;101
Boeny;Sambiravo;2021-06-01;15;11;1;NO;101
Boeny;Sambiravo;2021-06-01;15;11;1;NO;102
Boeny;Sambiravo;2021-06-01;15;11;1;NO;102
Boeny;Sambiravo;2021-06-01;15;11;1;NO;103
Boeny;Sambiravo;2021-06-01;15;11;1;NO;103
Boeny;Sambiravo;2021-06-01;15;11;1;NO;103
Boeny;Sambiravo;2021-06-01;15;11;1;NO;110
Boeny;Sambiravo;2021-06-01;15;11;1;NO;110
Boeny;Sambiravo;2021-06-01;15;11;1;NO;110
Boeny;Sambiravo;2021-06-01;15;11;1;NO;110
Boeny;Sambiravo;2021-06-01;15;11;1;NO;110
Boeny;Sambiravo;2021-06-01;15;11;1;NO;111
Boeny;Sambiravo;2021-06-01;15;11;1;NO;111
Boeny;Sambiravo;2021-06-01;17;12;1;FO;103
Boeny;Sambiravo;2021-06-01;17;12;1;FO;120
Boeny;Sambiravo;2021-06-01;17;12;1;M;101
Boeny;Sambiravo;2021-06-01;17;12;1;M;101
Boeny;Sambiravo;2021-06-01;17;12;1;M;101
Boeny;Sambiravo;2021-06-01;17;12;1;M;101
Boeny;Sambiravo;2021-06-01;17;12;1;M;101
Boeny;Sambiravo;2021-06-01;17;12;1;M;102
Boeny;Sambiravo;2021-06-01;17;12;1;M;102
Boeny;Sambiravo;2021-06-01;17;12;1;M;103
Boeny;Sambiravo;2021-06-01;17;12;1;M;103
Boeny;Sambiravo;2021-06-01;17;12;1;M;103
Boeny;Sambiravo;2021-06-01;17;12;1;M;107
Boeny;Sambiravo;2021-06-01;17;12;1;M;110
Boeny;Sambiravo;2021-06-01;17;12;1;M;110
Boeny;Sambiravo;2021-06-01;17;12;1;M;111
Boeny;Sambiravo;2021-06-01;17;12;1;M;111
Boeny;Sambiravo;2021-06-01;17;12;1;M;111
Boeny;Sambiravo;2021-06-01;17;12;1;M;111
Boeny;Sambiravo;2021-06-01;17;12;1;M;111
Boeny;Sambiravo;2021-06-01;17;12;1;M;112
Boeny;Sambiravo;2021-06-01;17;12;1;M;112
Boeny;Sambiravo;2021-06-01;17;12;1;M;112
Boeny;Sambiravo;2021-06-01;17;12;1;M;120
Boeny;Sambiravo;2021-06-01;17;12;1;NO;101
Boeny;Sambiravo;2021-06-01;17;12;1;NO;101
Boeny;Sambiravo;2021-06-01;17;12;1;NO;101
Boeny;Sambiravo;2021-06-01;17;12;1;NO;103
Boeny;Sambiravo;2021-06-01;17;12;1;NO;103
Boeny;Sambiravo;2021-06-01;17;12;1;NO;103
Boeny;Sambiravo;2021-06-01;25;11;1;FO;120
Boeny;Sambiravo;2021-06-01;25;11;1;FO;120
Boeny;Sambiravo;2021-06-01;25;11;1;M;100
Boeny;Sambiravo;2021-06-01;25;11;1;M;100
Boeny;Sambiravo;2021-06-01;25;11;1;M;101
Boeny;Sambiravo;2021-06-01;25;11;1;M;101
Boeny;Sambiravo;2021-06-01;25;11;1;M;101
Boeny;Sambiravo;2021-06-01;25;11;1;M;102
Boeny;Sambiravo;2021-06-01;25;11;1;M;102
Boeny;Sambiravo;2021-06-01;25;11;1;M;102
Boeny;Sambiravo;2021-06-01;25;11;1;M;103
Boeny;Sambiravo;2021-06-01;25;11;1;M;103
Boeny;Sambiravo;2021-06-01;25;11;1;M;103
Boeny;Sambiravo;2021-06-01;25;11;1;M;103
Boeny;Sambiravo;2021-06-01;25;11;1;M;110
Boeny;Sambiravo;2021-06-01;25;11;1;M;110
Boeny;Sambiravo;2021-06-01;25;11;1;M;110
Boeny;Sambiravo;2021-06-01;25;11;1;M;110
Boeny;Sambiravo;2021-06-01;25;11;1;M;111
Boeny;Sambiravo;2021-06-01;25;11;1;M;111
Boeny;Sambiravo;2021-06-01;25;11;1;M;111
Boeny;Sambiravo;2021-06-01;25;11;1;M;112
Boeny;Sambiravo;2021-06-01;25;11;1;M;112
Boeny;Sambiravo;2021-06-01;25;11;1;M;120
Boeny;Sambiravo;2021-06-01;25;11;1;NO;100
Boeny;Sambiravo;2021-06-01;25;11;1;NO;101
Boeny;Sambiravo;2021-06-01;25;11;1;NO;103
Boeny;Sambiravo;2021-06-01;25;11;1;NO;110
Boeny;Sambiravo;2021-06-01;25;11;1;NO;110
Boeny;Sambiravo;2021-06-01;25;11;1;NO;120
Boeny;Sambiravo;2021-06-01;30;11;1;FO;103
Boeny;Sambiravo;2021-06-01;30;11;1;M;100
Boeny;Sambiravo;2021-06-01;30;11;1;M;100
Boeny;Sambiravo;2021-06-01;30;11;1;M;100
Boeny;Sambiravo;2021-06-01;30;11;1;M;101
Boeny;Sambiravo;2021-06-01;30;11;1;M;101
Boeny;Sambiravo;2021-06-01;30;11;1;M;101
Boeny;Sambiravo;2021-06-01;30;11;1;M;101
Boeny;Sambiravo;2021-06-01;30;11;1;M;101
Boeny;Sambiravo;2021-06-01;30;11;1;M;101
Boeny;Sambiravo;2021-06-01;30;11;1;M;101
Boeny;Sambiravo;2021-06-01;30;11;1;M;103
Boeny;Sambiravo;2021-06-01;30;11;1;M;103
Boeny;Sambiravo;2021-06-01;30;11;1;M;103
Boeny;Sambiravo;2021-06-01;30;11;1;M;110
Boeny;Sambiravo;2021-06-01;30;11;1;M;111
Boeny;Sambiravo;2021-06-01;30;11;1;M;111
Boeny;Sambiravo;2021-06-01;30;11;1;M;111
Boeny;Sambiravo;2021-06-01;30;11;1;M;112
Boeny;Sambiravo;2021-06-01;30;11;1;M;112
Boeny;Sambiravo;2021-06-01;30;11;1;M;112
Boeny;Sambiravo;2021-06-01;30;11;1;M;120
Boeny;Sambiravo;2021-06-01;30;11;1;M;120
Boeny;Sambiravo;2021-06-01;30;11;1;M;120
Boeny;Sambiravo;2021-06-01;30;11;1;M;120
Boeny;Sambiravo;2021-06-01;30;11;1;M;120
Boeny;Sambiravo;2021-06-01;30;11;1;M;120
Boeny;Sambiravo;2021-06-01;30;11;1;NO;100
Boeny;Sambiravo;2021-06-01;30;11;1;NO;111
Boeny;Sambiravo;2021-06-01;30;11;1;NO;120
Boeny;Sambiravo;2021-06-01;37;10;1;FO;103
Boeny;Sambiravo;2021-06-01;37;10;1;FO;120
Boeny;Sambiravo;2021-06-01;37;10;1;M;70
Boeny;Sambiravo;2021-06-01;37;10;1;M;80
Boeny;Sambiravo;2021-06-01;37;10;1;M;80
Boeny;Sambiravo;2021-06-01;37;10;1;M;80
Boeny;Sambiravo;2021-06-01;37;10;1;M;90
Boeny;Sambiravo;2021-06-01;37;10;1;M;90
Boeny;Sambiravo;2021-06-01;37;10;1;M;90
Boeny;Sambiravo;2021-06-01;37;10;1;M;100
Boeny;Sambiravo;2021-06-01;37;10;1;M;100
Boeny;Sambiravo;2021-06-01;37;10;1;M;100
Boeny;Sambiravo;2021-06-01;37;10;1;M;100
Boeny;Sambiravo;2021-06-01;37;10;1;M;100
Boeny;Sambiravo;2021-06-01;37;10;1;M;100
Boeny;Sambiravo;2021-06-01;37;10;1;M;101
Boeny;Sambiravo;2021-06-01;37;10;1;M;101
Boeny;Sambiravo;2021-06-01;37;10;1;M;101
Boeny;Sambiravo;2021-06-01;37;10;1;M;110
Boeny;Sambiravo;2021-06-01;37;10;1;M;110
Boeny;Sambiravo;2021-06-01;37;10;1;M;110
Boeny;Sambiravo;2021-06-01;37;10;1;M;111
Boeny;Sambiravo;2021-06-01;37;10;1;M;112
Boeny;Sambiravo;2021-06-01;37;10;1;M;112
Boeny;Sambiravo;2021-06-01;37;10;1;M;120
Boeny;Sambiravo;2021-06-01;37;10;1;NO;70
Boeny;Sambiravo;2021-06-01;37;10;1;NO;100
Boeny;Sambiravo;2021-06-01;37;10;1;NO;101
Boeny;Sambiravo;2021-06-01;37;10;1;NO;101
Boeny;Sambiravo;2021-06-01;37;10;1;NO;120
Boeny;Sambiravo;2021-06-03;15;11;1;FO;103
Boeny;Sambiravo;2021-06-03;15;11;1;FO;103
Boeny;Sambiravo;2021-06-03;15;11;1;FO;120
Boeny;Sambiravo;2021-06-03;15;11;1;M;100
Boeny;Sambiravo;2021-06-03;15;11;1;M;100
Boeny;Sambiravo;2021-06-03;15;11;1;M;100
Boeny;Sambiravo;2021-06-03;15;11;1;M;100
Boeny;Sambiravo;2021-06-03;15;11;1;M;100
Boeny;Sambiravo;2021-06-03;15;11;1;M;101
Boeny;Sambiravo;2021-06-03;15;11;1;M;101
Boeny;Sambiravo;2021-06-03;15;11;1;M;101
Boeny;Sambiravo;2021-06-03;15;11;1;M;101
Boeny;Sambiravo;2021-06-03;15;11;1;M;102
Boeny;Sambiravo;2021-06-03;15;11;1;M;103
Boeny;Sambiravo;2021-06-03;15;11;1;M;103
Boeny;Sambiravo;2021-06-03;15;11;1;M;103
Boeny;Sambiravo;2021-06-03;15;11;1;M;110
Boeny;Sambiravo;2021-06-03;15;11;1;M;110
Boeny;Sambiravo;2021-06-03;15;11;1;M;111
Boeny;Sambiravo;2021-06-03;15;11;1;M;111
Boeny;Sambiravo;2021-06-03;15;11;1;M;111
Boeny;Sambiravo;2021-06-03;15;11;1;M;111
Boeny;Sambiravo;2021-06-03;15;11;1;M;112
Boeny;Sambiravo;2021-06-03;15;11;1;M;120
Boeny;Sambiravo;2021-06-03;15;11;1;M;120
Boeny;Sambiravo;2021-06-03;15;11;1;M;120
Boeny;Sambiravo;2021-06-03;15;11;1;M;120
Boeny;Sambiravo;2021-06-03;15;11;1;NO;101
Boeny;Sambiravo;2021-06-03;15;11;1;NO;101
Boeny;Sambiravo;2021-06-03;15;11;1;NO;101
Boeny;Sambiravo;2021-06-03;17;11;1;FO;103
Boeny;Sambiravo;2021-06-03;17;11;1;FO;103
Boeny;Sambiravo;2021-06-03;17;11;1;FO;103
Boeny;Sambiravo;2021-06-03;17;11;1;FO;120
Boeny;Sambiravo;2021-06-03;17;11;1;M;100
Boeny;Sambiravo;2021-06-03;17;11;1;M;100
Boeny;Sambiravo;2021-06-03;17;11;1;M;100
Boeny;Sambiravo;2021-06-03;17;11;1;M;100
Boeny;Sambiravo;2021-06-03;17;11;1;M;101
Boeny;Sambiravo;2021-06-03;17;11;1;M;101
Boeny;Sambiravo;2021-06-03;17;11;1;M;101
Boeny;Sambiravo;2021-06-03;17;11;1;M;101
Boeny;Sambiravo;2021-06-03;17;11;1;M;101
Boeny;Sambiravo;2021-06-03;17;11;1;M;102
Boeny;Sambiravo;2021-06-03;17;11;1;M;103
Boeny;Sambiravo;2021-06-03;17;11;1;M;103
Boeny;Sambiravo;2021-06-03;17;11;1;M;103
Boeny;Sambiravo;2021-06-03;17;11;1;M;110
Boeny;Sambiravo;2021-06-03;17;11;1;M;110
Boeny;Sambiravo;2021-06-03;17;11;1;M;110
Boeny;Sambiravo;2021-06-03;17;11;1;M;111
Boeny;Sambiravo;2021-06-03;17;11;1;M;111
Boeny;Sambiravo;2021-06-03;17;11;1;M;112
Boeny;Sambiravo;2021-06-03;17;11;1;M;120
Boeny;Sambiravo;2021-06-03;17;11;1;M;120
Boeny;Sambiravo;2021-06-03;17;11;1;M;120
Boeny;Sambiravo;2021-06-03;17;11;1;M;120
Boeny;Sambiravo;2021-06-03;17;11;1;NO;100
Boeny;Sambiravo;2021-06-03;17;11;1;NO;100
Boeny;Sambiravo;2021-06-03;17;11;1;NO;101
Boeny;Sambiravo;2021-06-03;20;11;1;FO;101
Boeny;Sambiravo;2021-06-03;20;11;1;FO;103
Boeny;Sambiravo;2021-06-03;20;11;1;FO;112
Boeny;Sambiravo;2021-06-03;20;11;1;M;100
Boeny;Sambiravo;2021-06-03;20;11;1;M;100
Boeny;Sambiravo;2021-06-03;20;11;1;M;101
Boeny;Sambiravo;2021-06-03;20;11;1;M;101
Boeny;Sambiravo;2021-06-03;20;11;1;M;101
Boeny;Sambiravo;2021-06-03;20;11;1;M;101
Boeny;Sambiravo;2021-06-03;20;11;1;M;101
Boeny;Sambiravo;2021-06-03;20;11;1;M;102
Boeny;Sambiravo;2021-06-03;20;11;1;M;102
Boeny;Sambiravo;2021-06-03;20;11;1;M;103
Boeny;Sambiravo;2021-06-03;20;11;1;M;103
Boeny;Sambiravo;2021-06-03;20;11;1;M;103
Boeny;Sambiravo;2021-06-03;20;11;1;M;103
Boeny;Sambiravo;2021-06-03;20;11;1;M;110
Boeny;Sambiravo;2021-06-03;20;11;1;M;111
Boeny;Sambiravo;2021-06-03;20;11;1;M;111
Boeny;Sambiravo;2021-06-03;20;11;1;M;111
Boeny;Sambiravo;2021-06-03;20;11;1;M;111
Boeny;Sambiravo;2021-06-03;20;11;1;M;112
Boeny;Sambiravo;2021-06-03;20;11;1;M;120
Boeny;Sambiravo;2021-06-03;20;11;1;M;120
Boeny;Sambiravo;2021-06-03;20;11;1;M;120
Boeny;Sambiravo;2021-06-03;20;11;1;M;120
Boeny;Sambiravo;2021-06-03;20;11;1;NO;101
Boeny;Sambiravo;2021-06-03;20;11;1;NO;101
Boeny;Sambiravo;2021-06-03;20;11;1;NO;102
Boeny;Sambiravo;2021-06-03;20;11;1;NO;103
Boeny;Sambiravo;2021-06-03;25;11;1;FO;101
Boeny;Sambiravo;2021-06-03;25;11;1;FO;103
Boeny;Sambiravo;2021-06-03;25;11;1;FO;103
Boeny;Sambiravo;2021-06-03;25;11;1;FO;120
Boeny;Sambiravo;2021-06-03;25;11;1;FO;120
Boeny;Sambiravo;2021-06-03;25;11;1;FO;120
Boeny;Sambiravo;2021-06-03;25;11;1;M;100
Boeny;Sambiravo;2021-06-03;25;11;1;M;100
Boeny;Sambiravo;2021-06-03;25;11;1;M;100
Boeny;Sambiravo;2021-06-03;25;11;1;M;101
Boeny;Sambiravo;2021-06-03;25;11;1;M;101
Boeny;Sambiravo;2021-06-03;25;11;1;M;101
Boeny;Sambiravo;2021-06-03;25;11;1;M;101
Boeny;Sambiravo;2021-06-03;25;11;1;M;101
Boeny;Sambiravo;2021-06-03;25;11;1;M;101
Boeny;Sambiravo;2021-06-03;25;11;1;M;101
Boeny;Sambiravo;2021-06-03;25;11;1;M;102
Boeny;Sambiravo;2021-06-03;25;11;1;M;103
Boeny;Sambiravo;2021-06-03;25;11;1;M;103
Boeny;Sambiravo;2021-06-03;25;11;1;M;103
Boeny;Sambiravo;2021-06-03;25;11;1;M;103
Boeny;Sambiravo;2021-06-03;25;11;1;M;103
Boeny;Sambiravo;2021-06-03;25;11;1;M;103
Boeny;Sambiravo;2021-06-03;25;11;1;M;110
Boeny;Sambiravo;2021-06-03;25;11;1;M;110
Boeny;Sambiravo;2021-06-03;25;11;1;M;110
Boeny;Sambiravo;2021-06-03;25;11;1;M;110
Boeny;Sambiravo;2021-06-03;25;11;1;M;110
Boeny;Sambiravo;2021-06-03;25;11;1;M;110
Boeny;Sambiravo;2021-06-03;25;11;1;M;110
Boeny;Sambiravo;2021-06-03;25;11;1;M;110
Boeny;Sambiravo;2021-06-03;25;11;1;M;110
Boeny;Sambiravo;2021-06-03;25;11;1;M;110
Boeny;Sambiravo;2021-06-03;25;11;1;M;110
Boeny;Sambiravo;2021-06-03;25;11;1;M;110
Boeny;Sambiravo;2021-06-03;25;11;1;M;111
Boeny;Sambiravo;2021-06-03;25;11;1;M;111
Boeny;Sambiravo;2021-06-03;25;11;1;M;111
Boeny;Sambiravo;2021-06-03;25;11;1;M;111
Boeny;Sambiravo;2021-06-03;25;11;1;M;111
Boeny;Sambiravo;2021-06-03;25;11;1;M;112
Boeny;Sambiravo;2021-06-03;25;11;1;M;112
Boeny;Sambiravo;2021-06-03;25;11;1;M;112
Boeny;Sambiravo;2021-06-03;25;11;1;M;120
Boeny;Sambiravo;2021-06-03;25;11;1;M;120
Boeny;Sambiravo;2021-06-03;25;11;1;M;120
Boeny;Sambiravo;2021-06-03;25;11;1;M;120
Boeny;Sambiravo;2021-06-03;25;11;1;M;120
Boeny;Sambiravo;2021-06-03;25;11;1;M;120
Boeny;Sambiravo;2021-06-03;25;11;1;NO;100
Boeny;Sambiravo;2021-06-03;25;11;1;NO;100
Boeny;Sambiravo;2021-06-03;25;11;1;NO;100
Boeny;Sambiravo;2021-06-03;25;11;1;NO;100
Boeny;Sambiravo;2021-06-03;25;11;1;NO;101
Boeny;Sambiravo;2021-06-03;25;11;1;NO;101
Boeny;Sambiravo;2021-06-03;25;11;1;NO;102
Boeny;Sambiravo;2021-06-03;25;11;1;NO;103
Boeny;Sambiravo;2021-06-03;25;11;1;NO;103
Boeny;Sambiravo;2021-06-03;25;11;1;NO;120
Boeny;Sambiravo;2021-06-03;25;11;1;NO;120
Boeny;Sambiravo;2021-06-03;28;11;1;FO;103
Boeny;Sambiravo;2021-06-03;28;11;1;FO;103
Boeny;Sambiravo;2021-06-03;28;11;1;FO;120
Boeny;Sambiravo;2021-06-03;28;11;1;FO;120
Boeny;Sambiravo;2021-06-03;28;11;1;M;100
Boeny;Sambiravo;2021-06-03;28;11;1;M;100
Boeny;Sambiravo;2021-06-03;28;11;1;M;100
Boeny;Sambiravo;2021-06-03;28;11;1;M;101
Boeny;Sambiravo;2021-06-03;28;11;1;M;101
Boeny;Sambiravo;2021-06-03;28;11;1;M;101
Boeny;Sambiravo;2021-06-03;28;11;1;M;101
Boeny;Sambiravo;2021-06-03;28;11;1;M;101
Boeny;Sambiravo;2021-06-03;28;11;1;M;101
Boeny;Sambiravo;2021-06-03;28;11;1;M;101
Boeny;Sambiravo;2021-06-03;28;11;1;M;102
Boeny;Sambiravo;2021-06-03;28;11;1;M;103
Boeny;Sambiravo;2021-06-03;28;11;1;M;103
Boeny;Sambiravo;2021-06-03;28;11;1;M;103
Boeny;Sambiravo;2021-06-03;28;11;1;M;103
Boeny;Sambiravo;2021-06-03;28;11;1;M;110
Boeny;Sambiravo;2021-06-03;28;11;1;M;111
Boeny;Sambiravo;2021-06-03;28;11;1;M;112
Boeny;Sambiravo;2021-06-03;28;11;1;M;120
Boeny;Sambiravo;2021-06-03;28;11;1;M;120
Boeny;Sambiravo;2021-06-03;28;11;1;M;120
Boeny;Sambiravo;2021-06-03;28;11;1;M;120
Boeny;Sambiravo;2021-06-03;28;11;1;NO;100
Boeny;Sambiravo;2021-06-03;28;11;1;NO;100
Boeny;Sambiravo;2021-06-03;28;11;1;NO;101
Boeny;Sambiravo;2021-06-03;28;11;1;NO;101
Boeny;Sambiravo;2021-06-05;15;11;1;FO;103
Boeny;Sambiravo;2021-06-05;15;11;1;FO;103
Boeny;Sambiravo;2021-06-05;15;11;1;FO;103
Boeny;Sambiravo;2021-06-05;15;11;1;FO;103
Boeny;Sambiravo;2021-06-05;15;11;1;FO;120
Boeny;Sambiravo;2021-06-05;15;11;1;FO;120
Boeny;Sambiravo;2021-06-05;15;11;1;M;100
Boeny;Sambiravo;2021-06-05;15;11;1;M;100
Boeny;Sambiravo;2021-06-05;15;11;1;M;100
Boeny;Sambiravo;2021-06-05;15;11;1;M;100
Boeny;Sambiravo;2021-06-05;15;11;1;M;100
Boeny;Sambiravo;2021-06-05;15;11;1;M;100
Boeny;Sambiravo;2021-06-05;15;11;1;M;100
Boeny;Sambiravo;2021-06-05;15;11;1;M;101
Boeny;Sambiravo;2021-06-05;15;11;1;M;101
Boeny;Sambiravo;2021-06-05;15;11;1;M;101
Boeny;Sambiravo;2021-06-05;15;11;1;M;101
Boeny;Sambiravo;2021-06-05;15;11;1;M;101
Boeny;Sambiravo;2021-06-05;15;11;1;M;102
Boeny;Sambiravo;2021-06-05;15;11;1;M;103
Boeny;Sambiravo;2021-06-05;15;11;1;M;103
Boeny;Sambiravo;2021-06-05;15;11;1;M;103
Boeny;Sambiravo;2021-06-05;15;11;1;M;103
Boeny;Sambiravo;2021-06-05;15;11;1;M;110
Boeny;Sambiravo;2021-06-05;15;11;1;M;111
Boeny;Sambiravo;2021-06-05;15;11;1;M;111
Boeny;Sambiravo;2021-06-05;15;11;1;M;111
Boeny;Sambiravo;2021-06-05;15;11;1;M;120
Boeny;Sambiravo;2021-06-05;15;11;1;M;120
Boeny;Sambiravo;2021-06-05;15;11;1;M;120
Boeny;Sambiravo;2021-06-05;19;11;1;FO;103
Boeny;Sambiravo;2021-06-05;19;11;1;FO;103
Boeny;Sambiravo;2021-06-05;19;11;1;FO;103
Boeny;Sambiravo;2021-06-05;19;11;1;FO;103
Boeny;Sambiravo;2021-06-05;19;11;1;FO;120
Boeny;Sambiravo;2021-06-05;19;11;1;FO;120
Boeny;Sambiravo;2021-06-05;19;11;1;FO;120
Boeny;Sambiravo;2021-06-05;19;11;1;FO;120
Boeny;Sambiravo;2021-06-05;19;11;1;M;100
Boeny;Sambiravo;2021-06-05;19;11;1;M;100
Boeny;Sambiravo;2021-06-05;19;11;1;M;100
Boeny;Sambiravo;2021-06-05;19;11;1;M;100
Boeny;Sambiravo;2021-06-05;19;11;1;M;100
Boeny;Sambiravo;2021-06-05;19;11;1;M;100
Boeny;Sambiravo;2021-06-05;19;11;1;M;100
Boeny;Sambiravo;2021-06-05;19;11;1;M;100
Boeny;Sambiravo;2021-06-05;19;11;1;M;100
Boeny;Sambiravo;2021-06-05;19;11;1;M;100
Boeny;Sambiravo;2021-06-05;19;11;1;M;101
Boeny;Sambiravo;2021-06-05;19;11;1;M;101
Boeny;Sambiravo;2021-06-05;19;11;1;M;101
Boeny;Sambiravo;2021-06-05;19;11;1;M;101
Boeny;Sambiravo;2021-06-05;19;11;1;M;103
Boeny;Sambiravo;2021-06-05;19;11;1;M;103
Boeny;Sambiravo;2021-06-05;19;11;1;M;103
Boeny;Sambiravo;2021-06-05;19;11;1;M;103
Boeny;Sambiravo;2021-06-05;19;11;1;M;103
Boeny;Sambiravo;2021-06-05;19;11;1;M;103
Boeny;Sambiravo;2021-06-05;19;11;1;M;103
Boeny;Sambiravo;2021-06-05;19;11;1;M;103
Boeny;Sambiravo;2021-06-05;19;11;1;M;110
Boeny;Sambiravo;2021-06-05;19;11;1;M;110
Boeny;Sambiravo;2021-06-05;19;11;1;M;110
Boeny;Sambiravo;2021-06-05;19;11;1;M;110
Boeny;Sambiravo;2021-06-05;19;11;1;M;110
Boeny;Sambiravo;2021-06-05;19;11;1;M;110
Boeny;Sambiravo;2021-06-05;19;11;1;M;110
Boeny;Sambiravo;2021-06-05;19;11;1;M;111
Boeny;Sambiravo;2021-06-05;19;11;1;M;111
Boeny;Sambiravo;2021-06-05;19;11;1;M;111
Boeny;Sambiravo;2021-06-05;19;11;1;M;111
Boeny;Sambiravo;2021-06-05;19;11;1;M;120
Boeny;Sambiravo;2021-06-05;19;11;1;M;120
Boeny;Sambiravo;2021-06-05;19;11;1;M;120
Boeny;Sambiravo;2021-06-05;19;11;1;M;120
Boeny;Sambiravo;2021-06-05;19;11;1;M;120
Boeny;Sambiravo;2021-06-05;19;11;1;M;120
Boeny;Sambiravo;2021-06-05;19;11;1;M;120
Boeny;Sambiravo;2021-06-05;19;11;1;M;120
Boeny;Sambiravo;2021-06-05;19;11;1;M;120
Boeny;Sambiravo;2021-06-05;19;11;1;M;120
Boeny;Sambiravo;2021-06-05;19;11;1;M;120
Boeny;Sambiravo;2021-06-05;19;11;1;M;120
Boeny;Sambiravo;2021-06-05;19;11;1;M;120
Boeny;Sambiravo;2021-06-05;19;11;1;M;120
Boeny;Sambiravo;2021-06-05;19;11;1;M;120
Boeny;Sambiravo;2021-06-05;19;11;1;NO;100
Boeny;Sambiravo;2021-06-05;19;11;1;NO;100
Boeny;Sambiravo;2021-06-05;19;11;1;NO;100
Boeny;Sambiravo;2021-06-05;19;11;1;NO;100
Boeny;Sambiravo;2021-06-05;22;11;1;FO;103
Boeny;Sambiravo;2021-06-05;22;11;1;FO;103
Boeny;Sambiravo;2021-06-05;22;11;1;FO;103
Boeny;Sambiravo;2021-06-05;22;11;1;FO;110
Boeny;Sambiravo;2021-06-05;22;11;1;FO;120
Boeny;Sambiravo;2021-06-05;22;11;1;FO;120
Boeny;Sambiravo;2021-06-05;22;11;1;M;100
Boeny;Sambiravo;2021-06-05;22;11;1;M;101
Boeny;Sambiravo;2021-06-05;22;11;1;M;101
Boeny;Sambiravo;2021-06-05;22;11;1;M;101
Boeny;Sambiravo;2021-06-05;22;11;1;M;101
Boeny;Sambiravo;2021-06-05;22;11;1;M;101
Boeny;Sambiravo;2021-06-05;22;11;1;M;103
Boeny;Sambiravo;2021-06-05;22;11;1;M;103
Boeny;Sambiravo;2021-06-05;22;11;1;M;103
Boeny;Sambiravo;2021-06-05;22;11;1;M;103
Boeny;Sambiravo;2021-06-05;22;11;1;M;103
Boeny;Sambiravo;2021-06-05;22;11;1;M;103
Boeny;Sambiravo;2021-06-05;22;11;1;M;111
Boeny;Sambiravo;2021-06-05;22;11;1;M;111
Boeny;Sambiravo;2021-06-05;22;11;1;M;111
Boeny;Sambiravo;2021-06-05;22;11;1;M;111
Boeny;Sambiravo;2021-06-05;22;11;1;M;111
Boeny;Sambiravo;2021-06-05;22;11;1;M;120
Boeny;Sambiravo;2021-06-05;22;11;1;M;120
Boeny;Sambiravo;2021-06-05;22;11;1;M;120
