zone_corecrabe.nom,region.nom,district.nom,commune.nom,fokontany.nom,village.nom,fiche.date_expedition,fiche_enqueteur.date,fiche_enqueteur.participant_nombre,fiche_enqueteur.capture_poids,fiche_enqueteur.crabe_consomme_poids,fiche_enqueteur.collecte_poids1,nombre_sortie_capture,echantillon.trie,echantillon.taille_absente,echantillon.taille_absente_autre
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Anja, Antsosa ,2021-08-21,2021-08-08,0,15,1,10,2,true,plus petit,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Anja, Antsosa ,2021-08-21,2021-08-08,0,19,1,15,2,true,plus petit,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Anja, Antsosa ,2021-08-21,2021-08-08,0,21,1,17,3,true,plus petit,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Anja, Antsosa ,2021-08-21,2021-08-09,0,5,0,4,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Anja, Antsosa ,2021-08-21,2021-08-09,0,5,0,4,1,true,plus petit,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Anja, Antsosa ,2021-08-21,2021-08-09,0,7,0,5,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Anja, Antsosa ,2021-08-21,2021-08-09,0,10,0,6,2,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Anja, Antsosa ,2021-08-21,2021-08-09,0,10.85,0.85,8,2,true,plus petit,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Anja, Antsosa ,2021-08-21,2021-08-09,0,15,0,10,3,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Anja, Antsosa ,2021-08-21,2021-08-09,0,18.85,0.85,13,2,true,plus petit,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Anja, Antsosa ,2021-08-21,2021-08-09,0,19,1,14,3,true,plus petit,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Anja, Antsosa ,2021-08-21,2021-08-10,0,6,0,6,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Anja, Antsosa ,2021-08-21,2021-08-10,0,7,0,5,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Anja, Antsosa ,2021-08-21,2021-08-10,0,9,0,8,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Anja, Antsosa ,2021-08-21,2021-08-10,0,10.1,1.1,6,1,true,plus petit,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Anja, Antsosa ,2021-08-21,2021-08-10,0,16,1,10,3,true,plus petit,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Anja, Antsosa ,2021-08-21,2021-08-10,0,20,1,11,2,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Anja, Antsosa ,2021-08-21,2021-08-16,0,7,0,6,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Anja, Antsosa ,2021-08-21,2021-08-16,0,8,1,5,1,true,plus petit,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Anja, Antsosa ,2021-08-21,2021-08-16,0,9,0,6,1,true,plus petit,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Anja, Antsosa ,2021-08-21,2021-08-16,0,19,1,14,2,true,plus petit,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Anja, Antsosa ,2021-08-21,2021-08-16,0,20.2,1.2,15,3,true,plus petit,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Anja, Antsosa ,2021-08-21,2021-08-16,0,22.1,1.1,17,3,true,plus petit,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Anja, Antsosa ,2021-08-21,2021-08-17,0,9,0,6,2,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Anja, Antsosa ,2021-08-21,2021-08-17,0,19.9,0.9,15,2,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,0221-08-11,2021-08-04,0,4,0,4,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,0221-08-11,2021-08-04,0,14,2,12,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-15,2021-06-15,0,8,0,8,2,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-15,2021-06-15,0,20,3,17,5,true,plus petit,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-16,2021-06-12,0,5,0.5,4.5,3,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-16,2021-06-14,0,2.75,0.75,2,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-16,2021-06-14,0,3.75,0,3.75,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-16,2021-06-14,0,6,0,6,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-16,2021-06-14,0,6,0.5,5.5,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-16,2021-06-14,0,28,4,24,3,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-16,2021-06-21,0,11,3,8,2,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-16,2021-06-21,0,19,4,15,2,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-16,2021-06-21,0,24,4,20,3,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-16,2021-06-22,0,5,2,3,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-16,2021-06-22,0,6,1,5,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-16,2021-06-22,0,10,2,8,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-16,2021-06-22,0,13,3,10,3,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-16,2021-06-22,0,16,2,14,2,true,plus petit,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-16,2021-06-22,0,25,5,20,5,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-16,2021-06-23,0,7,1,6,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-16,2021-06-23,0,8,1,7,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-16,2021-06-23,0,10,0,10,3,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-16,2021-06-23,0,10,2,8,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-16,2021-06-23,0,22,2,20,3,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-16,2021-06-28,0,4,0,4,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-16,2021-06-28,0,9,0,9,3,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-16,2021-07-21,0,14,2,12,2,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-16,2021-07-21,0,20,3,17,3,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-21,2021-06-28,0,5,0,5,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-21,2021-06-28,0,6,0,6,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-21,2021-06-29,0,3.5,0.5,3,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-21,2021-06-29,0,4.75,0.75,4,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-21,2021-06-29,0,5.5,0.5,5,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-21,2021-06-29,0,8,0,8,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-21,2021-06-29,0,10.75,0.75,10,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-21,2021-06-30,0,3,0,3,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-21,2021-06-30,0,4,0,4,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-21,2021-06-30,0,5,0,5,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-21,2021-06-30,0,6,0,6,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-21,2021-07-05,0,5,0,5,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-21,2021-07-05,0,7.5,0.5,7,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-21,2021-07-05,0,8.5,0.5,8,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-21,2021-07-05,0,8.75,0.75,8,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-21,2021-07-05,0,9,0,9,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-21,2021-07-06,0,3.5,0.5,3,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-21,2021-07-06,0,4.25,0.25,4,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-21,2021-07-06,0,5,0,5,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-21,2021-07-06,0,5.25,0.25,5,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-21,2021-07-06,0,8,1,7,2,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-21,2021-07-07,0,3,1,2,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-21,2021-07-07,0,4.05,0.05,4,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-21,2021-07-07,0,5,1,4,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-21,2021-07-07,0,6,1,5,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-21,2021-07-07,0,6,1,5,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-21,2021-07-12,0,12,2,10,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-21,2021-07-12,0,12,3,9,2,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-21,2021-07-12,0,18,3,15,2,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-21,2021-07-13,0,10,2,8,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-21,2021-07-13,0,14,1,13,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-21,2021-07-13,0,14.25,1.25,13,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-21,2021-07-13,0,15,1,14,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-21,2021-07-13,0,15,1,14,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-21,2021-07-14,0,8,0,8,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-21,2021-07-14,0,11,1,10,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-21,2021-07-14,0,18,2,16,2,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-28,2021-07-07,0,10,2,8,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-28,2021-07-14,0,17,2,15,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-28,2021-07-14,0,28,4,24,4,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-28,2021-07-19,0,9,0,9,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-28,2021-07-19,0,10,0,10,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-28,2021-07-19,0,11,0,11,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-28,2021-07-19,0,11,0,11,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-28,2021-07-19,0,13,0,13,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-28,2021-07-20,0,2.5,0.5,2,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-28,2021-07-20,0,4,0,4,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-28,2021-07-20,0,9,0,9,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-28,2021-07-20,0,10,0,10,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-28,2021-07-20,0,10,1,9,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-28,2021-07-21,0,3,0,3,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-28,2021-07-21,0,5.5,0,5.5,2,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-28,2021-07-21,0,6,0,6,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-28,2021-07-21,0,8,0,8,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-28,2021-07-21,0,11,0,11,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-28,2021-07-21,0,12,2,10,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-28,2021-07-26,0,8,2,6,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-28,2021-07-26,0,10,1,9,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-28,2021-07-26,0,13,1,12,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-28,2021-07-26,0,18,3,15,3,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-28,2021-07-27,0,6,0,6,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-28,2021-07-27,0,8,2,6,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-28,2021-07-27,0,16,2,14,2,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-28,2021-07-28,0,10,1,9,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-07-28,2021-07-28,0,19,2,17,3,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-08-02,2021-07-28,0,6,2,4,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-08-02,2021-07-28,0,9,2,7,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-08-02,2021-07-28,0,11,3,8,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-08-02,2021-07-28,0,30,4,26,4,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-08-02,2021-08-02,0,4,0,4,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-08-02,2021-08-02,0,5,0,5,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-08-02,2021-08-02,0,5,0,5,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-08-02,2021-08-02,0,6,0,6,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-08-02,2021-08-02,0,7,2,5,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-08-02,2021-08-03,0,4,0,4,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-08-11,2021-08-01,0,8,0,8,2,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-08-11,2021-08-03,0,3,0,3,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-08-11,2021-08-03,0,4,0,4,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-08-11,2021-08-03,0,6,1,5,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-08-11,2021-08-03,0,8,0,8,3,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-08-11,2021-08-04,0,5,0,5,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-08-11,2021-08-04,0,5,0,5,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-08-11,2021-08-04,0,6,0,6,1,false,plus petit,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-08-11,2021-08-08,0,10,2,8,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-08-11,2021-08-09,0,16,2,14,3,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-08-11,2021-08-09,0,18,2,16,6,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-08-11,2021-08-09,0,19,3,16,4,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-08-11,2021-08-10,0,8,3,5,1,true,plus petit,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-08-11,2021-08-10,0,11,1,10,1,true,plus petit,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-08-11,2021-08-10,0,15,2,13,1,true,plus petit,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-08-11,2021-08-10,0,19,3,16,4,true,plus petit,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-08-11,2021-08-10,0,21,3,18,3,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-08-11,2021-08-11,0,4,0,4,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-08-11,2021-08-11,0,5,0,5,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-08-11,2021-08-11,0,13,3,10,1,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-10-16,2021-06-15,0,16,2,14,2,false,plus gros,
Morondava,Menabe (Morondava),Belo sur Tsiribihina,Tsimafana,Kaday,Kaday,2021-10-16,2021-06-15,0,24,3,21,2,true,plus petit,
