zone_corecrabe.nom;region.nom;district.nom;commune.nom;fokontany.nom;village.nom;fiche.date_expedition;fiche_enqueteur.date;fiche_enqueteur.participant_individu;fiche_enqueteur.participant_nombre;fiche_enqueteur.capture_poids;fiche_enqueteur.crabe_consomme_poids;fiche_enqueteur.crabe_consomme_nombre;fiche_enqueteur.collecte_poids1;fiche_enqueteur.collecte_prix1;fiche_enqueteur.collecte_poids2;fiche_enqueteur.collecte_prix2;date_sortie_de_peche1;nombre_sortie_de_peche1;nombre_de_pirogue_sortie_de_peche1;nom_premier_engin1;nombre_premier_engin1;nom_deuxieme_engin1;nombre_deuxieme_engin1;date_sortie_de_peche2;nombre_sortie_de_peche2;nombre_de_pirogue_sortie_de_peche2;nom_premier_engin2;nombre_premier_engin2;nom_deuxieme_engin2;nombre_deuxieme_engin2;date_sortie_de_peche3;nombre_sortie_de_peche3;nombre_de_pirogue_sortie_de_peche3;nom_premier_engin3;nombre_premier_engin3;nom_deuxieme_engin3;nombre_deuxieme_engin3;date_sortie_de_peche4;nombre_sortie_de_peche4;nombre_de_pirogue_sortie_de_peche4;nom_premier_engin4;nombre_premier_engin4;nom_deuxieme_engin4;nombre_deuxieme_engin4
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Kaday;Kaday;2021-10-16;2021-10-04;seul;0;16;0;;16;2500;;;2021-10-04;1;1;Balance (Garigary, Kiriry);5;Non renseigné;0;2021-10-03;1;1;Balance (Garigary, Kiriry);5;Non renseigné;0;2021-10-02;0;0;Non renseigné;0;Non renseigné;0;2021-10-01;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Kaday;Kaday;2021-10-16;2021-10-04;seul;0;20;0;;20;2500;;;2021-10-04;1;1;Balance (Garigary, Kiriry);10;Non renseigné;0;2021-10-03;1;1;Balance (Garigary, Kiriry);10;Non renseigné;0;2021-10-02;1;1;Balance (Garigary, Kiriry);10;Non renseigné;0;2021-10-01;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Kaday;Kaday;2021-10-16;2021-10-05;seul;0;12;3;11;9;2500;;;2021-10-05;1;1;Balance (Garigary, Kiriry);10;Non renseigné;0;2021-10-04;1;1;Balance (Garigary, Kiriry);10;Non renseigné;0;2021-10-03;0;0;Non renseigné;0;Non renseigné;0;2021-10-02;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Kaday;Kaday;2021-10-16;2021-10-05;seul;0;13;3;12;10;2500;;;2021-10-05;1;1;Balance (Garigary, Kiriry);7;Non renseigné;0;2021-10-04;1;1;Balance (Garigary, Kiriry);7;Non renseigné;0;2021-10-03;0;0;Non renseigné;0;Non renseigné;0;2021-10-02;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Kaday;Kaday;2021-10-16;2021-10-05;seul;0;14;2;9;12;2500;;;2021-10-05;1;1;Balance (Garigary, Kiriry);10;Non renseigné;0;2021-10-04;1;1;Balance (Garigary, Kiriry);10;Non renseigné;0;2021-10-03;0;0;Non renseigné;0;Non renseigné;0;2021-10-02;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Kaday;Kaday;2021-10-16;2021-10-05;seul;0;15;2;8;13;2500;;;2021-10-05;1;1;Balance (Garigary, Kiriry);6;Non renseigné;0;2021-10-04;1;1;Balance (Garigary, Kiriry);6;Non renseigné;0;2021-10-03;0;0;Non renseigné;0;Non renseigné;0;2021-10-02;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Kaday;Kaday;2021-10-16;2021-10-05;seul;0;15;2;10;13;2500;;;2021-10-05;1;1;Balance (Garigary, Kiriry);10;Non renseigné;0;2021-10-04;1;1;Balance (Garigary, Kiriry);10;Non renseigné;0;2021-10-03;0;0;Non renseigné;0;Non renseigné;0;2021-10-02;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Kaday;Kaday;2021-10-16;2021-10-05;seul;0;16;1;5;15;2500;;;2021-10-05;1;1;Balance (Garigary, Kiriry);5;Non renseigné;0;2021-10-04;1;1;Balance (Garigary, Kiriry);5;Non renseigné;0;2021-10-03;0;0;Non renseigné;0;Non renseigné;0;2021-10-02;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Kaday;Kaday;2021-10-16;2021-10-06;seul;0;10;0;;10;2500;;;2021-10-06;1;1;Balance (Garigary, Kiriry);8;Non renseigné;0;2021-10-05;1;1;Balance (Garigary, Kiriry);8;Non renseigné;0;2021-10-04;0;0;Non renseigné;0;Non renseigné;0;2021-10-03;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Kaday;Kaday;2021-10-16;2021-10-06;seul;0;10;2;7;8;2500;;;2021-10-06;1;1;Balance (Garigary, Kiriry);8;Non renseigné;0;2021-10-05;1;1;Balance (Garigary, Kiriry);8;Non renseigné;0;2021-10-04;1;1;Balance (Garigary, Kiriry);8;Non renseigné;0;2021-10-03;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Kaday;Kaday;2021-10-16;2021-10-06;seul;0;11;3;14;8;2500;;;2021-10-06;1;1;Balance (Garigary, Kiriry);6;Non renseigné;0;2021-10-05;1;1;Balance (Garigary, Kiriry);6;Non renseigné;0;2021-10-04;0;0;Non renseigné;0;Non renseigné;0;2021-10-03;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Kaday;Kaday;2021-10-16;2021-10-06;seul;0;12;2;10;10;2500;;;2021-10-06;1;1;Balance (Garigary, Kiriry);8;Non renseigné;0;2021-10-05;1;1;Balance (Garigary, Kiriry);8;Non renseigné;0;2021-10-04;0;0;Non renseigné;0;Non renseigné;0;2021-10-03;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Kaday;Kaday;2021-10-16;2021-10-06;seul;0;12;3;11;9;2500;;;2021-10-06;1;1;Balance (Garigary, Kiriry);7;Non renseigné;0;2021-10-05;0;0;Non renseigné;0;Non renseigné;0;2021-10-04;0;0;Non renseigné;0;Non renseigné;0;2021-10-03;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Kaday;Kaday;2021-10-16;2021-10-06;seul;0;13;2;8;11;2500;;;2021-10-06;1;1;Balance (Garigary, Kiriry);5;Non renseigné;0;2021-10-05;1;1;Balance (Garigary, Kiriry);5;Non renseigné;0;2021-10-04;0;0;Non renseigné;0;Non renseigné;0;2021-10-03;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Kaday;Kaday;2021-10-16;2021-10-11;seul;0;11;2;10;9;2500;;;2021-10-11;1;1;Balance (Garigary, Kiriry);7;Non renseigné;0;2021-10-10;1;1;Balance (Garigary, Kiriry);7;Non renseigné;0;2021-10-09;0;0;Non renseigné;0;Non renseigné;0;2021-10-08;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Kaday;Kaday;2021-10-16;2021-10-11;seul;0;12;2;8;10;2500;;;2021-10-11;1;1;Balance (Garigary, Kiriry);8;Non renseigné;0;2021-10-10;1;1;Balance (Garigary, Kiriry);8;Non renseigné;0;2021-10-09;1;1;Balance (Garigary, Kiriry);8;Non renseigné;0;2021-10-08;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Kaday;Kaday;2021-10-16;2021-10-11;seul;0;13;2;8;11;2500;;;2021-10-11;1;1;Balance (Garigary, Kiriry);6;Non renseigné;0;2021-10-10;1;1;Balance (Garigary, Kiriry);6;Non renseigné;0;2021-10-09;1;1;Balance (Garigary, Kiriry);6;Non renseigné;0;2021-10-08;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Kaday;Kaday;2021-10-16;2021-10-11;seul;0;13;2;9;11;2500;;;2021-10-11;1;1;Balance (Garigary, Kiriry);10;Non renseigné;0;2021-10-10;1;1;Balance (Garigary, Kiriry);10;Non renseigné;0;2021-10-09;0;0;Non renseigné;0;Non renseigné;0;2021-10-08;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Kaday;Kaday;2021-10-16;2021-10-11;seul;0;13;2;9;11;2500;;;2021-10-11;1;1;Balance (Garigary, Kiriry);7;Non renseigné;0;2021-10-10;1;1;Balance (Garigary, Kiriry);7;Non renseigné;0;2021-10-09;0;0;Non renseigné;0;Non renseigné;0;2021-10-08;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Kaday;Kaday;2021-10-16;2021-10-11;seul;0;14;2;7;12;2500;;;2021-10-11;1;1;Balance (Garigary, Kiriry);10;Non renseigné;0;2021-10-10;1;1;Balance (Garigary, Kiriry);10;Non renseigné;0;2021-10-09;1;1;Balance (Garigary, Kiriry);10;Non renseigné;0;2021-10-08;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Kaday;Kaday;2021-10-16;2021-10-12;seul;0;13;2;8;11;2500;;;2021-10-12;1;1;Balance (Garigary, Kiriry);5;Non renseigné;0;2021-10-11;1;1;Balance (Garigary, Kiriry);5;Non renseigné;0;2021-10-10;0;0;Non renseigné;0;Non renseigné;0;2021-10-09;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Kaday;Kaday;2021-10-16;2021-10-12;seul;0;14;2;7;12;2500;;;2021-10-12;1;1;Balance (Garigary, Kiriry);7;Non renseigné;0;2021-10-11;1;1;Balance (Garigary, Kiriry);7;Non renseigné;0;2021-10-10;0;0;Non renseigné;0;Non renseigné;0;2021-10-09;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Kaday;Kaday;2021-10-16;2021-10-12;seul;0;14;2;8;12;2500;;;2021-10-12;1;1;Balance (Garigary, Kiriry);5;Non renseigné;0;2021-10-11;1;1;Balance (Garigary, Kiriry);5;Non renseigné;0;2021-10-10;1;1;Balance (Garigary, Kiriry);5;Non renseigné;0;2021-10-09;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Kaday;Kaday;2021-10-16;2021-10-12;seul;0;15;0;;15;2500;;;2021-10-12;1;1;Balance (Garigary, Kiriry);5;Non renseigné;0;2021-10-11;1;1;Balance (Garigary, Kiriry);5;Non renseigné;0;2021-10-10;0;0;Non renseigné;0;Non renseigné;0;2021-10-09;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Kaday;Kaday;2021-10-16;2021-10-12;seul;0;20;2;7;18;2500;;;2021-10-12;1;1;Balance (Garigary, Kiriry);8;Non renseigné;0;2021-10-11;1;1;Balance (Garigary, Kiriry);8;Non renseigné;0;2021-10-10;0;0;Non renseigné;0;Non renseigné;0;2021-10-09;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Kaday;Kaday;2021-10-16;2021-10-13;seul;0;8;0;;8;2000;;;2021-10-13;1;1;Crochet (Fingavitra, Kavitry, Fiavitry);1;Non renseigné;0;2021-10-12;0;0;Non renseigné;0;Non renseigné;0;2021-10-11;0;0;Non renseigné;0;Non renseigné;0;2021-10-10;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Kaday;Kaday;2021-10-16;2021-10-13;seul;0;9;0;;9;2000;;;2021-10-13;1;1;Crochet (Fingavitra, Kavitry, Fiavitry);1;Non renseigné;0;2021-10-12;0;0;Non renseigné;0;Non renseigné;0;2021-10-11;0;0;Non renseigné;0;Non renseigné;0;2021-10-10;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Kaday;Kaday;2021-10-16;2021-10-13;seul;0;12;2;8;10;2000;;;2021-10-13;1;1;Raquette (Kipaoky, Fisahoky, Fisaoka);1;Non renseigné;0;2021-10-12;0;0;Non renseigné;0;Non renseigné;0;2021-10-11;0;0;Non renseigné;0;Non renseigné;0;2021-10-10;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Kaday;Kaday;2021-10-16;2021-10-13;seul;0;13;2;8;11;2000;;;2021-10-13;1;1;Raquette (Kipaoky, Fisahoky, Fisaoka);1;Non renseigné;0;2021-10-12;0;0;Non renseigné;0;Non renseigné;0;2021-10-11;0;0;Non renseigné;0;Non renseigné;0;2021-10-10;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Kaday;Kaday;2021-10-16;2021-10-13;seul;0;14;2;8;12;2000;;;2021-10-13;1;1;Balance (Garigary, Kiriry);7;Non renseigné;0;2021-10-12;0;0;Non renseigné;0;Non renseigné;0;2021-10-11;0;0;Non renseigné;0;Non renseigné;0;2021-10-10;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Kaday;Kaday;2021-10-16;2021-10-13;seul;0;15;2;7;13;2000;;;2021-10-13;1;1;Raquette (Kipaoky, Fisahoky, Fisaoka);1;Non renseigné;0;2021-10-12;0;0;Non renseigné;0;Non renseigné;0;2021-10-11;0;0;Non renseigné;0;Non renseigné;0;2021-10-10;0;0;Non renseigné;0;Non renseigné;0
