zone_corecrabe.nom;region.nom;district.nom;commune.nom;fokontany.nom;village.nom;fiche.date_expedition;fiche_enqueteur.date;fiche_enqueteur.participant_individu;fiche_enqueteur.participant_nombre;fiche_enqueteur.capture_poids;fiche_enqueteur.crabe_consomme_poids;fiche_enqueteur.crabe_consomme_nombre;fiche_enqueteur.collecte_poids1;fiche_enqueteur.collecte_prix1;fiche_enqueteur.collecte_poids2;fiche_enqueteur.collecte_prix2;date_sortie_de_peche1;nombre_sortie_de_peche1;nombre_de_pirogue_sortie_de_peche1;nom_premier_engin1;nombre_premier_engin1;nom_deuxieme_engin1;nombre_deuxieme_engin1;date_sortie_de_peche2;nombre_sortie_de_peche2;nombre_de_pirogue_sortie_de_peche2;nom_premier_engin2;nombre_premier_engin2;nom_deuxieme_engin2;nombre_deuxieme_engin2;date_sortie_de_peche3;nombre_sortie_de_peche3;nombre_de_pirogue_sortie_de_peche3;nom_premier_engin3;nombre_premier_engin3;nom_deuxieme_engin3;nombre_deuxieme_engin3;date_sortie_de_peche4;nombre_sortie_de_peche4;nombre_de_pirogue_sortie_de_peche4;nom_premier_engin4;nombre_premier_engin4;nom_deuxieme_engin4;nombre_deuxieme_engin4
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Anja; Antsosa ;2021-09-08;2021-09-01;seul;0;4;0;;4;2000;;;2021-09-01;1;1;Crochet (Fingavitra, Kavitry, Fiavitry);1;Non renseigné;0;2021-08-31;1;1;Crochet (Fingavitra, Kavitry, Fiavitry);1;Non renseigné;0;2021-08-30;1;1;Crochet (Fingavitra, Kavitry, Fiavitry);1;Non renseigné;0;2021-08-29;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Anja; Antsosa ;2021-09-08;2021-09-01;seul;0;10;1;5;6;2000;2;1000;2021-09-01;1;1;Balance (Garigary, Kiriry);9;Non renseigné;0;2021-08-31;1;1;Balance (Garigary, Kiriry);9;Non renseigné;0;2021-08-30;2;2;Balance (Garigary, Kiriry);9;Non renseigné;0;2021-08-29;1;1;Balance (Garigary, Kiriry);9;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Anja; Antsosa ;2021-09-08;2021-09-01;seul;0;16;3;15;8;2000;3;1000;2021-09-01;1;1;Crochet (Fingavitra, Kavitry, Fiavitry);1;Non renseigné;0;2021-08-31;1;1;Crochet (Fingavitra, Kavitry, Fiavitry);1;Non renseigné;0;2021-08-30;0;0;Non renseigné;0;Non renseigné;0;2021-08-29;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Anja; Antsosa ;2021-09-08;2021-09-02;seul;0;4;0;;3;2000;1;1000;2021-09-02;1;1;Raquette (Kipaoky, Fisahoky, Fisaoka);1;Non renseigné;0;2021-09-01;0;0;Non renseigné;0;Non renseigné;0;2021-08-31;0;0;Non renseigné;0;Non renseigné;0;2021-08-30;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Anja; Antsosa ;2021-09-08;2021-09-02;seul;0;6;0;;4;2000;1;1000;2021-09-02;1;1;Balance (Garigary, Kiriry);8;Non renseigné;0;2021-09-01;0;0;Non renseigné;0;Non renseigné;0;2021-08-31;0;0;Non renseigné;0;Non renseigné;0;2021-08-30;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Anja; Antsosa ;2021-09-08;2021-09-02;seul;0;12.3;1.3;5;8;2000;2;1000;2021-09-02;1;1;Raquette (Kipaoky, Fisahoky, Fisaoka);1;Non renseigné;0;2021-09-01;0;0;Non renseigné;0;Non renseigné;0;2021-08-31;1;1;Raquette (Kipaoky, Fisahoky, Fisaoka);1;Non renseigné;0;2021-08-30;1;1;Raquette (Kipaoky, Fisahoky, Fisaoka);1;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Anja; Antsosa ;2021-09-08;2021-09-02;seul;0;13.4;1.4;8;8;2000;2;1000;2021-09-02;1;1;Raquette (Kipaoky, Fisahoky, Fisaoka);1;Non renseigné;0;2021-09-01;1;1;Raquette (Kipaoky, Fisahoky, Fisaoka);1;Non renseigné;0;2021-08-31;0;0;Non renseigné;0;Non renseigné;0;2021-08-30;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Anja; Antsosa ;2021-09-08;2021-09-03;seul;0;5;0;;4;2000;1;1000;2021-09-03;1;1;Balance (Garigary, Kiriry);8;Non renseigné;0;2021-09-02;1;1;Balance (Garigary, Kiriry);8;Non renseigné;0;2021-09-01;0;0;Non renseigné;0;Non renseigné;0;2021-08-31;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Anja; Antsosa ;2021-09-08;2021-09-03;seul;0;10.2;0.2;3;7;2000;2;1000;2021-09-03;1;1;Balance (Garigary, Kiriry);12;Non renseigné;0;2021-09-02;0;0;Non renseigné;0;Non renseigné;0;2021-09-01;1;1;Balance (Garigary, Kiriry);12;Non renseigné;0;2021-08-31;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Anja; Antsosa ;2021-09-08;2021-09-03;seul;0;12;0;1;8;2000;3;1000;2021-09-03;1;1;Raquette (Kipaoky, Fisahoky, Fisaoka);1;Non renseigné;0;2021-09-02;0;0;Non renseigné;0;Non renseigné;0;2021-09-01;1;1;Raquette (Kipaoky, Fisahoky, Fisaoka);1;Non renseigné;0;2021-08-31;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Anja; Antsosa ;2021-09-08;2021-09-03;seul;0;17;3;9;10;2000;2;1000;2021-09-03;1;1;Raquette (Kipaoky, Fisahoky, Fisaoka);1;Non renseigné;0;2021-09-02;1;1;Raquette (Kipaoky, Fisahoky, Fisaoka);1;Non renseigné;0;2021-09-01;1;1;Raquette (Kipaoky, Fisahoky, Fisaoka);1;Non renseigné;0;2021-08-31;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Anja; Antsosa ;2021-09-08;2021-09-04;seul;0;4;0;;3;2000;1;1000;2021-09-04;1;1;Balance (Garigary, Kiriry);12;Non renseigné;0;2021-09-03;0;0;Non renseigné;0;Non renseigné;0;2021-09-02;0;0;Non renseigné;0;Non renseigné;0;2021-09-01;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Anja; Antsosa ;2021-09-08;2021-09-04;seul;0;5;0;;4;2000;1;1000;2021-09-04;1;1;Crochet (Fingavitra, Kavitry, Fiavitry);1;Non renseigné;0;2021-09-03;1;1;Crochet (Fingavitra, Kavitry, Fiavitry);1;Non renseigné;0;2021-09-02;0;0;Non renseigné;0;Non renseigné;0;2021-09-01;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Anja; Antsosa ;2021-09-08;2021-09-04;seul;0;6;0;;5;2000;1;1000;2021-09-04;1;1;Raquette (Kipaoky, Fisahoky, Fisaoka);1;Non renseigné;0;2021-09-03;0;0;Non renseigné;0;Non renseigné;0;2021-09-02;1;1;Raquette (Kipaoky, Fisahoky, Fisaoka);1;Non renseigné;0;2021-09-01;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Anja; Antsosa ;2021-09-08;2021-09-04;seul;0;10.5;0.5;4;7;2000;3;1000;2021-09-04;1;1;Balance (Garigary, Kiriry);10;Non renseigné;0;2021-09-03;1;1;Balance (Garigary, Kiriry);10;Non renseigné;0;2021-09-02;1;1;Balance (Garigary, Kiriry);10;Non renseigné;0;2021-09-01;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Anja; Antsosa ;2021-09-08;2021-09-04;seul;0;15;2;9;10;2000;2;1000;2021-09-04;1;1;Balance (Garigary, Kiriry);10;Non renseigné;0;2021-09-03;0;0;Non renseigné;0;Non renseigné;0;2021-09-02;1;1;Balance (Garigary, Kiriry);10;Non renseigné;0;2021-09-01;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Anja; Antsosa ;2021-09-08;2021-09-05;seul;0;11;0;;8;2000;1;1000;2021-09-05;1;1;Crochet (Fingavitra, Kavitry, Fiavitry);1;Non renseigné;0;2021-09-04;0;0;Non renseigné;0;Non renseigné;0;2021-09-03;0;0;Non renseigné;0;Non renseigné;0;2021-09-02;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Anja; Antsosa ;2021-09-08;2021-09-05;seul;0;15.6;1.6;6;10;2000;3;1000;2021-09-05;1;1;Balance (Garigary, Kiriry);11;Non renseigné;0;2021-09-04;1;1;Balance (Garigary, Kiriry);11;Non renseigné;0;2021-09-03;1;1;Balance (Garigary, Kiriry);11;Non renseigné;0;2021-09-02;1;1;Balance (Garigary, Kiriry);11;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Anja; Antsosa ;2021-09-08;2021-09-05;seul;0;18;3;9;10;2000;3;1000;2021-09-05;1;1;Raquette (Kipaoky, Fisahoky, Fisaoka);1;Non renseigné;0;2021-09-04;1;1;Raquette (Kipaoky, Fisahoky, Fisaoka);1;Non renseigné;0;2021-09-03;0;0;Non renseigné;0;Non renseigné;0;2021-09-02;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Anja; Antsosa ;2021-09-22;2021-09-09;seul;0;6;1;5;3;2000;1;1000;2021-09-09;1;1;Balance (Garigary, Kiriry);6;Non renseigné;0;2021-09-08;0;0;Non renseigné;0;Non renseigné;0;2021-09-07;0;0;Non renseigné;0;Non renseigné;0;2021-09-06;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Anja; Antsosa ;2021-09-22;2021-09-09;seul;0;6.9;0.9;4;5;2000;1;1000;2021-09-09;1;1;Balance (Garigary, Kiriry);5;Non renseigné;0;2021-09-08;1;1;Balance (Garigary, Kiriry);5;Non renseigné;0;2021-09-07;0;0;Non renseigné;0;Non renseigné;0;2021-09-06;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Anja; Antsosa ;2021-09-22;2021-09-09;seul;0;9.3;1.3;6;5;2000;2;1000;2021-09-09;1;1;Balance (Garigary, Kiriry);5;Non renseigné;0;2021-09-08;1;1;Balance (Garigary, Kiriry);5;Non renseigné;0;2021-09-07;0;0;Non renseigné;0;Non renseigné;0;2021-09-06;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Anja; Antsosa ;2021-09-22;2021-09-09;seul;0;9.7;1.7;7;6;2000;1;1000;2021-09-09;1;1;Balance (Garigary, Kiriry);6;Non renseigné;0;2021-09-08;1;1;Balance (Garigary, Kiriry);6;Non renseigné;0;2021-09-07;0;0;Non renseigné;0;Non renseigné;0;2021-09-06;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Anja; Antsosa ;2021-09-22;2021-09-09;seul;0;13.5;1.5;7;9;2000;2;1000;2021-09-09;1;1;Balance (Garigary, Kiriry);6;Non renseigné;0;2021-09-08;1;1;Balance (Garigary, Kiriry);6;Non renseigné;0;2021-09-07;0;0;Non renseigné;0;Non renseigné;0;2021-09-06;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Anja; Antsosa ;2021-09-22;2021-09-09;seul;0;14.3;1.3;10;10;2000;2;1000;2021-09-09;1;1;Balance (Garigary, Kiriry);10;Non renseigné;0;2021-09-08;1;1;Balance (Garigary, Kiriry);10;Non renseigné;0;2021-09-07;0;0;Non renseigné;0;Non renseigné;0;2021-09-06;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Anja; Antsosa ;2021-09-22;2021-09-10;seul;0;6.5;0.5;5;6;2000;;;2021-09-10;1;1;Balance (Garigary, Kiriry);5;Non renseigné;0;2021-09-09;1;1;Balance (Garigary, Kiriry);5;Non renseigné;0;2021-09-08;0;0;Non renseigné;0;Non renseigné;0;2021-09-07;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Anja; Antsosa ;2021-09-22;2021-09-10;seul;0;9.3;2.3;10;7;2000;;;2021-09-10;2;2;Balance (Garigary, Kiriry);12;Non renseigné;0;2021-09-09;0;0;Non renseigné;0;Non renseigné;0;2021-09-08;0;0;Non renseigné;0;Non renseigné;0;2021-09-07;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Anja; Antsosa ;2021-09-22;2021-09-10;seul;0;12;2;13;10;2000;;;2021-09-10;1;1;Balance (Garigary, Kiriry);10;Non renseigné;0;2021-09-09;1;1;Balance (Garigary, Kiriry);10;Non renseigné;0;2021-09-08;0;0;Non renseigné;0;Non renseigné;0;2021-09-07;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Anja; Antsosa ;2021-09-22;2021-09-10;seul;0;15.9;1.9;8;10;2000;2;1000;2021-09-10;1;1;Balance (Garigary, Kiriry);10;Non renseigné;0;2021-09-09;1;1;Balance (Garigary, Kiriry);10;Non renseigné;0;2021-09-08;2;2;Balance (Garigary, Kiriry);10;Non renseigné;0;2021-09-07;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Anja; Antsosa ;2021-09-22;2021-09-10;seul;0;16;2;13;8;2000;3;1000;2021-09-10;1;1;Balance (Garigary, Kiriry);9;Non renseigné;0;2021-09-09;1;1;Balance (Garigary, Kiriry);9;Non renseigné;0;2021-09-08;1;1;Balance (Garigary, Kiriry);9;Non renseigné;0;2021-09-07;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Anja; Antsosa ;2021-09-22;2021-09-10;seul;0;16.5;1.5;8;12;2000;2;1000;2021-09-10;1;1;Balance (Garigary, Kiriry);6;Non renseigné;0;2021-09-09;1;1;Balance (Garigary, Kiriry);6;Non renseigné;0;2021-09-08;1;1;Balance (Garigary, Kiriry);6;Non renseigné;0;2021-09-07;1;1;Balance (Garigary, Kiriry);6;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Anja; Antsosa ;2021-09-22;2021-09-11;seul;0;6;1;7;5;2000;;;2021-09-11;1;1;Raquette (Kipaoky, Fisahoky, Fisaoka);1;Non renseigné;0;2021-09-10;1;1;Raquette (Kipaoky, Fisahoky, Fisaoka);1;Non renseigné;0;2021-09-09;0;0;Non renseigné;0;Non renseigné;0;2021-09-08;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Anja; Antsosa ;2021-09-22;2021-09-11;seul;0;6.5;0.5;6;6;2000;;;2021-09-11;1;1;Crochet (Fingavitra, Kavitry, Fiavitry);1;Non renseigné;0;2021-09-10;1;1;Crochet (Fingavitra, Kavitry, Fiavitry);1;Non renseigné;0;2021-09-09;1;1;Crochet (Fingavitra, Kavitry, Fiavitry);1;Non renseigné;0;2021-09-08;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Anja; Antsosa ;2021-09-22;2021-09-11;seul;0;8.53;0.53;6;7;2000;1;1000;2021-09-11;1;1;Balance (Garigary, Kiriry);10;Non renseigné;0;2021-09-10;1;1;Balance (Garigary, Kiriry);10;Non renseigné;0;2021-09-09;1;1;Balance (Garigary, Kiriry);10;Non renseigné;0;2021-09-08;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Anja; Antsosa ;2021-09-22;2021-09-11;seul;0;10.3;2.3;13;7;2000;1;1000;2021-09-11;2;2;Crochet (Fingavitra, Kavitry, Fiavitry);1;Non renseigné;0;2021-09-10;0;0;Non renseigné;0;Non renseigné;0;2021-09-09;0;0;Non renseigné;0;Non renseigné;0;2021-09-08;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Anja; Antsosa ;2021-09-22;2021-09-11;seul;0;14.3;1.3;8;11;2000;1;1000;2021-09-11;1;1;Balance (Garigary, Kiriry);8;Non renseigné;0;2021-09-10;2;2;Balance (Garigary, Kiriry);8;Non renseigné;0;2021-09-09;0;0;Non renseigné;0;Non renseigné;0;2021-09-08;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Anja; Antsosa ;2021-09-22;2021-09-11;seul;0;14.5;0.5;7;13;2000;1;1000;2021-09-11;1;1;Raquette (Kipaoky, Fisahoky, Fisaoka);1;Non renseigné;0;2021-09-10;1;1;Raquette (Kipaoky, Fisahoky, Fisaoka);1;Non renseigné;0;2021-09-09;0;0;Non renseigné;0;Non renseigné;0;2021-09-08;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Anja; Antsosa ;2021-09-22;2021-09-12;seul;0;4;0;;3;2000;1;1000;2021-09-12;1;1;Balance (Garigary, Kiriry);10;Non renseigné;0;2021-09-11;0;0;Non renseigné;0;Non renseigné;0;2021-09-10;0;0;Non renseigné;0;Non renseigné;0;2021-09-09;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Anja; Antsosa ;2021-09-22;2021-09-12;seul;0;5;0;;3;2000;1;1000;2021-09-12;1;1;Balance (Garigary, Kiriry);10;Non renseigné;0;2021-09-11;1;1;Balance (Garigary, Kiriry);10;Non renseigné;0;2021-09-10;1;1;Balance (Garigary, Kiriry);10;Non renseigné;0;2021-09-09;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Anja; Antsosa ;2021-09-22;2021-09-12;seul;0;6;0;;4;2000;1;1000;2021-09-12;2;2;Balance (Garigary, Kiriry);10;Non renseigné;0;2021-09-11;0;0;Non renseigné;0;Non renseigné;0;2021-09-10;0;0;Non renseigné;0;Non renseigné;0;2021-09-09;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Anja; Antsosa ;2021-09-22;2021-09-12;seul;0;12;0;;9;2000;2;1000;2021-09-12;1;1;Balance (Garigary, Kiriry);13;Non renseigné;0;2021-09-11;1;1;Balance (Garigary, Kiriry);13;Non renseigné;0;2021-09-10;0;0;Non renseigné;0;Non renseigné;0;2021-09-09;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Anja; Antsosa ;2021-09-22;2021-09-12;seul;0;14;0;;10;2000;3;1000;2021-09-12;2;2;Balance (Garigary, Kiriry);9;Non renseigné;0;2021-09-11;2;2;Balance (Garigary, Kiriry);9;Non renseigné;0;2021-09-10;0;0;Non renseigné;0;Non renseigné;0;2021-09-09;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Anja; Antsosa ;2021-09-22;2021-09-12;seul;0;14;1;600;10;2000;2;1000;2021-09-12;2;2;Balance (Garigary, Kiriry);10;Non renseigné;0;2021-09-11;1;1;Balance (Garigary, Kiriry);10;Non renseigné;0;2021-09-10;0;0;Non renseigné;0;Non renseigné;0;2021-09-09;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Anja; Antsosa ;2021-09-22;2021-09-12;seul;0;14.89;0.89;8;10;2000;3;1000;2021-09-12;2;2;Balance (Garigary, Kiriry);10;Non renseigné;0;2021-09-11;1;1;Balance (Garigary, Kiriry);10;Non renseigné;0;2021-09-10;0;0;Non renseigné;0;Non renseigné;0;2021-09-09;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Anja; Antsosa ;2021-09-22;2021-09-12;seul;0;16;1;10;11;2000;2;1000;2021-09-12;2;2;Balance (Garigary, Kiriry);6;Non renseigné;0;2021-09-11;2;2;Balance (Garigary, Kiriry);6;Non renseigné;0;2021-09-10;0;0;Non renseigné;0;Non renseigné;0;2021-09-09;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Anja; Antsosa ;2021-09-22;2021-09-13;seul;0;3;0;;2;2000;;;2021-09-13;1;1;Balance (Garigary, Kiriry);10;Non renseigné;0;2021-09-12;1;1;Balance (Garigary, Kiriry);10;Non renseigné;0;2021-09-11;0;0;Non renseigné;0;Non renseigné;0;2021-09-10;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Anja; Antsosa ;2021-09-22;2021-09-13;seul;0;3.5;0.5;6;2;2000;1;1000;2021-09-13;1;1;Balance (Garigary, Kiriry);6;Non renseigné;0;2021-09-12;0;0;Non renseigné;0;Non renseigné;0;2021-09-11;0;0;Non renseigné;0;Non renseigné;0;2021-09-10;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Anja; Antsosa ;2021-09-22;2021-09-13;seul;0;4;0;;3;2000;1;1000;2021-09-13;1;1;Balance (Garigary, Kiriry);10;Non renseigné;0;2021-09-12;0;0;Non renseigné;0;Non renseigné;0;2021-09-11;0;0;Non renseigné;0;Non renseigné;0;2021-09-10;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Anja; Antsosa ;2021-09-22;2021-09-13;seul;0;4.7;0.7;7;2;2000;1;1000;2021-09-13;1;1;Crochet (Fingavitra, Kavitry, Fiavitry);1;Non renseigné;0;2021-09-12;1;1;Crochet (Fingavitra, Kavitry, Fiavitry);1;Non renseigné;0;2021-09-11;0;0;Non renseigné;0;Non renseigné;0;2021-09-10;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Anja; Antsosa ;2021-09-22;2021-09-13;seul;0;5;0;;4;2000;1;1000;2021-09-13;2;2;Raquette (Kipaoky, Fisahoky, Fisaoka);1;Non renseigné;0;2021-09-12;0;0;Non renseigné;0;Non renseigné;0;2021-09-11;0;0;Non renseigné;0;Non renseigné;0;2021-09-10;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Anja; Antsosa ;2021-09-22;2021-09-13;seul;0;6;0;;3;2000;2;1000;2021-09-13;1;1;Balance (Garigary, Kiriry);10;Non renseigné;0;2021-09-12;0;0;Non renseigné;0;Non renseigné;0;2021-09-11;0;0;Non renseigné;0;Non renseigné;0;2021-09-10;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Anja; Antsosa ;2021-09-22;2021-09-13;seul;0;6;0;;4;2000;;;2021-09-13;1;1;Balance (Garigary, Kiriry);9;Non renseigné;0;2021-09-12;0;0;Non renseigné;0;Non renseigné;0;2021-09-11;0;0;Non renseigné;0;Non renseigné;0;2021-09-10;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Anja; Antsosa ;2021-09-22;2021-09-13;seul;0;7.3;1.3;9;5;2000;;;2021-09-13;2;2;Balance (Garigary, Kiriry);10;Non renseigné;0;2021-09-12;0;0;Non renseigné;0;Non renseigné;0;2021-09-11;0;0;Non renseigné;0;Non renseigné;0;2021-09-10;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Anja; Antsosa ;2021-09-22;2021-09-13;seul;0;8.9;0.9;4;5;2000;2;1000;2021-09-13;1;1;Crochet (Fingavitra, Kavitry, Fiavitry);1;Non renseigné;0;2021-09-12;1;1;Crochet (Fingavitra, Kavitry, Fiavitry);1;Non renseigné;0;2021-09-11;1;1;Crochet (Fingavitra, Kavitry, Fiavitry);1;Non renseigné;0;2021-09-10;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Anja; Antsosa ;2021-09-22;2021-09-13;seul;0;15.3;1.3;8;10;2000;2;1000;2021-09-13;2;2;Crochet (Fingavitra, Kavitry, Fiavitry);1;Non renseigné;0;2021-09-12;2;2;Crochet (Fingavitra, Kavitry, Fiavitry);1;Non renseigné;0;2021-09-11;0;0;Non renseigné;0;Non renseigné;0;2021-09-10;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Anja; Antsosa ;2021-09-22;2021-09-14;seul;0;4;0;;1;2000;1;1000;2021-09-14;1;1;Balance (Garigary, Kiriry);6;Non renseigné;0;2021-09-13;1;1;Balance (Garigary, Kiriry);6;Non renseigné;0;2021-09-12;0;0;Non renseigné;0;Non renseigné;0;2021-09-11;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Anja; Antsosa ;2021-09-22;2021-09-14;seul;0;14.6;0.6;6;10;2000;3;1000;2021-09-14;2;2;Balance (Garigary, Kiriry);10;Non renseigné;0;2021-09-13;0;0;Non renseigné;0;Non renseigné;0;2021-09-12;0;0;Non renseigné;0;Non renseigné;0;2021-09-11;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Anja; Antsosa ;2021-09-22;2021-09-15;seul;0;8.3;0.3;5;6;2000;2;1000;2021-09-15;1;1;Balance (Garigary, Kiriry);8;Non renseigné;0;2021-09-14;1;1;Balance (Garigary, Kiriry);8;Non renseigné;0;2021-09-13;0;0;Non renseigné;0;Non renseigné;0;2021-09-12;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Anja; Antsosa ;2021-09-22;2021-09-15;seul;0;13;1;9;10;2000;2;1000;2021-09-15;1;1;Balance (Garigary, Kiriry);10;Non renseigné;0;2021-09-14;1;1;Balance (Garigary, Kiriry);10;Non renseigné;0;2021-09-13;0;0;Non renseigné;0;Non renseigné;0;2021-09-12;0;0;Non renseigné;0;Non renseigné;0
Morondava;Menabe (Morondava);Belo sur Tsiribihina;Tsimafana;Anja; Antsosa ;2021-09-22;2021-09-16;seul;0;5.2;1.2;4;3;2000;1;1000;2021-09-16;1;1;Balance (Garigary, Kiriry);6;Non renseigné;0;2021-09-15;0;0;Non renseigné;0;Non renseigné;0;2021-09-14;0;0;Non renseigné;0;Non renseigné;0;2021-09-13;0;0;Non renseigné;0;Non renseigné;0
