zone_corecrabe.nom,village.nom,fiche_acheteur.date,fiche_acheteur.collecte_poids1,nombre_sortie_vente
Mahajanga,Baly,2022-09-14,21,2
Mahajanga,Baly,2022-09-14,22,2
Mahajanga,Baly,2022-09-14,22,2
Mahajanga,Baly,2022-09-14,24,3
Mahajanga,Baly,2022-09-14,24,3
Mahajanga,Baly,2022-09-14,24,3
Mahajanga,Baly,2022-09-14,26,3
Mahajanga,Baly,2022-09-14,28,2
Mahajanga,Baly,2022-09-14,31,3
Mahajanga,Baly,2022-09-14,31,3
Mahajanga,Baly,2022-09-14,37,3
Mahajanga,Baly,2022-09-14,37,3
Mahajanga,Baly,2022-09-14,40,3
Mahajanga,Baly,2022-09-15,8,1
Mahajanga,Baly,2022-09-15,8,1
Mahajanga,Baly,2022-09-15,21,2
Mahajanga,Baly,2022-09-15,21,2
Mahajanga,Baly,2022-09-15,28,3
Mahajanga,Baly,2022-09-15,28,3
Mahajanga,Baly,2022-09-15,34,3
Mahajanga,Baly,2022-09-15,34,3
Mahajanga,Baly,2022-09-15,37,2
Mahajanga,Baly,2022-09-15,37,2
Mahajanga,Baly,2022-09-16,18,2
Mahajanga,Baly,2022-09-16,18,2
Mahajanga,Baly,2022-09-16,25,2
Mahajanga,Baly,2022-09-16,25,2
Mahajanga,Baly,2022-09-16,26,3
Mahajanga,Baly,2022-09-16,26,3
Mahajanga,Baly,2022-09-16,33,3
Mahajanga,Baly,2022-09-16,33,3
Mahajanga,Baly,2022-09-16,36,3
Mahajanga,Baly,2022-09-16,36,3
Mahajanga,Baly,2022-09-20,14,2
Mahajanga,Baly,2022-09-20,19,2
Mahajanga,Baly,2022-09-20,23,2
Mahajanga,Baly,2022-09-20,31,3
Mahajanga,Baly,2022-09-20,36,3
Mahajanga,Baly,2022-09-22,20,2
Mahajanga,Baly,2022-09-22,21,2
Mahajanga,Baly,2022-09-22,22,3
Mahajanga,Baly,2022-09-22,28,3
Mahajanga,Baly,2022-09-22,42,3
Mahajanga,Baly,2022-09-24,14,2
Mahajanga,Baly,2022-09-24,23,3
Mahajanga,Baly,2022-09-24,28,2
Mahajanga,Baly,2022-09-24,31,3
Mahajanga,Baly,2022-09-24,33,3
Mahajanga,Baly,2022-09-25,23,3
Mahajanga,Baly,2022-09-25,28,2
Mahajanga,Baly,2022-09-25,31,3
Mahajanga,Baly,2022-09-25,34,2
Mahajanga,Baly,2022-09-26,19,2
Mahajanga,Baly,2022-09-26,21,2
Mahajanga,Baly,2022-09-26,31,3
Mahajanga,Baly,2022-09-26,34,3
Mahajanga,Baly,2022-09-26,36,3
Mahajanga,Baly,2022-09-27,8,1
Mahajanga,Baly,2022-09-27,20,2
Mahajanga,Baly,2022-09-27,24,2
Mahajanga,Baly,2022-09-27,27,3
Mahajanga,Baly,2022-09-27,38,3
Mahajanga,Baly,2022-09-29,22,2
Mahajanga,Baly,2022-09-29,26,2
Mahajanga,Baly,2022-09-29,28,3
Mahajanga,Baly,2022-09-29,32,3
Mahajanga,Baly,2022-09-29,35,3
Mahajanga,Baly,2022-09-30,16,2
Mahajanga,Baly,2022-09-30,25,2
Mahajanga,Baly,2022-09-30,33,3
Mahajanga,Baly,2022-09-30,37,3
Mahajanga,Baly,2022-09-30,39,3
Mahajanga,Baly,2022-10-04,24,3
Mahajanga,Baly,2022-10-05,23,2
Mahajanga,Baly,2022-10-05,24,3
Mahajanga,Baly,2022-10-05,26,3
Mahajanga,Baly,2022-10-05,27,2
Mahajanga,Baly,2022-10-05,30,3
Mahajanga,Baly,2022-10-07,14,2
Mahajanga,Baly,2022-10-07,16,2
Mahajanga,Baly,2022-10-07,20,2
Mahajanga,Baly,2022-10-07,35,3
Mahajanga,Baly,2022-10-07,38,3
Mahajanga,Baly,2022-10-08,20,2
Mahajanga,Baly,2022-10-08,20,2
Mahajanga,Baly,2022-10-08,24,3
Mahajanga,Baly,2022-10-08,30,3
Mahajanga,Baly,2022-10-09,12,2
Mahajanga,Baly,2022-10-09,17,2
Mahajanga,Baly,2022-10-09,18,2
Mahajanga,Baly,2022-10-09,34,3
Mahajanga,Baly,2022-10-09,36,3
Mahajanga,Baly,2022-10-11,17,3
Mahajanga,Baly,2022-10-11,20,2
Mahajanga,Baly,2022-10-11,20,3
Mahajanga,Baly,2022-10-11,21,3
Mahajanga,Baly,2022-10-11,30,2
Mahajanga,Baly,2022-10-11,30,3
Mahajanga,Baly,2022-10-14,7,2
Mahajanga,Baly,2022-10-14,18,3
