zone_corecrabe.nom,village.nom,fiche_acheteur.date,fiche_acheteur.collecte_poids1,nombre_sortie_vente
Mahajanga,Baly,2022-09-07,26,3
Mahajanga,Baly,2022-09-07,27,2
Mahajanga,Baly,2022-09-07,27,2
Mahajanga,Baly,2022-09-07,33,3
Mahajanga,Baly,2022-09-07,33,3
Mahajanga,Baly,2022-09-09,11,2
Mahajanga,Baly,2022-09-09,11,2
Mahajanga,Baly,2022-09-09,11,2
Mahajanga,Baly,2022-09-09,11,2
Mahajanga,Baly,2022-09-09,11,2
Mahajanga,Baly,2022-09-09,11,2
Mahajanga,Baly,2022-09-09,11,2
Mahajanga,Baly,2022-09-09,11,2
Mahajanga,Baly,2022-09-09,11,2
Mahajanga,Baly,2022-09-09,15,2
Mahajanga,Baly,2022-09-09,15,2
Mahajanga,Baly,2022-09-09,22,2
Mahajanga,Baly,2022-09-09,22,2
Mahajanga,Baly,2022-09-09,22,3
Mahajanga,Baly,2022-09-09,37,3
Mahajanga,Baly,2022-09-09,41,3
Mahajanga,Baly,2022-09-09,41,3
Mahajanga,Baly,2022-09-10,10,1
Mahajanga,Baly,2022-09-10,10,1
Mahajanga,Baly,2022-09-10,12,2
Mahajanga,Baly,2022-09-10,12,2
Mahajanga,Baly,2022-09-10,16,2
Mahajanga,Baly,2022-09-10,20,2
Mahajanga,Baly,2022-09-10,20,2
Mahajanga,Baly,2022-09-10,34,3
Mahajanga,Baly,2022-09-10,36,2
Mahajanga,Baly,2022-09-10,36,2
Mahajanga,Baly,2022-09-10,38,3
Mahajanga,Baly,2022-09-10,38,3
Mahajanga,Baly,2022-09-11,14,2
Mahajanga,Baly,2022-09-11,14,2
Mahajanga,Baly,2022-09-11,16,2
Mahajanga,Baly,2022-09-11,28,3
Mahajanga,Baly,2022-09-11,28,3
Mahajanga,Baly,2022-09-11,32,3
Mahajanga,Baly,2022-09-11,32,3
Mahajanga,Baly,2022-09-11,34,3
Mahajanga,Baly,2022-09-14,18,2
Mahajanga,Baly,2022-09-14,21,2
