fiche_enqueteur.date,fiche_enqueteur.capture_poids,nombre_sortie_capture,echantillon.poids,crabe.sexe,crabe.taille
2022-03-01,5.4,1,5.4,FO,128
2022-03-01,5.4,1,5.4,M,76
2022-03-01,5.4,1,5.4,M,81
2022-03-01,5.4,1,5.4,M,85
2022-03-01,5.4,1,5.4,M,85
2022-03-01,5.4,1,5.4,M,86
2022-03-01,5.4,1,5.4,M,88
2022-03-01,5.4,1,5.4,M,88
2022-03-01,5.4,1,5.4,M,89
2022-03-01,5.4,1,5.4,M,91
2022-03-01,5.4,1,5.4,M,92
2022-03-01,5.4,1,5.4,M,93
2022-03-01,5.4,1,5.4,M,99
2022-03-01,5.4,1,5.4,M,120
2022-03-01,5.4,1,5.4,M,123
2022-03-01,5.4,1,5.4,NO,72
2022-03-01,5.4,1,5.4,NO,74
2022-03-01,5.4,1,5.4,NO,75
2022-03-01,5.4,1,5.4,NO,76
2022-03-01,5.4,1,5.4,NO,78
2022-03-01,5.4,1,5.4,NO,78
2022-03-01,5.4,1,5.4,NO,78
2022-03-01,5.4,1,5.4,NO,78
2022-03-01,5.4,1,5.4,NO,79
2022-03-01,5.4,1,5.4,NO,82
2022-03-01,5.4,1,5.4,NO,84
2022-03-01,5.4,1,5.4,NO,89
2022-03-01,5.4,1,5.4,NO,93
2022-03-01,5.4,1,5.4,NO,99
2022-03-01,5.4,1,5.4,NO,120
2022-03-01,8.1,1,8.1,M,75
2022-03-01,8.1,1,8.1,M,75
2022-03-01,8.1,1,8.1,M,77
2022-03-01,8.1,1,8.1,M,78
2022-03-01,8.1,1,8.1,M,85
2022-03-01,8.1,1,8.1,M,89
2022-03-01,8.1,1,8.1,M,91
2022-03-01,8.1,1,8.1,M,94
2022-03-01,8.1,1,8.1,M,108
2022-03-01,8.1,1,8.1,M,122
2022-03-01,8.1,1,8.1,M,123
2022-03-01,8.1,1,8.1,M,128
2022-03-01,8.1,1,8.1,NO,72
2022-03-01,8.1,1,8.1,NO,74
2022-03-01,8.1,1,8.1,NO,74
2022-03-01,8.1,1,8.1,NO,76
2022-03-01,8.1,1,8.1,NO,77
2022-03-01,8.1,1,8.1,NO,79
2022-03-01,8.1,1,8.1,NO,82
2022-03-01,8.1,1,8.1,NO,82
2022-03-01,8.1,1,8.1,NO,83
2022-03-01,8.1,1,8.1,NO,84
2022-03-01,8.1,1,8.1,NO,120
2022-03-01,8.1,1,8.1,NO,120
2022-03-01,8.1,1,8.1,NO,122
2022-03-01,8.1,1,8.1,NO,125
2022-03-01,8.1,1,8.1,NO,125
2022-03-01,8.1,1,8.1,NO,128
2022-03-01,8.1,1,8.1,NO,133
2022-03-01,8.1,1,8.1,NO,140
2022-03-05,2.4,1,2.4,M,71
2022-03-05,2.4,1,2.4,M,87
2022-03-05,2.4,1,2.4,M,88
2022-03-05,2.4,1,2.4,M,90
2022-03-05,2.4,1,2.4,M,95
2022-03-05,2.4,1,2.4,M,100
2022-03-05,2.4,1,2.4,NO,88
2022-03-05,2.4,1,2.4,NO,97
2022-03-05,2.4,1,2.4,NO,101
2022-03-05,2.4,1,2.4,NO,107
2022-03-05,2.4,1,2.4,NO,107
2022-03-08,4,1,4,FO,102
2022-03-08,4,1,4,FO,106
2022-03-08,4,1,4,M,84
2022-03-08,4,1,4,M,89
2022-03-08,4,1,4,M,100
2022-03-08,4,1,4,NO,79
2022-03-08,4,1,4,NO,86
2022-03-08,4,1,4,NO,88
2022-03-08,4,1,4,NO,91
2022-03-08,4,1,4,NO,99
2022-03-08,4,1,4,NO,101
2022-03-08,4,1,4,NO,108
2022-03-08,4,1,4,NO,109
2022-03-13,7,2,7,FO,109
2022-03-13,7,2,7,FO,129
2022-03-13,7,2,7,FO,129
2022-03-13,7,2,7,M,68
2022-03-13,7,2,7,M,70
2022-03-13,7,2,7,M,70
2022-03-13,7,2,7,M,72
2022-03-13,7,2,7,M,77
2022-03-13,7,2,7,M,79
2022-03-13,7,2,7,M,84
2022-03-13,7,2,7,M,86
2022-03-13,7,2,7,M,89
2022-03-13,7,2,7,M,90
2022-03-13,7,2,7,M,93
2022-03-13,7,2,7,M,94
2022-03-13,7,2,7,M,120
2022-03-13,7,2,7,M,135
2022-03-13,7,2,7,M,140
2022-03-13,7,2,7,NO,66
2022-03-13,7,2,7,NO,79
2022-03-13,7,2,7,NO,84
2022-03-13,7,2,7,NO,89
2022-03-13,7,2,7,NO,91
2022-03-13,7,2,7,NO,94
2022-03-13,7,2,7,NO,97
2022-03-13,7,2,7,NO,104
2022-03-13,7,2,7,NO,104
2022-03-13,7,2,7,NO,124
2022-03-13,7,2,7,NO,128
2022-03-13,7,2,7,NO,139
2022-03-13,9,3,9,FO,108
2022-03-13,9,3,9,FO,117
2022-03-13,9,3,9,FO,122
2022-03-13,9,3,9,FO,127
2022-03-13,9,3,9,FO,128
2022-03-13,9,3,9,M,68
2022-03-13,9,3,9,M,68
2022-03-13,9,3,9,M,70
2022-03-13,9,3,9,M,70
2022-03-13,9,3,9,M,73
2022-03-13,9,3,9,M,74
2022-03-13,9,3,9,M,77
2022-03-13,9,3,9,M,77
2022-03-13,9,3,9,M,77
2022-03-13,9,3,9,M,79
2022-03-13,9,3,9,M,79
2022-03-13,9,3,9,M,80
2022-03-13,9,3,9,M,81
2022-03-13,9,3,9,M,83
2022-03-13,9,3,9,M,83
2022-03-13,9,3,9,M,84
2022-03-13,9,3,9,M,86
2022-03-13,9,3,9,M,87
2022-03-13,9,3,9,M,88
2022-03-13,9,3,9,M,91
2022-03-13,9,3,9,M,92
2022-03-13,9,3,9,M,93
2022-03-13,9,3,9,M,95
2022-03-13,9,3,9,M,97
2022-03-13,9,3,9,M,100
2022-03-13,9,3,9,M,104
2022-03-13,9,3,9,M,118
2022-03-13,9,3,9,M,124
2022-03-13,9,3,9,M,125
2022-03-13,9,3,9,M,125
2022-03-13,9,3,9,M,138
2022-03-13,9,3,9,NO,69
2022-03-13,9,3,9,NO,70
2022-03-13,9,3,9,NO,72
2022-03-13,9,3,9,NO,73
2022-03-13,9,3,9,NO,74
2022-03-13,9,3,9,NO,78
2022-03-13,9,3,9,NO,79
2022-03-13,9,3,9,NO,81
2022-03-13,9,3,9,NO,83
2022-03-13,9,3,9,NO,84
2022-03-13,9,3,9,NO,85
2022-03-13,9,3,9,NO,85
2022-03-13,9,3,9,NO,89
2022-03-13,9,3,9,NO,91
2022-03-13,9,3,9,NO,94
2022-03-13,9,3,9,NO,95
2022-03-13,9,3,9,NO,97
2022-03-13,9,3,9,NO,99
2022-03-13,9,3,9,NO,101
2022-03-13,9,3,9,NO,101
2022-03-13,9,3,9,NO,120
2022-03-13,9,3,9,NO,120
2022-03-13,9,3,9,NO,122
2022-03-13,9,3,9,NO,136
2022-03-13,13,1,13,FO,127
2022-03-13,13,1,13,FO,130
2022-03-13,13,1,13,FO,136
2022-03-13,13,1,13,M,77
2022-03-13,13,1,13,M,88
2022-03-13,13,1,13,M,104
2022-03-13,13,1,13,M,108
2022-03-13,13,1,13,M,109
2022-03-13,13,1,13,M,110
2022-03-13,13,1,13,M,111
2022-03-13,13,1,13,M,113
2022-03-13,13,1,13,M,114
2022-03-13,13,1,13,M,120
2022-03-13,13,1,13,M,124
2022-03-13,13,1,13,M,128
2022-03-13,13,1,13,M,141
2022-03-13,13,1,13,M,177
2022-03-13,13,1,13,NO,78
2022-03-13,13,1,13,NO,78
2022-03-13,13,1,13,NO,82
2022-03-13,13,1,13,NO,88
2022-03-13,13,1,13,NO,88
2022-03-13,13,1,13,NO,92
2022-03-13,13,1,13,NO,101
2022-03-13,13,1,13,NO,102
2022-03-13,13,1,13,NO,110
2022-03-13,13,1,13,NO,115
2022-03-13,13,1,13,NO,125
2022-03-13,13,1,13,NO,126
2022-03-13,13,1,13,NO,129
2022-03-13,18,3,18,FO,110
2022-03-13,18,3,18,FO,132
2022-03-13,18,3,18,FO,137
2022-03-13,18,3,18,M,66
2022-03-13,18,3,18,M,70
2022-03-13,18,3,18,M,75
2022-03-13,18,3,18,M,79
2022-03-13,18,3,18,M,81
2022-03-13,18,3,18,M,84
2022-03-13,18,3,18,M,88
2022-03-13,18,3,18,M,93
2022-03-13,18,3,18,M,97
2022-03-13,18,3,18,M,108
2022-03-13,18,3,18,M,131
2022-03-13,18,3,18,M,145
2022-03-13,18,3,18,NO,69
2022-03-13,18,3,18,NO,70
2022-03-13,18,3,18,NO,75
2022-03-13,18,3,18,NO,77
2022-03-13,18,3,18,NO,79
2022-03-13,18,3,18,NO,79
2022-03-13,18,3,18,NO,81
2022-03-13,18,3,18,NO,88
2022-03-13,18,3,18,NO,90
2022-03-13,18,3,18,NO,91
2022-03-13,18,3,18,NO,92
2022-03-13,18,3,18,NO,113
2022-03-13,18,3,18,NO,114
2022-03-13,18,3,18,NO,120
2022-03-13,18,3,18,NO,121
2022-03-13,20,2,20,FO,107
2022-03-13,20,2,20,FO,124
2022-03-13,20,2,20,FO,136
2022-03-13,20,2,20,FO,137
2022-03-13,20,2,20,M,70
2022-03-13,20,2,20,M,75
2022-03-13,20,2,20,M,77
2022-03-13,20,2,20,M,88
2022-03-13,20,2,20,M,88
2022-03-13,20,2,20,M,92
2022-03-13,20,2,20,M,94
2022-03-13,20,2,20,M,115
2022-03-13,20,2,20,M,118
2022-03-13,20,2,20,M,119
2022-03-13,20,2,20,M,120
2022-03-13,20,2,20,M,120
2022-03-13,20,2,20,M,126
2022-03-13,20,2,20,M,140
2022-03-13,20,2,20,NO,69
2022-03-13,20,2,20,NO,69
2022-03-13,20,2,20,NO,78
2022-03-13,20,2,20,NO,78
2022-03-13,20,2,20,NO,79
2022-03-13,20,2,20,NO,82
2022-03-13,20,2,20,NO,86
2022-03-13,20,2,20,NO,89
2022-03-13,20,2,20,NO,95
2022-03-13,20,2,20,NO,110
2022-03-13,20,2,20,NO,120
2022-03-13,20,2,20,NO,125
2022-03-13,24,2,24,FO,109
2022-03-13,24,2,24,FO,125
2022-03-13,24,2,24,FO,128
2022-03-13,24,2,24,FO,131
2022-03-13,24,2,24,FO,138
2022-03-13,24,2,24,M,77
2022-03-13,24,2,24,M,79
2022-03-13,24,2,24,M,79
2022-03-13,24,2,24,M,80
2022-03-13,24,2,24,M,83
2022-03-13,24,2,24,M,91
2022-03-13,24,2,24,M,110
2022-03-13,24,2,24,M,113
2022-03-13,24,2,24,M,114
2022-03-13,24,2,24,M,114
2022-03-13,24,2,24,M,118
2022-03-13,24,2,24,M,135
2022-03-13,24,2,24,M,147
2022-03-13,24,2,24,NO,65
2022-03-13,24,2,24,NO,69
2022-03-13,24,2,24,NO,77
2022-03-13,24,2,24,NO,85
2022-03-13,24,2,24,NO,87
2022-03-13,24,2,24,NO,88
2022-03-13,24,2,24,NO,92
2022-03-13,24,2,24,NO,93
2022-03-13,24,2,24,NO,97
2022-03-13,24,2,24,NO,101
2022-03-13,24,2,24,NO,120
2022-03-13,24,2,24,NO,121
2022-03-13,25,2,25,FO,127
2022-03-13,25,2,25,FO,130
2022-03-13,25,2,25,FO,131
2022-03-13,25,2,25,M,73
2022-03-13,25,2,25,M,77
2022-03-13,25,2,25,M,78
2022-03-13,25,2,25,M,84
2022-03-13,25,2,25,M,88
2022-03-13,25,2,25,M,90
2022-03-13,25,2,25,M,101
2022-03-13,25,2,25,M,104
2022-03-13,25,2,25,M,108
2022-03-13,25,2,25,M,113
2022-03-13,25,2,25,M,118
2022-03-13,25,2,25,M,123
2022-03-13,25,2,25,M,128
2022-03-13,25,2,25,M,129
2022-03-13,25,2,25,M,136
2022-03-13,25,2,25,NO,74
2022-03-13,25,2,25,NO,78
2022-03-13,25,2,25,NO,79
2022-03-13,25,2,25,NO,89
2022-03-13,25,2,25,NO,89
2022-03-13,25,2,25,NO,94
2022-03-13,25,2,25,NO,95
2022-03-13,25,2,25,NO,101
2022-03-13,25,2,25,NO,122
2022-03-13,25,2,25,NO,124
2022-03-13,25,2,25,NO,128
2022-03-13,25,2,25,NO,133
2022-03-14,4,3,4,FO,127
2022-03-14,4,3,4,M,66
2022-03-14,4,3,4,M,70
2022-03-14,4,3,4,M,74
2022-03-14,4,3,4,M,83
2022-03-14,4,3,4,M,97
2022-03-14,4,3,4,M,102
2022-03-14,4,3,4,M,104
2022-03-14,4,3,4,M,128
2022-03-14,4,3,4,NO,68
2022-03-14,4,3,4,NO,69
2022-03-14,4,3,4,NO,75
2022-03-14,4,3,4,NO,75
2022-03-14,4,3,4,NO,75
2022-03-14,4,3,4,NO,77
2022-03-14,4,3,4,NO,78
2022-03-14,4,3,4,NO,79
2022-03-14,4,3,4,NO,84
2022-03-14,4,3,4,NO,87
2022-03-14,4,3,4,NO,88
2022-03-14,4,3,4,NO,94
2022-03-14,4,3,4,NO,96
2022-03-14,7,4,7,FO,109
2022-03-14,7,4,7,FO,126
2022-03-14,7,4,7,FO,131
2022-03-14,7,4,7,M,74
2022-03-14,7,4,7,M,75
2022-03-14,7,4,7,M,79
2022-03-14,7,4,7,M,89
2022-03-14,7,4,7,M,90
2022-03-14,7,4,7,M,91
2022-03-14,7,4,7,M,95
2022-03-14,7,4,7,M,95
2022-03-14,7,4,7,M,103
2022-03-14,7,4,7,M,104
2022-03-14,7,4,7,M,113
2022-03-14,7,4,7,M,118
2022-03-14,7,4,7,M,122
2022-03-14,7,4,7,M,128
2022-03-14,7,4,7,M,142
2022-03-14,7,4,7,NO,74
2022-03-14,7,4,7,NO,81
2022-03-14,7,4,7,NO,84
2022-03-14,7,4,7,NO,88
2022-03-14,7,4,7,NO,88
2022-03-14,7,4,7,NO,92
2022-03-14,7,4,7,NO,101
2022-03-14,7,4,7,NO,109
2022-03-14,7,4,7,NO,110
2022-03-14,7,4,7,NO,119
2022-03-14,7,4,7,NO,122
2022-03-14,7,4,7,NO,124
2022-03-21,3,1,3,FO,125
2022-03-21,3,1,3,M,68
2022-03-21,3,1,3,M,74
2022-03-21,3,1,3,M,77
2022-03-21,3,1,3,M,78
2022-03-21,3,1,3,M,79
2022-03-21,3,1,3,M,89
2022-03-21,3,1,3,M,90
2022-03-21,3,1,3,M,92
2022-03-21,3,1,3,M,120
2022-03-21,3,1,3,NO,70
2022-03-21,3,1,3,NO,74
2022-03-21,3,1,3,NO,75
2022-03-21,3,1,3,NO,83
2022-03-21,3,1,3,NO,85
2022-03-21,3,1,3,NO,88
2022-03-21,3,1,3,NO,89
2022-03-21,3,1,3,NO,90
2022-03-21,3,1,3,NO,93
2022-03-21,3,1,3,NO,129
2022-03-21,3,1,3,NO,134
2022-03-21,4,1,4,M,69
2022-03-21,4,1,4,M,69
2022-03-21,4,1,4,M,70
2022-03-21,4,1,4,M,79
2022-03-21,4,1,4,M,79
2022-03-21,4,1,4,M,79
2022-03-21,4,1,4,M,82
2022-03-21,4,1,4,M,88
2022-03-21,4,1,4,M,89
2022-03-21,4,1,4,M,91
2022-03-21,4,1,4,M,105
2022-03-21,4,1,4,M,131
2022-03-21,4,1,4,NO,67
2022-03-21,4,1,4,NO,68
2022-03-21,4,1,4,NO,75
2022-03-21,4,1,4,NO,77
2022-03-21,4,1,4,NO,83
2022-03-21,4,1,4,NO,91
2022-03-21,4,1,4,NO,98
2022-03-21,4,1,4,NO,109
2022-03-21,4,1,4,NO,110
2022-03-21,4,1,4,NO,118
2022-03-21,4,1,4,NO,120
2022-03-21,4,1,4,NO,122
2022-03-21,6.5,1,6.5,FO,131
2022-03-21,6.5,1,6.5,FO,145
2022-03-21,6.5,1,6.5,M,66
2022-03-21,6.5,1,6.5,M,68
2022-03-21,6.5,1,6.5,M,70
2022-03-21,6.5,1,6.5,M,75
2022-03-21,6.5,1,6.5,M,77
2022-03-21,6.5,1,6.5,M,78
2022-03-21,6.5,1,6.5,M,79
2022-03-21,6.5,1,6.5,M,92
2022-03-21,6.5,1,6.5,M,120
2022-03-21,6.5,1,6.5,M,122
2022-03-21,6.5,1,6.5,M,130
2022-03-21,6.5,1,6.5,M,135
2022-03-21,6.5,1,6.5,M,136
2022-03-21,6.5,1,6.5,M,136
2022-03-21,6.5,1,6.5,M,147
2022-03-21,6.5,1,6.5,NO,68
2022-03-21,6.5,1,6.5,NO,68
2022-03-21,6.5,1,6.5,NO,70
2022-03-21,6.5,1,6.5,NO,83
2022-03-21,6.5,1,6.5,NO,84
2022-03-21,6.5,1,6.5,NO,84
2022-03-21,6.5,1,6.5,NO,89
2022-03-21,6.5,1,6.5,NO,89
2022-03-21,6.5,1,6.5,NO,90
2022-03-21,6.5,1,6.5,NO,93
2022-03-21,6.5,1,6.5,NO,94
2022-03-21,6.5,1,6.5,NO,129
2022-03-21,6.5,1,6.5,NO,140
2022-03-21,7,2,7,FO,127
2022-03-21,7,2,7,FO,131
2022-03-21,7,2,7,M,81
2022-03-21,7,2,7,M,83
2022-03-21,7,2,7,M,88
2022-03-21,7,2,7,M,88
2022-03-21,7,2,7,M,88
2022-03-21,7,2,7,M,92
2022-03-21,7,2,7,M,95
2022-03-21,7,2,7,M,101
2022-03-21,7,2,7,M,120
2022-03-21,7,2,7,M,120
2022-03-21,7,2,7,M,122
2022-03-21,7,2,7,M,122
2022-03-21,7,2,7,M,128
2022-03-21,7,2,7,M,138
2022-03-21,7,2,7,M,147
2022-03-21,7,2,7,NO,73
2022-03-21,7,2,7,NO,75
2022-03-21,7,2,7,NO,75
2022-03-21,7,2,7,NO,83
2022-03-21,7,2,7,NO,94
2022-03-21,7,2,7,NO,96
2022-03-21,7,2,7,NO,111
2022-03-21,7,2,7,NO,113
2022-03-21,7,2,7,NO,115
2022-03-21,7,2,7,NO,120
2022-03-21,7,2,7,NO,128
2022-03-21,7,2,7,NO,130
2022-03-21,7,2,7,NO,131
2022-03-22,2,4,2,M,72
2022-03-22,2,4,2,M,74
2022-03-22,2,4,2,M,79
2022-03-22,2,4,2,M,113
2022-03-22,2,4,2,M,118
2022-03-22,2,4,2,M,121
2022-03-22,2,4,2,NO,76
2022-03-22,2,4,2,NO,79
2022-03-22,2,4,2,NO,87
2022-03-22,2,4,2,NO,88
2022-03-22,2,4,2,NO,89
2022-03-22,2,4,2,NO,91
2022-03-22,2,4,2,NO,125
2022-03-22,3,1,3,FO,135
2022-03-22,3,1,3,M,69
2022-03-22,3,1,3,M,87
2022-03-22,3,1,3,M,87
2022-03-22,3,1,3,M,91
2022-03-22,3,1,3,M,92
2022-03-22,3,1,3,M,93
2022-03-22,3,1,3,M,94
2022-03-22,3,1,3,M,125
2022-03-22,3,1,3,NO,72
2022-03-22,3,1,3,NO,74
2022-03-22,3,1,3,NO,79
2022-03-22,3,1,3,NO,83
2022-03-22,3,1,3,NO,83
2022-03-22,3,1,3,NO,85
2022-03-22,3,1,3,NO,87
2022-03-22,3,1,3,NO,90
2022-03-22,3,1,3,NO,108
2022-03-22,3,1,3,NO,121
2022-03-22,4,2,4,M,66
2022-03-22,4,2,4,M,66
2022-03-22,4,2,4,M,68
2022-03-22,4,2,4,M,68
2022-03-22,4,2,4,M,70
2022-03-22,4,2,4,M,71
2022-03-22,4,2,4,M,75
2022-03-22,4,2,4,M,88
2022-03-22,4,2,4,M,88
2022-03-22,4,2,4,M,91
2022-03-22,4,2,4,M,94
2022-03-22,4,2,4,M,103
2022-03-22,4,2,4,M,140
2022-03-22,4,2,4,M,143
2022-03-22,4,2,4,NO,68
2022-03-22,4,2,4,NO,68
2022-03-22,4,2,4,NO,68
2022-03-22,4,2,4,NO,69
2022-03-22,4,2,4,NO,69
2022-03-22,4,2,4,NO,70
2022-03-22,4,2,4,NO,70
2022-03-22,4,2,4,NO,75
2022-03-22,4,2,4,NO,78
2022-03-22,4,2,4,NO,79
2022-03-22,4,2,4,NO,81
2022-03-22,4,2,4,NO,81
2022-03-22,4,2,4,NO,94
2022-03-22,4,2,4,NO,97
2022-03-22,4,2,4,NO,115
2022-03-22,4,2,4,NO,129
2022-03-22,4,4,4,FO,126
2022-03-22,4,4,4,M,67
2022-03-22,4,4,4,M,70
2022-03-22,4,4,4,M,75
2022-03-22,4,4,4,M,77
2022-03-22,4,4,4,M,79
2022-03-22,4,4,4,M,81
2022-03-22,4,4,4,M,81
2022-03-22,4,4,4,M,82
2022-03-22,4,4,4,M,83
2022-03-22,4,4,4,M,87
2022-03-22,4,4,4,M,93
2022-03-22,4,4,4,M,93
2022-03-22,4,4,4,M,93
2022-03-22,4,4,4,M,111
2022-03-22,4,4,4,M,113
2022-03-22,4,4,4,M,115
2022-03-22,4,4,4,M,119
2022-03-22,4,4,4,M,120
2022-03-22,4,4,4,M,120
2022-03-22,4,4,4,M,140
2022-03-22,4,4,4,NO,66
2022-03-22,4,4,4,NO,69
2022-03-22,4,4,4,NO,70
2022-03-22,4,4,4,NO,74
2022-03-22,4,4,4,NO,75
2022-03-22,4,4,4,NO,76
2022-03-22,4,4,4,NO,81
2022-03-22,4,4,4,NO,85
2022-03-22,4,4,4,NO,86
2022-03-22,4,4,4,NO,95
2022-03-22,4,4,4,NO,97
2022-03-22,4,4,4,NO,98
2022-03-22,4,4,4,NO,106
2022-03-22,4,4,4,NO,108
2022-03-22,4,4,4,NO,111
2022-03-22,4,4,4,NO,118
2022-03-22,4,4,4,NO,120
2022-03-22,4,4,4,NO,124
2022-03-22,4,4,4,NO,125
2022-03-22,4,4,4,NO,128
2022-03-22,6,4,6,FO,125
2022-03-22,6,4,6,FO,130
2022-03-22,6,4,6,M,70
2022-03-22,6,4,6,M,75
2022-03-22,6,4,6,M,79
2022-03-22,6,4,6,M,81
2022-03-22,6,4,6,M,85
2022-03-22,6,4,6,M,87
2022-03-22,6,4,6,M,88
2022-03-22,6,4,6,M,90
2022-03-22,6,4,6,M,94
2022-03-22,6,4,6,M,101
2022-03-22,6,4,6,M,136
2022-03-22,6,4,6,NO,65
2022-03-22,6,4,6,NO,68
2022-03-22,6,4,6,NO,70
2022-03-22,6,4,6,NO,77
2022-03-22,6,4,6,NO,83
2022-03-22,6,4,6,NO,88
2022-03-22,6,4,6,NO,88
2022-03-22,6,4,6,NO,92
2022-03-22,6,4,6,NO,95
2022-03-22,6,4,6,NO,101
2022-03-22,6,4,6,NO,118
2022-03-22,6,4,6,NO,122
2022-03-22,6,4,6,NO,123
2022-03-22,7,4,7,FO,128
2022-03-22,7,4,7,M,70
2022-03-22,7,4,7,M,70
2022-03-22,7,4,7,M,75
2022-03-22,7,4,7,M,75
2022-03-22,7,4,7,M,76
2022-03-22,7,4,7,M,76
2022-03-22,7,4,7,M,83
2022-03-22,7,4,7,M,90
2022-03-22,7,4,7,M,94
2022-03-22,7,4,7,M,95
2022-03-22,7,4,7,M,102
2022-03-22,7,4,7,M,108
2022-03-22,7,4,7,M,118
2022-03-22,7,4,7,M,135
2022-03-22,7,4,7,NO,68
2022-03-22,7,4,7,NO,70
2022-03-22,7,4,7,NO,71
2022-03-22,7,4,7,NO,78
2022-03-22,7,4,7,NO,79
2022-03-22,7,4,7,NO,84
2022-03-22,7,4,7,NO,85
2022-03-22,7,4,7,NO,87
2022-03-22,7,4,7,NO,88
2022-03-22,7,4,7,NO,90
2022-03-22,7,4,7,NO,91
2022-03-22,7,4,7,NO,93
2022-03-22,7,4,7,NO,111
2022-03-22,7,4,7,NO,123
2022-03-22,7,4,7,NO,125
2022-03-22,9.5,2,9.5,FO,134
2022-03-22,9.5,2,9.5,M,67
2022-03-22,9.5,2,9.5,M,70
2022-03-22,9.5,2,9.5,M,70
2022-03-22,9.5,2,9.5,M,79
2022-03-22,9.5,2,9.5,M,82
2022-03-22,9.5,2,9.5,M,83
2022-03-22,9.5,2,9.5,M,83
2022-03-22,9.5,2,9.5,M,85
2022-03-22,9.5,2,9.5,M,113
2022-03-22,9.5,2,9.5,M,115
2022-03-22,9.5,2,9.5,M,118
2022-03-22,9.5,2,9.5,M,121
2022-03-22,9.5,2,9.5,M,121
2022-03-22,9.5,2,9.5,NO,66
2022-03-22,9.5,2,9.5,NO,68
2022-03-22,9.5,2,9.5,NO,70
2022-03-22,9.5,2,9.5,NO,70
2022-03-22,9.5,2,9.5,NO,77
2022-03-22,9.5,2,9.5,NO,91
2022-03-22,9.5,2,9.5,NO,95
2022-03-22,9.5,2,9.5,NO,97
2022-03-22,9.5,2,9.5,NO,101
2022-03-22,9.5,2,9.5,NO,109
2022-03-22,9.5,2,9.5,NO,111
2022-03-22,9.5,2,9.5,NO,120
2022-03-22,9.5,2,9.5,NO,125
2022-03-22,9.5,2,9.5,NO,133
2022-03-22,9.5,2,9.5,NO,136
2022-03-22,9.5,2,9.5,NO,140
2022-03-22,10,2,10,FO,128
2022-03-22,10,2,10,FO,129
2022-03-22,10,2,10,FO,130
2022-03-22,10,2,10,M,78
2022-03-22,10,2,10,M,83
2022-03-22,10,2,10,M,83
2022-03-22,10,2,10,M,97
2022-03-22,10,2,10,M,101
2022-03-22,10,2,10,M,107
2022-03-22,10,2,10,M,111
2022-03-22,10,2,10,M,115
2022-03-22,10,2,10,M,118
2022-03-22,10,2,10,M,120
2022-03-22,10,2,10,M,120
2022-03-22,10,2,10,M,125
2022-03-22,10,2,10,M,126
2022-03-22,10,2,10,M,133
2022-03-22,10,2,10,M,140
2022-03-22,10,2,10,NO,77
2022-03-22,10,2,10,NO,79
2022-03-22,10,2,10,NO,79
2022-03-22,10,2,10,NO,91
2022-03-22,10,2,10,NO,93
2022-03-22,10,2,10,NO,101
2022-03-22,10,2,10,NO,102
2022-03-22,10,2,10,NO,108
2022-03-22,10,2,10,NO,118
2022-03-22,10,2,10,NO,120
2022-03-22,10,2,10,NO,121
2022-03-22,10,2,10,NO,136
2022-03-25,1,1,1,M,83
2022-03-25,1,1,1,M,99
2022-03-25,1,1,1,NO,81
2022-03-25,1,1,1,NO,118
2022-03-25,1,1,1,NO,125
2022-03-25,5,1,5,M,67
2022-03-25,5,1,5,M,72
2022-03-25,5,1,5,M,77
2022-03-25,5,1,5,M,79
2022-03-25,5,1,5,M,87
2022-03-25,5,1,5,M,95
2022-03-25,5,1,5,M,95
2022-03-25,5,1,5,M,99
2022-03-25,5,1,5,M,115
2022-03-25,5,1,5,M,137
2022-03-25,5,1,5,M,143
2022-03-25,5,1,5,NO,68
2022-03-25,5,1,5,NO,70
2022-03-25,5,1,5,NO,70
2022-03-25,5,1,5,NO,72
2022-03-25,5,1,5,NO,79
2022-03-25,5,1,5,NO,80
2022-03-25,5,1,5,NO,80
2022-03-25,5,1,5,NO,84
2022-03-25,5,1,5,NO,87
2022-03-25,5,1,5,NO,88
2022-03-25,5,1,5,NO,89
2022-03-25,5,1,5,NO,91
2022-03-25,5,1,5,NO,93
2022-03-25,5,1,5,NO,103
2022-03-25,5,1,5,NO,110
2022-03-25,5,1,5,NO,121
2022-03-25,5,1,5,NO,122
2022-03-25,5,1,5,NO,122
2022-03-25,5,1,5,NO,127
2022-03-25,7.5,2,7.5,FO,126
2022-03-25,7.5,2,7.5,FO,130
2022-03-25,7.5,2,7.5,M,74
2022-03-25,7.5,2,7.5,M,75
2022-03-25,7.5,2,7.5,M,81
2022-03-25,7.5,2,7.5,M,93
2022-03-25,7.5,2,7.5,M,106
2022-03-25,7.5,2,7.5,M,107
2022-03-25,7.5,2,7.5,M,118
2022-03-25,7.5,2,7.5,M,119
2022-03-25,7.5,2,7.5,M,122
2022-03-25,7.5,2,7.5,M,122
2022-03-25,7.5,2,7.5,M,124
2022-03-25,7.5,2,7.5,M,126
2022-03-25,7.5,2,7.5,M,128
2022-03-25,7.5,2,7.5,NO,79
2022-03-25,7.5,2,7.5,NO,81
2022-03-25,7.5,2,7.5,NO,82
2022-03-25,7.5,2,7.5,NO,83
2022-03-25,7.5,2,7.5,NO,83
2022-03-25,7.5,2,7.5,NO,86
2022-03-25,7.5,2,7.5,NO,88
2022-03-25,7.5,2,7.5,NO,94
2022-03-25,7.5,2,7.5,NO,102
