village.nom,fiche.date_expedition,fiche_enqueteur.date
Ambondro,2022-05-31,2022-05-04
Ambondro,2022-05-31,2022-05-04
Ambondro,2022-05-31,2022-05-05
Ambondro,2022-05-31,2022-05-05
Ambondro,2022-05-31,2022-05-06
Ambondro,2022-05-31,2022-05-06
Ambondro,2022-05-31,2022-05-06
Ambondro,2022-05-31,2022-05-06
Ambondro,2022-05-31,2022-05-10
Ambondro,2022-05-31,2022-05-10
Ambondro,2022-05-31,2022-05-10
Ambondro,2022-05-31,2022-05-10
Ambondro,2022-05-31,2022-05-11
Ambondro,2022-05-31,2022-05-11
Ambondro,2022-05-31,2022-05-12
Ambondro,2022-05-31,2022-05-12
Ambondro,2022-05-31,2022-05-13
Ambondro,2022-05-31,2022-05-13
Ambondro,2022-05-31,2022-05-14
Ambondro,2022-05-31,2022-05-14
Ambondro,2022-05-31,2022-05-14
Ambondro,2022-05-31,2022-05-14
Ambondro,2022-05-31,2022-05-15
Ambondro,2022-05-31,2022-05-15
Ambondro,2022-05-31,2022-05-20
Ambondro,2022-05-31,2022-05-20
Ambondro,2022-05-31,2022-05-20
Ambondro,2022-05-31,2022-05-20
Ambondro,2022-05-31,2022-05-21
Ambondro,2022-05-31,2022-05-21
Ambondro,2022-05-31,2022-05-22
Ambondro,2022-05-31,2022-05-23
Ambondro,2022-05-31,2022-05-23
Ambondro,2022-05-31,2022-05-24
Ambondro,2022-05-31,2022-05-24
Ambondro,2022-05-31,2022-05-24
Ambondro,2022-05-31,2022-05-24
Ambondro,2022-05-31,2022-05-25
Ambondro,2022-05-31,2022-05-25
Ambondro,2022-05-31,2022-05-26
Ambondro,2022-05-31,2022-05-26
Ambondro,2022-05-31,2022-05-26
Ambondro,2022-05-31,2022-05-26
Ambondro,2022-05-31,2022-05-27
Ambondro,2022-05-31,2022-05-27
Ambondro,2022-05-31,2022-05-28
Ambondro,2022-05-31,2022-05-28
Ambondro,2022-05-31,2022-05-28
Ambondro,2022-05-31,2022-05-28
Ambondro,2022-05-31,2022-05-29
Ambondro,2022-05-31,2022-05-29
Ambondro,2022-05-31,2022-05-30
Ambondro,2022-05-31,2022-05-30
Ambondro,2022-05-31,2022-05-31
Ambondro,2022-05-31,2022-05-31
Ambondro,2022-06-30,2022-06-01
Ambondro,2022-06-30,2022-06-01
Ambondro,2022-06-30,2022-06-01
Ambondro,2022-06-30,2022-06-01
Ambondro,2022-06-30,2022-06-03
Ambondro,2022-06-30,2022-06-03
Ambondro,2022-06-30,2022-06-04
Ambondro,2022-06-30,2022-06-04
Ambondro,,2022-05-05
Ambondro,,2022-05-05
Ampitsopitsoka,2022-05-30,2022-06-02
Ampitsopitsoka,2022-05-30,2022-06-02
Ampitsopitsoka,2022-05-31,2022-05-02
Ampitsopitsoka,2022-05-31,2022-05-02
Ampitsopitsoka,2022-05-31,2022-05-02
Ampitsopitsoka,2022-05-31,2022-05-02
Ampitsopitsoka,2022-05-31,2022-05-02
Ampitsopitsoka,2022-05-31,2022-05-03
Ampitsopitsoka,2022-05-31,2022-05-03
Ampitsopitsoka,2022-05-31,2022-05-03
Ampitsopitsoka,2022-05-31,2022-05-03
Ampitsopitsoka,2022-05-31,2022-05-03
Ampitsopitsoka,2022-05-31,2022-05-04
Ampitsopitsoka,2022-05-31,2022-05-04
Ampitsopitsoka,2022-05-31,2022-05-04
Ampitsopitsoka,2022-05-31,2022-05-04
Ampitsopitsoka,2022-05-31,2022-05-04
Ampitsopitsoka,2022-05-31,2022-05-05
Ampitsopitsoka,2022-05-31,2022-05-05
Ampitsopitsoka,2022-05-31,2022-05-05
Ampitsopitsoka,2022-05-31,2022-05-05
Ampitsopitsoka,2022-05-31,2022-05-05
Ampitsopitsoka,2022-05-31,2022-05-05
Ampitsopitsoka,2022-05-31,2022-05-09
Ampitsopitsoka,2022-05-31,2022-05-09
Ampitsopitsoka,2022-05-31,2022-05-09
Ampitsopitsoka,2022-05-31,2022-05-09
Ampitsopitsoka,2022-05-31,2022-05-09
Ampitsopitsoka,2022-05-31,2022-05-10
Ampitsopitsoka,2022-05-31,2022-05-10
Ampitsopitsoka,2022-05-31,2022-05-10
Ampitsopitsoka,2022-05-31,2022-05-10
Ampitsopitsoka,2022-05-31,2022-05-10
Ampitsopitsoka,2022-05-31,2022-05-11
Ampitsopitsoka,2022-05-31,2022-05-11
Ampitsopitsoka,2022-05-31,2022-05-11
Ampitsopitsoka,2022-05-31,2022-05-11
Ampitsopitsoka,2022-05-31,2022-05-12
Ampitsopitsoka,2022-05-31,2022-05-12
Ampitsopitsoka,2022-05-31,2022-05-12
Ampitsopitsoka,2022-05-31,2022-05-12
Ampitsopitsoka,2022-05-31,2022-05-12
Ampitsopitsoka,2022-06-30,2022-06-01
Ampitsopitsoka,2022-06-30,2022-06-01
Ampitsopitsoka,2022-06-30,2022-06-01
Ampitsopitsoka,2022-06-30,2022-06-01
Ampitsopitsoka,2022-06-30,2022-06-01
Ampitsopitsoka,2022-06-30,2022-06-01
Ampitsopitsoka,2022-06-30,2022-06-01
Ampitsopitsoka,2022-06-30,2022-06-01
Ampitsopitsoka,2022-06-30,2022-06-02
Ampitsopitsoka,2022-06-30,2022-06-02
Ampitsopitsoka,2022-06-30,2022-06-02
Ampitsopitsoka,2022-06-30,2022-06-03
Ampitsopitsoka,2022-06-30,2022-06-03
Ampitsopitsoka,2022-06-30,2022-06-03
Ampitsopitsoka,2022-06-30,2022-06-03
Ampitsopitsoka,2022-06-30,2022-06-03
Ampitsopitsoka,2022-06-30,2022-06-04
Ampitsopitsoka,2022-06-30,2022-06-04
Ampitsopitsoka,2022-06-30,2022-06-04
Ampitsopitsoka,2022-06-30,2022-06-04
Ampitsopitsoka,2022-06-30,2022-06-04
Ampitsopitsoka,2022-06-30,2022-06-06
Ampitsopitsoka,2022-06-30,2022-06-06
Ampitsopitsoka,2022-06-30,2022-06-06
Ampitsopitsoka,2022-06-30,2022-06-06
Ampitsopitsoka,2022-06-30,2022-06-06
Ampitsopitsoka,2022-06-30,2022-06-07
Ampitsopitsoka,2022-06-30,2022-06-07
Ampitsopitsoka,2022-06-30,2022-06-07
Ampitsopitsoka,2022-06-30,2022-06-08
Ampitsopitsoka,2022-06-30,2022-06-08
Ampitsopitsoka,2022-06-30,2022-06-08
Ampitsopitsoka,2022-06-30,2022-06-08
Ampitsopitsoka,2022-06-30,2022-06-08
Ampitsopitsoka,2022-06-30,2022-06-09
Ampitsopitsoka,2022-06-30,2022-06-09
Ampitsopitsoka,2022-06-30,2022-06-09
Ampitsopitsoka,2022-06-30,2022-06-09
Ampitsopitsoka,2022-06-30,2022-06-09
Ampitsopitsoka,2022-06-30,2022-06-13
Ampitsopitsoka,2022-06-30,2022-06-13
Ampitsopitsoka,2022-06-30,2022-06-13
Ampitsopitsoka,2022-06-30,2022-06-14
Ampitsopitsoka,2022-06-30,2022-06-14
Ampitsopitsoka,2022-06-30,2022-06-14
Ampitsopitsoka,2022-06-30,2022-06-14
Ampitsopitsoka,2022-06-30,2022-06-14
Ampitsopitsoka,2022-06-30,2022-06-15
Ampitsopitsoka,2022-06-30,2022-06-15
Ampitsopitsoka,2022-06-30,2022-06-15
Ampitsopitsoka,2022-06-30,2022-06-15
Ampitsopitsoka,2022-06-30,2022-06-15
Ampitsopitsoka,2022-06-30,2022-06-16
Ampitsopitsoka,2022-06-30,2022-06-16
Ampitsopitsoka,2022-06-30,2022-06-16
Ampitsopitsoka,2022-06-30,2022-06-16
Ampitsopitsoka,2022-06-30,2022-06-16
Ampitsopitsoka,2022-06-30,2022-07-13
Ampitsopitsoka,2022-06-30,2022-07-13
Ampitsopitsoka,,2022-05-02
Ampitsopitsoka,,2022-05-02
Ampitsopitsoka,,2022-06-07
Ampitsopitsoka,,2022-06-07
