zone_corecrabe.nom,village.nom,fiche.date_expedition,fiche_acheteur.date
Morombe,Ankilifaly,,2022-08-14
Morombe,Ankilifaly,,2022-08-15
Morombe,Ankilifaly,,2022-08-15
Morombe,Ankilifaly,,2022-08-15
Morombe,Ankilifaly,,2022-08-15
Morombe,Ankilifaly,,2022-08-15
Morombe,Ankilifaly,,2022-08-15
Morombe,Ankilifaly,,2022-08-16
Morombe,Ankilifaly,,2022-08-21
Morombe,Ankilifaly,,2022-08-21
Morombe,Ankilifaly,,2022-08-21
Morombe,Ankilifaly,,2022-08-22
Morombe,Ankilifaly,,2022-08-22
Morombe,Ankilifaly,,2022-08-22
Morombe,Ankilifaly,,2022-08-22
Morombe,Ankilifaly,,2022-08-22
Morombe,Ankilifaly,,2022-08-23
Morombe,Ankilifaly,,2022-08-23
Morombe,Ankilifaly,,2022-08-23
Morombe,Ankilifaly,,2022-08-28
Morombe,Ankilifaly,,2022-08-28
Morombe,Ankilifaly,,2022-08-28
Morombe,Ankilifaly,,2022-08-28
Morombe,Ankilifaly,,2022-08-28
Morombe,Ankilifaly,,2022-08-28
Morombe,Ankilifaly,,2022-08-29
Morombe,Ankilifaly,,2022-08-30
Morombe,Ankilifaly,,2022-08-30
Morombe,Ankilifaly,,2022-08-30
Morombe,Ankilifaly,,2022-08-30
Morombe,Ankotapike,2022-08-06,2022-08-01
Morombe,Ankotapike,2022-08-06,2022-08-01
Morombe,Ankotapike,2022-08-06,2022-08-01
Morombe,Ankotapike,2022-08-06,2022-08-01
Morombe,Ankotapike,2022-08-06,2022-08-01
Morombe,Ankotapike,2022-08-06,2022-08-02
Morombe,Ankotapike,2022-08-06,2022-08-02
Morombe,Ankotapike,2022-08-06,2022-08-02
Morombe,Ankotapike,2022-08-06,2022-08-02
Morombe,Ankotapike,2022-08-06,2022-08-02
Morombe,Ankotapike,2022-08-06,2022-08-08
Morombe,Ankotapike,2022-08-06,2022-08-08
Morombe,Ankotapike,2022-08-06,2022-08-08
Morombe,Ankotapike,2022-08-06,2022-08-08
Morombe,Ankotapike,2022-08-06,2022-08-08
Morombe,Ankotapike,2022-08-10,2022-08-09
Morombe,Ankotapike,2022-08-10,2022-08-09
Morombe,Ankotapike,2022-08-10,2022-08-09
Morombe,Ankotapike,2022-08-10,2022-08-09
Morombe,Ankotapike,2022-08-10,2022-08-09
Morombe,Ankotapike,2022-08-18,2022-08-15
Morombe,Ankotapike,2022-08-18,2022-08-15
Morombe,Ankotapike,2022-08-18,2022-08-15
Morombe,Ankotapike,2022-08-18,2022-08-15
Morombe,Ankotapike,2022-08-18,2022-08-15
Morombe,Ankotapike,2022-08-18,2022-08-16
Morombe,Ankotapike,2022-08-18,2022-08-16
Morombe,Ankotapike,2022-08-18,2022-08-16
Morombe,Ankotapike,2022-08-18,2022-08-16
Morombe,Befotaka,2022-08-06,2022-08-05
Morombe,Befotaka,2022-08-06,2022-08-05
Morombe,Befotaka,2022-08-06,2022-08-05
Morombe,Befotaka,2022-08-06,2022-08-05
Morombe,Befotaka,2022-08-06,2022-08-05
Morombe,Befotaka,2022-08-16,2022-08-12
Morombe,Befotaka,2022-08-16,2022-08-12
Morombe,Befotaka,2022-08-16,2022-08-12
Morombe,Befotaka,2022-08-16,2022-08-12
Morombe,Befotaka,2022-08-16,2022-08-12
Morombe,Befotaka,2022-08-17,2022-08-15
Morombe,Befotaka,2022-08-17,2022-08-15
Morombe,Befotaka,2022-08-17,2022-08-15
Morombe,Befotaka,2022-08-17,2022-08-15
Morombe,Befotaka,2022-08-17,2022-08-15
Morombe,Befotaka,2022-08-26,2022-08-19
Morombe,Befotaka,2022-08-26,2022-08-19
Morombe,Befotaka,2022-08-26,2022-08-19
Morombe,Befotaka,2022-08-26,2022-08-19
Morombe,Befotaka,2022-08-26,2022-08-19
Morombe,Befotaka,2022-08-26,2022-08-22
Morombe,Befotaka,2022-08-26,2022-08-22
Morombe,Befotaka,2022-08-26,2022-08-22
Morombe,Befotaka,2022-08-26,2022-08-22
Morombe,Befotaka,2022-08-26,2022-08-22
Morombe,Befotaka,2022-08-26,2022-08-26
Morombe,Befotaka,2022-08-26,2022-08-26
Morombe,Befotaka,2022-08-26,2022-08-26
Morombe,Befotaka,2022-08-26,2022-08-26
Morombe,Befotaka,2022-08-26,2022-08-26
Morombe,Marohata,,2022-08-08
Morombe,Marohata,,2022-08-08
Morombe,Marohata,,2022-08-08
Morombe,Marohata,,2022-08-08
Morombe,Marohata,,2022-08-08
Morombe,Marohata,,2022-08-10
Morombe,Marohata,,2022-08-10
Morombe,Marohata,,2022-08-10
Morombe,Marohata,,2022-08-10
Morombe,Marohata,,2022-08-10
Morombe,Marohata,,2022-08-16
Morombe,Marohata,,2022-08-16
Morombe,Marohata,,2022-08-16
Morombe,Marohata,,2022-08-16
Morombe,Marohata,,2022-08-16
Morombe,Marohata,,2022-08-19
Morombe,Marohata,,2022-08-19
Morombe,Marohata,,2022-08-19
Morombe,Marohata,,2022-08-19
Morombe,Marohata,,2022-08-19
Morombe,Marohata,,2022-08-22
Morombe,Marohata,,2022-08-22
Morombe,Marohata,,2022-08-22
Morombe,Marohata,,2022-08-22
Morombe,Marohata,,2022-08-22
Morombe,Marohata,,2022-08-27
Morombe,Marohata,,2022-08-27
Morombe,Marohata,,2022-08-27
Morombe,Marohata,,2022-08-27
Morombe,Marohata,,2022-08-27
Morondava,Antsosa,2022-09-08,2022-08-01
Morondava,Antsosa,2022-09-08,2022-08-01
Morondava,Antsosa,2022-09-08,2022-08-01
Morondava,Antsosa,2022-09-08,2022-08-01
Morondava,Antsosa,2022-09-08,2022-08-01
Morondava,Antsosa,2022-09-08,2022-08-02
Morondava,Antsosa,2022-09-08,2022-08-02
Morondava,Antsosa,2022-09-08,2022-08-02
Morondava,Antsosa,2022-09-08,2022-08-02
Morondava,Antsosa,2022-09-08,2022-08-02
Morondava,Antsosa,2022-09-09,2022-08-08
Morondava,Antsosa,2022-09-09,2022-08-08
Morondava,Antsosa,2022-09-09,2022-08-08
Morondava,Antsosa,2022-09-09,2022-08-08
Morondava,Antsosa,2022-09-09,2022-08-08
Morondava,Antsosa,2022-09-09,2022-08-09
Morondava,Antsosa,2022-09-09,2022-08-09
Morondava,Antsosa,2022-09-09,2022-08-09
Morondava,Antsosa,2022-09-09,2022-08-09
Morondava,Antsosa,2022-09-09,2022-08-09
Morondava,Antsosa,2022-09-09,2022-08-15
Morondava,Antsosa,2022-09-09,2022-08-15
Morondava,Antsosa,2022-09-09,2022-08-15
Morondava,Antsosa,2022-09-09,2022-08-15
Morondava,Antsosa,2022-09-09,2022-08-15
Morondava,Antsosa,2022-09-09,2022-08-16
Morondava,Antsosa,2022-09-09,2022-08-16
Morondava,Antsosa,2022-09-09,2022-08-16
Morondava,Antsosa,2022-09-09,2022-08-16
Morondava,Antsosa,2022-09-09,2022-08-16
Morondava,Antsosa,2022-09-09,2022-08-22
Morondava,Antsosa,2022-09-09,2022-08-22
Morondava,Antsosa,2022-09-09,2022-08-22
Morondava,Antsosa,2022-09-09,2022-08-22
Morondava,Antsosa,2022-09-09,2022-08-22
Morondava,Antsosa,2022-09-09,2022-08-23
Morondava,Antsosa,2022-09-09,2022-08-23
Morondava,Antsosa,2022-09-09,2022-08-23
Morondava,Antsosa,2022-09-09,2022-08-23
Morondava,Antsosa,2022-09-09,2022-08-23
Morondava,Antsosa,2022-09-09,2022-08-29
Morondava,Antsosa,2022-09-09,2022-08-29
Morondava,Antsosa,2022-09-09,2022-08-29
Morondava,Antsosa,2022-09-09,2022-08-29
Morondava,Antsosa,2022-09-09,2022-08-29
Morondava,Antsosa,2022-09-09,2022-08-30
Morondava,Antsosa,2022-09-09,2022-08-30
Morondava,Antsosa,2022-09-09,2022-08-30
Morondava,Antsosa,2022-09-09,2022-08-30
Morondava,Antsosa,2022-09-09,2022-08-30
Morondava,Antsosa,,2022-08-01
Morondava,Antsosa,,2022-08-01
Morondava,Antsosa,,2022-08-01
Morondava,Antsosa,,2022-08-01
Morondava,Antsosa,,2022-08-01
Morondava,Antsosa,,2022-08-02
Morondava,Antsosa,,2022-08-02
Morondava,Antsosa,,2022-08-02
Morondava,Antsosa,,2022-08-02
Morondava,Antsosa,,2022-08-02
Morondava,Boringeny,2022-09-09,2022-08-25
Morondava,Boringeny,2022-09-09,2022-08-25
Morondava,Boringeny,2022-09-09,2022-08-25
Morondava,Boringeny,2022-09-09,2022-08-25
Morondava,Boringeny,2022-09-09,2022-08-25
Morondava,Boringeny,,2022-08-15
Morondava,Boringeny,,2022-08-15
Morondava,Boringeny,,2022-08-15
Morondava,Boringeny,,2022-08-15
Morondava,Boringeny,,2022-08-15
Morondava,Boringeny,,2022-08-20
Morondava,Boringeny,,2022-08-20
Morondava,Boringeny,,2022-08-20
Morondava,Boringeny,,2022-08-20
Morondava,Boringeny,,2022-08-20
Morondava,Boringeny,,2022-08-30
Morondava,Boringeny,,2022-08-30
Morondava,Boringeny,,2022-08-30
Morondava,Boringeny,,2022-08-30
Morondava,Boringeny,,2022-08-30
Morondava,Nosy-Be,,2022-08-01
Morondava,Nosy-Be,,2022-08-01
Morondava,Nosy-Be,,2022-08-01
Morondava,Nosy-Be,,2022-08-01
Morondava,Nosy-Be,,2022-08-01
Morondava,Nosy-Be,,2022-08-02
Morondava,Nosy-Be,,2022-08-02
Morondava,Nosy-Be,,2022-08-02
Morondava,Nosy-Be,,2022-08-02
Morondava,Nosy-Be,,2022-08-02
Morondava,Nosy-Be,,2022-08-08
Morondava,Nosy-Be,,2022-08-08
Morondava,Nosy-Be,,2022-08-08
Morondava,Nosy-Be,,2022-08-08
Morondava,Nosy-Be,,2022-08-08
Morondava,Nosy-Be,,2022-08-09
Morondava,Nosy-Be,,2022-08-09
Morondava,Nosy-Be,,2022-08-09
Morondava,Nosy-Be,,2022-08-09
Morondava,Nosy-Be,,2022-08-09
Morondava,Nosy-Be,,2022-08-15
Morondava,Nosy-Be,,2022-08-15
Morondava,Nosy-Be,,2022-08-15
Morondava,Nosy-Be,,2022-08-15
Morondava,Nosy-Be,,2022-08-15
Morondava,Nosy-Be,,2022-08-16
Morondava,Nosy-Be,,2022-08-16
Morondava,Nosy-Be,,2022-08-16
Morondava,Nosy-Be,,2022-08-16
Morondava,Nosy-Be,,2022-08-16
Morondava,Nosy-Be,,2022-08-22
Morondava,Nosy-Be,,2022-08-22
Morondava,Nosy-Be,,2022-08-22
Morondava,Nosy-Be,,2022-08-22
Morondava,Nosy-Be,,2022-08-22
Morondava,Nosy-Be,,2022-08-23
Morondava,Nosy-Be,,2022-08-23
Morondava,Nosy-Be,,2022-08-23
Morondava,Nosy-Be,,2022-08-23
Morondava,Nosy-Be,,2022-08-23
Morondava,Nosy-Be,,2022-08-29
Morondava,Nosy-Be,,2022-08-29
Morondava,Nosy-Be,,2022-08-29
Morondava,Nosy-Be,,2022-08-29
Morondava,Nosy-Be,,2022-08-29
Morondava,Nosy-Be,,2022-08-30
Morondava,Nosy-Be,,2022-08-30
Morondava,Nosy-Be,,2022-08-30
Morondava,Nosy-Be,,2022-08-30
Morondava,Nosy-Be,,2022-08-30
