village.nom,fiche_acheteur.date,fiche_acheteur.collecte_poids1,nombre_sortie_vente
Ambohibe,2021-03-22,6,1
Ambohibe,2021-03-22,10,1
Ambohibe,2021-03-23,6,1
Ambohibe,2021-03-23,10,1
Ambohibe,2021-03-29,4,1
Ambohibe,2021-03-29,6,1
Ambohibe,2021-03-30,6,1
Ambohibe,2021-03-30,9,1
Ambohibe,2021-04-05,8,1
Ambohibe,2021-04-05,10,1
Ambohibe,2021-04-05,14,1
Ambohibe,2021-04-06,5,1
Ambohibe,2021-04-06,7,1
Ambohibe,2021-04-12,5,1
Ambohibe,2021-04-12,6,1
Ambohibe,2021-04-13,8,1
Ambohibe,2021-04-13,8,1
Ambohibe,2021-04-19,4,1
Ambohibe,2021-04-19,5,1
Ambohibe,2021-04-20,6,1
Ambohibe,2021-04-20,8,1
Ambohibe,2021-05-08,2,1
Ambohibe,2021-05-08,2,1
Ambohibe,2021-05-20,3,1
Ambohibe,2021-05-20,4,1
Ambohibe,2021-05-25,3,1
Ambohibe,2021-05-25,3,3
Ambohibe,2021-05-25,4,2
Ambohibe,2021-05-26,1,1
Ambohibe,2021-05-26,1.5,1
Ambohibe,2021-05-26,2,1
Ambohibe,2021-05-26,2,1
Ambohibe,2021-05-31,1.5,1
Ambohibe,2021-05-31,1.5,1
Ambohibe,2021-05-31,2,1
Ambohibe,2021-05-31,2,1
Ambohibe,2021-05-31,3,1
Ambohibe,2021-05-31,4,4
Ambohibe,2021-05-31,6,4
Ambohibe,2021-05-31,7.5,1
Ambohibe,2021-05-31,7.5,2
Ambohibe,2021-05-31,7.5,2
Ambohibe,2021-06-01,1,1
Ambohibe,2021-06-01,1,1
Ambohibe,2021-06-01,2,1
Ambohibe,2021-06-01,2,4
Ambohibe,2021-06-01,3,1
Ambohibe,2021-06-01,4,1
Ambohibe,2021-06-01,10,1
Ambohibe,2021-06-01,15,2
Ambohibe,2021-06-01,18,2
Ambohibe,2021-06-03,3,1
Ambohibe,2021-06-05,5,1
Ambohibe,2021-06-06,2,1
Ambohibe,2021-06-06,5,1
Ambohibe,2021-06-06,5,2
Ambohibe,2021-06-06,9,3
Ambohibe,2021-06-07,6,4
Ambohibe,2021-06-08,5,4
Ambohibe,2021-06-08,7,3
Ambohibe,2021-06-14,10,3
Ambohibe,2021-06-15,6,3
Ambohibe,2021-06-21,10,4
Ambohibe,2021-06-21,12,4
Ambohibe,2021-06-22,5,3
Ambohibe,2021-06-22,6,4
Ambohibe,2021-06-28,2,1
Ambohibe,2021-06-28,2,1
Ambohibe,2021-06-29,1,1
Ambohibe,2021-06-29,2,1
Ambohibe,2021-06-29,7,1
Ambohibe,2021-06-29,7,2
Ambohibe,2021-07-01,3,1
Ambohibe,2021-07-02,1,1
Ambohibe,2021-07-02,18,4
Ambohibe,2021-07-03,1,1
Ambohibe,2021-07-03,6,1
Ambohibe,2021-07-05,2,3
Ambohibe,2021-07-05,3,4
Ambohibe,2021-07-16,1,1
Ambohibe,2021-07-16,3,1
Ambohibe,2021-07-17,1,1
Ambohibe,2021-07-17,3,1
Ambohibe,2021-07-18,1,1
Ambohibe,2021-07-18,3,1
Ambohibe,2021-07-19,2,1
Ambohibe,2021-07-19,5,1
Ambohibe,2021-07-20,2,1
Ambohibe,2021-07-20,2,1
Ambohibe,2021-07-20,2,1
Ambohibe,2021-07-20,4,1
Ambohibe,2021-07-20,4,1
Ambohibe,2021-07-20,20,4
Ambohibe,2021-08-09,4,1
Ambohibe,2021-08-09,4.5,1
Ambohibe,2021-08-09,5,1
Ambohibe,2021-08-09,12,4
Ambohibe,2021-08-10,2,1
Ambohibe,2021-08-10,2,1
Ambohibe,2021-08-10,4.5,1
Ambohibe,2021-08-10,6,1
Ambohibe,2021-08-12,1,1
Ambohibe,2021-08-12,4,1
Ambohibe,2021-08-16,1,1
Ambohibe,2021-08-16,4,2
Ambohibe,2021-08-17,2,1
Ambohibe,2021-08-17,3,1
Ambohibe,2021-08-24,2,1
Ambohibe,2021-08-24,3,1
Ambohibe,2021-08-30,1.5,1
Ambohibe,2021-08-30,12,4
Ambohibe,2021-08-31,4,1
Ambohibe,2021-08-31,6,1
Ambohibe,2021-08-31,10,4
Ambohibe,2021-09-06,0.5,1
Ambohibe,2021-09-06,1,1
Ambohibe,2021-09-06,1,2
Ambohibe,2021-09-06,1.5,1
Ambohibe,2021-09-06,1.5,3
Ambohibe,2021-09-06,2,1
Ambohibe,2021-09-06,2,1
Ambohibe,2021-09-06,2,2
Ambohibe,2021-09-06,2.5,1
Ambohibe,2021-09-06,2.5,4
Ambohibe,2021-09-07,3,1
Ambohibe,2021-09-07,4,1
Ambohibe,2021-09-07,6,1
Ambohibe,2021-09-07,6,2
Ambohibe,2021-09-07,7,2
Ambohibe,2021-09-13,1,1
Ambohibe,2021-09-13,1,2
Ambohibe,2021-09-13,1.5,2
Ambohibe,2021-09-13,1.5,3
Ambohibe,2021-09-13,2,1
Ambohibe,2021-09-13,3,1
Ambohibe,2021-09-13,3,4
Ambohibe,2021-09-13,4,1
Ambohibe,2021-09-13,7,2
Ambohibe,2021-09-14,1,2
Ambohibe,2021-09-14,1.5,1
Ambohibe,2021-09-14,1.5,3
Ambohibe,2021-09-14,2,2
Ambohibe,2021-09-14,2.5,4
Ambohibe,2021-09-14,3,1
Ambohibe,2021-09-14,5,1
Ambohibe,2021-09-14,6,1
Ambohibe,2021-09-14,8,1
Ambohibe,2021-09-14,10,2
Ambohibe,2021-09-20,0.5,1
Ambohibe,2021-09-20,1,2
Ambohibe,2021-09-20,1.5,2
Ambohibe,2021-09-20,2,1
Ambohibe,2021-09-20,2,1
Ambohibe,2021-09-20,2,3
Ambohibe,2021-09-20,2.5,4
Ambohibe,2021-09-20,3,1
Ambohibe,2021-09-20,4,1
Ambohibe,2021-09-20,5,1
Ambohibe,2021-09-21,1,1
Ambohibe,2021-09-21,2,1
Ambohibe,2021-09-21,3,1
Ambohibe,2021-09-21,5,2
Ambohibe,2021-09-21,6,2
Ambohibe,2021-09-27,1,1
Ambohibe,2021-09-27,1,2
Ambohibe,2021-09-27,1.5,3
Ambohibe,2021-09-27,2,2
Ambohibe,2021-09-27,3.5,4
Ambohibe,2021-09-28,0.5,2
Ambohibe,2021-09-28,1,2
Ambohibe,2021-09-28,1,3
Ambohibe,2021-09-28,2,2
Ambohibe,2021-09-28,2.5,3
Ambohibe,2021-10-21,0.5,1
Ambohibe,2021-10-21,0.5,2
Ambohibe,2021-10-21,1,2
Ambohibe,2021-10-21,1.5,3
Ambohibe,2021-10-21,5,4
Ambohibe,2021-12-13,8,1
Ambohibe,2021-12-13,9,1
Ambohibe,2021-12-13,9,2
Ambohibe,2021-12-13,10,2
Ambohibe,2021-12-13,10,2
Ambohibe,2021-12-13,10,4
Ambohibe,2021-12-13,12,1
Ambohibe,2021-12-13,15,2
Ambohibe,2021-12-13,20,3
Ambohibe,2021-12-13,20,4
Ambohibe,2021-12-14,5,1
Ambohibe,2021-12-14,6,1
Ambohibe,2021-12-14,8,1
Ambohibe,2021-12-14,8,2
Ambohibe,2021-12-14,10,2
Ambohibe,2021-12-14,10,2
Ambohibe,2021-12-14,12,2
Ambohibe,2021-12-14,17,3
Ambohibe,2021-12-14,18,3
Ambohibe,2021-12-14,22,4
Ambohibe,2021-12-20,2.5,1
Ambohibe,2021-12-20,5,2
Ambohibe,2021-12-20,8,1
Ambohibe,2021-12-20,8,2
Ambohibe,2021-12-20,8,2
Ambohibe,2021-12-20,10,2
Ambohibe,2021-12-20,11,2
Ambohibe,2021-12-20,15,1
Ambohibe,2021-12-20,19,3
Ambohibe,2021-12-20,20,3
Ambohibe,2021-12-21,2,1
Ambohibe,2021-12-21,3,1
Ambohibe,2021-12-21,3,1
Ambohibe,2021-12-21,4,1
Ambohibe,2021-12-21,4,1
Ambohibe,2021-12-21,10,2
Ambohibe,2021-12-21,12,2
Ambohibe,2021-12-21,18,3
Ambohibe,2021-12-21,19,2
Ambohibe,2021-12-27,5,1
Ambohibe,2021-12-27,5,1
Ambohibe,2021-12-27,6,1
Ambohibe,2021-12-27,7,1
Ambohibe,2021-12-27,8,2
Ambohibe,2021-12-27,10,2
Ambohibe,2021-12-27,16,1
Ambohibe,2021-12-27,18,3
Ambohibe,2021-12-27,20,2
Ambohibe,2021-12-27,20,3
Ambohibe,2021-12-27,26,4
Ambohibe,2021-12-28,4,2
Ambohibe,2021-12-28,5,1
Ambohibe,2021-12-28,5,1
Ambohibe,2021-12-28,8,1
Ambohibe,2021-12-28,9,1
Ambohibe,2021-12-28,12,3
Ambohibe,2021-12-28,17,2
Ambohibe,2021-12-28,20,2
Ambohibe,2021-12-28,25,3
Ambohibe,2022-01-03,4,1
Ambohibe,2022-01-03,4,1
Ambohibe,2022-01-03,5,1
Ambohibe,2022-01-03,6,1
Ambohibe,2022-01-03,8,2
Ambohibe,2022-01-03,10,2
Ambohibe,2022-01-03,10,2
Ambohibe,2022-01-03,15,3
Ambohibe,2022-01-03,18,3
Ambohibe,2022-01-03,20,4
Ambohibe,2022-01-04,3,1
Ambohibe,2022-01-04,4,1
Ambohibe,2022-01-04,5,1
Ambohibe,2022-01-04,5,1
Ambohibe,2022-01-04,5,1
Ambohibe,2022-01-04,6,1
Ambohibe,2022-01-04,10,2
Ambohibe,2022-01-04,15,3
Ambohibe,2022-01-04,25,4
Ambohibe,2022-01-10,3,1
Ambohibe,2022-01-10,3,1
Ambohibe,2022-01-10,4,2
Ambohibe,2022-01-10,5,1
Ambohibe,2022-01-10,5,1
Ambohibe,2022-01-10,9,2
Ambohibe,2022-01-10,10,2
Ambohibe,2022-01-10,17,3
Ambohibe,2022-01-10,20,3
Ambohibe,2022-01-10,25,4
Ambohibe,2022-01-11,4,1
Ambohibe,2022-01-11,5,1
Ambohibe,2022-01-11,6,1
Ambohibe,2022-01-11,8,1
Ambohibe,2022-01-11,9,2
Ambohibe,2022-01-11,10,2
Ambohibe,2022-01-11,10,2
Ambohibe,2022-01-11,13,3
Ambohibe,2022-01-11,17,3
Ambohibe,2022-01-11,27,4
Ambohibe,2022-01-17,5,1
Ambohibe,2022-01-17,5,1
Ambohibe,2022-01-17,6,1
Ambohibe,2022-01-17,6,1
Ambohibe,2022-01-17,10,2
Ambohibe,2022-01-17,12,2
Ambohibe,2022-01-17,16,3
Ambohibe,2022-01-17,20,3
Ambohibe,2022-01-17,28,4
Ambohibe,2022-01-18,4,1
Ambohibe,2022-01-18,4,1
Ambohibe,2022-01-18,5,1
Ambohibe,2022-01-18,10,2
Ambohibe,2022-01-18,10,3
Ambohibe,2022-01-18,12,2
Ambohibe,2022-01-18,18,3
Ambohibe,2022-01-18,20,4
Ambohibe,2022-01-18,25,4
Ambohibe,2022-01-19,4,1
Ambohibe,2022-01-24,2,1
Ambohibe,2022-01-24,3,1
Ambohibe,2022-01-24,5,1
Ambohibe,2022-01-24,5,1
Ambohibe,2022-01-24,6,1
Ambohibe,2022-01-24,8,2
Ambohibe,2022-01-24,10,2
Ambohibe,2022-01-24,16,3
Ambohibe,2022-01-24,20,3
Ambohibe,2022-01-24,25,4
Ambohibe,2022-01-25,3,1
Ambohibe,2022-01-25,4,1
Ambohibe,2022-01-25,6,1
Ambohibe,2022-01-25,6,2
Ambohibe,2022-01-25,6,2
Ambohibe,2022-01-25,8,2
Ambohibe,2022-01-25,8,2
Ambohibe,2022-01-25,10,2
Ambohibe,2022-01-25,12,2
Ambohibe,2022-01-25,15,3
Ambohibe,2022-01-25,20,4
Ambohibe,2022-01-31,3,1
Ambohibe,2022-01-31,3,1
Ambohibe,2022-01-31,4,1
Ambohibe,2022-01-31,5,1
Ambohibe,2022-01-31,10,2
Ambohibe,2022-01-31,12,3
Ambohibe,2022-01-31,18,2
Ambohibe,2022-01-31,25,4
Ambohibe,2022-01-31,30,3
Ambohibe,2022-02-01,5,1
Ambohibe,2022-02-01,6,1
Ambohibe,2022-02-01,6,1
Ambohibe,2022-02-01,7,2
Ambohibe,2022-02-01,10,2
Ambohibe,2022-02-01,10,3
Ambohibe,2022-02-01,15,2
Ambohibe,2022-02-01,18,3
Ambohibe,2022-02-01,20,2
Ambohibe,2022-02-01,28,3
Ambohibe,2022-02-07,10,1
Ambohibe,2022-02-07,17,3
Ambohibe,2022-02-07,20,2
Ambohibe,2022-02-07,20,4
Ambohibe,2022-02-07,30,3
Ambohibe,2022-02-08,3,1
Ambohibe,2022-02-08,4,1
Ambohibe,2022-02-08,4,1
Ambohibe,2022-02-08,5,1
Ambohibe,2022-02-08,8,2
Ambohibe,2022-02-08,12,3
Ambohibe,2022-02-08,18,4
Ambohibe,2022-02-08,20,2
Ambohibe,2022-02-08,25,2
Ambohibe,2022-02-08,35,3
Ambohibe,2022-02-09,2,1
Ambohibe,2022-02-09,3,1
Ambohibe,2022-02-09,4,1
Ambohibe,2022-02-09,5,1
Ambohibe,2022-02-09,6,1
Ambohibe,2022-02-14,6,2
Ambohibe,2022-02-14,8,3
Ambohibe,2022-02-14,12,2
Ambohibe,2022-02-14,18,4
Ambohibe,2022-02-14,20,3
Ambohibe,2022-02-15,4,2
Ambohibe,2022-02-15,6,2
Ambohibe,2022-02-15,7,3
Ambohibe,2022-02-15,10,3
Ambohibe,2022-02-15,18,3
Ambohibe,2022-02-16,2,1
Ambohibe,2022-02-16,2,1
Ambohibe,2022-02-16,4,2
Ambohibe,2022-02-16,5,1
Ambohibe,2022-02-16,5,2
Ambohibe,2022-02-17,3,1
Ambohibe,2022-02-17,4,1
Ambohibe,2022-02-17,5,1
Ambohibe,2022-02-17,6,2
Ambohibe,2022-02-17,7,2
Ambohibe,2022-02-21,7,2
Ambohibe,2022-02-21,10,2
Ambohibe,2022-02-21,18,3
Ambohibe,2022-02-21,25,3
Ambohibe,2022-02-21,27,4
Ambohibe,2022-02-22,3,1
Ambohibe,2022-02-22,3,1
Ambohibe,2022-02-22,4,1
Ambohibe,2022-02-22,5,1
Ambohibe,2022-02-22,7,2
Ambohibe,2022-02-22,10,2
Ambohibe,2022-02-22,12,2
Ambohibe,2022-02-22,18,3
Ambohibe,2022-02-22,20,4
Ambohibe,2022-02-22,21,3
Ambohibe,2022-02-23,3,1
Ambohibe,2022-02-23,4,1
Ambohibe,2022-02-23,5,1
Ambohibe,2022-02-23,6,2
Ambohibe,2022-02-23,7,2
Ambohibe,2022-02-28,5,2
Ambohibe,2022-02-28,8,2
Ambohibe,2022-02-28,18,3
Ambohibe,2022-02-28,20,3
Ambohibe,2022-02-28,22,1
Ambohibe,2022-03-01,0,3
Ambohibe,2022-03-01,3,1
Ambohibe,2022-03-01,4,1
Ambohibe,2022-03-01,5,1
Ambohibe,2022-03-01,5,1
Ambohibe,2022-03-01,5,1
Ambohibe,2022-03-01,6,2
Ambohibe,2022-03-01,10,2
Ambohibe,2022-03-01,10,3
Ambohibe,2022-03-01,18,4
Ambohibe,2022-03-02,3,1
Ambohibe,2022-03-02,3,2
Ambohibe,2022-03-02,4,2
Ambohibe,2022-03-02,5,1
Ambohibe,2022-03-02,6,1
Ambohibe,2022-03-07,4,2
Ambohibe,2022-03-07,5,2
Ambohibe,2022-03-07,8,1
Ambohibe,2022-03-07,12,3
Ambohibe,2022-03-07,20,3
Ambohibe,2022-03-08,3,1
Ambohibe,2022-03-08,3,1
Ambohibe,2022-03-08,3,1
Ambohibe,2022-03-08,5,1
Ambohibe,2022-03-08,6,2
Ambohibe,2022-03-08,8,3
Ambohibe,2022-03-08,10,2
Ambohibe,2022-03-08,15,4
Ambohibe,2022-03-08,18,3
Ambohibe,2022-03-09,3,1
Ambohibe,2022-03-09,4,1
Ambohibe,2022-03-09,4,1
Ambohibe,2022-03-09,5,1
Ambohibe,2022-03-09,6,2
Ambohibe,2022-03-12,14,2
Ambohibe,2022-03-12,15,2
Ambohibe,2022-03-12,18,3
Ambohibe,2022-03-12,22,4
Ambohibe,2022-03-13,20,3
Ambohibe,2022-03-15,1,1
Ambohibe,2022-03-15,2,1
Ambohibe,2022-03-15,3,1
Ambohibe,2022-03-15,5,2
Ambohibe,2022-03-15,6,2
Ambohibe,2022-03-15,14,3
Ambohibe,2022-03-15,17,3
Ambohibe,2022-03-15,19,2
Ambohibe,2022-03-15,20,3
Ambohibe,2022-03-15,22,4
Ambohibe,2022-03-16,2,1
Ambohibe,2022-03-16,3,1
Ambohibe,2022-03-16,3,1
Ambohibe,2022-03-16,5,1
Ambohibe,2022-03-16,6,2
Ambohibe,2022-03-21,10,2
Ambohibe,2022-03-21,14,3
Ambohibe,2022-03-21,15,3
Ambohibe,2022-03-21,17,4
Ambohibe,2022-03-21,20,4
Ambohibe,2022-03-22,1,1
Ambohibe,2022-03-22,2,1
Ambohibe,2022-03-22,2,2
Ambohibe,2022-03-22,3,1
Ambohibe,2022-03-22,4,2
Ambohibe,2022-03-22,8,2
Ambohibe,2022-03-22,12,3
Ambohibe,2022-03-22,14,3
Ambohibe,2022-03-22,18,4
Ambohibe,2022-03-22,22,4
Ambohibe,2022-03-23,1,1
Ambohibe,2022-03-23,2,1
Ambohibe,2022-03-23,3,2
Ambohibe,2022-03-23,4,1
Ambohibe,2022-03-23,5,2
Ambohibe,2022-03-28,2,1
Ambohibe,2022-03-28,2,2
Ambohibe,2022-03-28,2,2
Ambohibe,2022-03-28,3,1
Ambohibe,2022-03-28,3,1
Ambohibe,2022-03-28,3,2
Ambohibe,2022-03-28,4,2
Ambohibe,2022-03-28,6,2
Ambohibe,2022-03-28,7,3
Ambohibe,2022-03-28,10,3
Ambohibe,2022-03-28,12,4
Ambohibe,2022-03-29,2,1
Ambohibe,2022-03-29,3,1
Ambohibe,2022-03-29,3,2
Ambohibe,2022-03-29,4,1
Ambohibe,2022-03-29,4,1
Ambohibe,2022-03-29,6,2
Ambohibe,2022-03-29,6,3
Ambohibe,2022-03-29,9,4
Ambohibe,2022-03-29,10,4
Ambohibe,2022-03-29,12,4
Ambohibe,2022-04-04,1,1
Ambohibe,2022-04-04,2,1
Ambohibe,2022-04-04,2.5,1
Ambohibe,2022-04-04,3,2
Ambohibe,2022-04-04,5,2
Ambohibe,2022-04-04,6,3
Ambohibe,2022-04-04,10,4
Ambohibe,2022-04-04,12,4
Ambohibe,2022-04-04,16,4
Ambohibe,2022-04-04,19,4
Ambohibe,2022-04-05,2,1
Ambohibe,2022-04-05,3,1
Ambohibe,2022-04-05,3,1
Ambohibe,2022-04-05,4,1
Ambohibe,2022-04-05,4,1
Ambohibe,2022-04-05,4,2
Ambohibe,2022-04-05,10,4
Ambohibe,2022-04-05,12,4
Ambohibe,2022-04-05,16,4
Ambohibe,2022-04-05,19,4
Ambohibe,2022-04-11,2,1
Ambohibe,2022-04-11,3,1
Ambohibe,2022-04-11,3,1
Ambohibe,2022-04-11,5,1
Ambohibe,2022-04-11,6,4
Ambohibe,2022-04-11,9,4
Ambohibe,2022-04-11,10,4
Ambohibe,2022-04-11,11,4
Ambohibe,2022-04-11,12,4
Ambohibe,2022-04-12,4,1
Ambohibe,2022-04-12,4,1
Ambohibe,2022-04-12,4,3
Ambohibe,2022-04-12,5,1
Ambohibe,2022-04-12,6,1
Ambohibe,2022-04-12,6,1
Ambohibe,2022-04-12,7,4
Ambohibe,2022-04-12,9,4
Ambohibe,2022-04-12,10,4
Ambohibe,2022-04-12,12,4
Ambohibe,2022-04-18,1,1
Ambohibe,2022-04-18,3,1
Ambohibe,2022-04-18,4,1
Ambohibe,2022-04-18,4,2
Ambohibe,2022-04-18,6,2
Ambohibe,2022-04-18,6,3
Ambohibe,2022-04-18,7,2
Ambohibe,2022-04-18,9,4
Ambohibe,2022-04-18,12,4
Ambohibe,2022-04-18,16,4
Ambohibe,2022-04-18,18,4
Ambohibe,2022-04-19,4,1
Ambohibe,2022-04-19,5,2
Ambohibe,2022-04-19,6,2
Ambohibe,2022-04-19,7,4
Ambohibe,2022-04-19,10,4
Ambohibe,2022-04-19,13,4
Ambohibe,2022-04-19,15,4
Ambohibe,2022-04-19,18,4
Ambohibe,2022-04-25,3,1
Ambohibe,2022-04-25,3,1
Ambohibe,2022-04-25,3,2
Ambohibe,2022-04-25,5,2
Ambohibe,2022-04-25,5,2
Ambohibe,2022-04-25,10,4
Ambohibe,2022-04-25,12,4
Ambohibe,2022-04-25,12,4
Ambohibe,2022-04-25,14,4
Ambohibe,2022-04-26,2,1
Ambohibe,2022-04-26,3,1
Ambohibe,2022-04-26,3,1
Ambohibe,2022-04-26,4,2
Ambohibe,2022-04-26,5,2
Ambohibe,2022-04-26,5,3
Ambohibe,2022-04-26,7,4
Ambohibe,2022-04-26,8,4
Ambohibe,2022-04-26,10,4
Ambohibe,2022-04-26,11,4
Ambohibe,2022-05-02,3,1
Ambohibe,2022-05-02,3,1
Ambohibe,2022-05-02,4,1
Ambohibe,2022-05-02,6,2
Ambohibe,2022-05-02,7,2
Ambohibe,2022-05-02,9,4
Ambohibe,2022-05-02,12,4
Ambohibe,2022-05-02,12,4
Ambohibe,2022-05-02,20,4
Ambohibe,2022-05-02,22,4
Ambohibe,2022-05-03,2,1
Ambohibe,2022-05-03,3,1
Ambohibe,2022-05-03,4,1
Ambohibe,2022-05-03,4,1
Ambohibe,2022-05-03,5,1
Ambohibe,2022-05-03,10,4
Ambohibe,2022-05-03,14,4
Ambohibe,2022-05-03,16,3
Ambohibe,2022-05-03,17,4
Ambohibe,2022-05-03,18,4
Ambohibe,2022-05-09,1,1
Ambohibe,2022-05-09,2,1
Ambohibe,2022-05-09,2,1
Ambohibe,2022-05-09,3,1
Ambohibe,2022-05-09,3,1
Ambohibe,2022-05-09,5,3
Ambohibe,2022-05-09,7,4
Ambohibe,2022-05-09,9,4
Ambohibe,2022-05-09,10,4
Ambohibe,2022-05-09,12,4
Ambohibe,2022-05-10,1,1
Ambohibe,2022-05-10,2,1
Ambohibe,2022-05-10,3,1
Ambohibe,2022-05-10,4,1
Ambohibe,2022-05-10,4,4
Ambohibe,2022-05-10,6,4
Ambohibe,2022-05-10,7,4
Ambohibe,2022-05-10,10,4
Ambohibe,2022-05-10,11,4
Ambohibe,2022-05-16,3,1
Ambohibe,2022-05-16,4,1
Ambohibe,2022-05-16,5,2
Ambohibe,2022-05-16,6,2
Ambohibe,2022-05-16,10,4
Ambohibe,2022-05-16,12,4
Ambohibe,2022-05-16,17,4
Ambohibe,2022-05-16,20,4
Ambohibe,2022-05-16,20,4
Ambohibe,2022-05-17,2,1
Ambohibe,2022-05-17,3,1
Ambohibe,2022-05-17,3,1
Ambohibe,2022-05-17,4,1
Ambohibe,2022-05-17,5,2
Ambohibe,2022-05-17,10,4
Ambohibe,2022-05-17,10,4
Ambohibe,2022-05-17,18,4
Ambohibe,2022-05-17,18,4
Ambohibe,2022-05-17,20,4
Ambohibe,2022-05-23,2,1
Ambohibe,2022-05-23,2,1
Ambohibe,2022-05-23,3,1
Ambohibe,2022-05-23,4,1
Ambohibe,2022-05-23,7,4
Ambohibe,2022-05-23,9,4
Ambohibe,2022-05-23,10,4
Ambohibe,2022-05-23,10,4
Ambohibe,2022-05-23,14,4
Ambohibe,2022-05-24,2,1
Ambohibe,2022-05-24,3,1
Ambohibe,2022-05-24,4,4
Ambohibe,2022-05-24,5,1
Ambohibe,2022-05-24,5,1
Ambohibe,2022-05-24,6,4
Ambohibe,2022-05-24,12,3
Ambohibe,2022-05-24,12,4
Ambohibe,2022-05-30,2,1
Ambohibe,2022-05-30,3,1
Ambohibe,2022-05-30,4,1
Ambohibe,2022-05-30,5,2
Ambohibe,2022-05-30,6,2
Ambohibe,2022-05-30,14,4
Ambohibe,2022-05-30,17,4
Ambohibe,2022-05-30,18,4
Ambohibe,2022-05-30,20,3
Ambohibe,2022-05-30,22,4
Ambohibe,2022-05-31,2,1
Ambohibe,2022-05-31,3,1
Ambohibe,2022-05-31,3,2
Ambohibe,2022-05-31,3,2
Ambohibe,2022-05-31,10,3
Ambohibe,2022-05-31,10,4
Ambohibe,2022-05-31,14,2
Ambohibe,2022-05-31,16,4
Ambohibe,2022-05-31,19,4
Ambohibe,2022-06-01,3.5,2
Ambohibe,2022-06-06,2,1
Ambohibe,2022-06-06,2,4
Ambohibe,2022-06-06,2.5,1
Ambohibe,2022-06-06,3,1
Ambohibe,2022-06-06,4,1
Ambohibe,2022-06-06,4,1
Ambohibe,2022-06-06,4,4
Ambohibe,2022-06-06,6,3
Ambohibe,2022-06-06,6,4
Ambohibe,2022-06-06,10,3
Ambohibe,2022-06-07,2,1
Ambohibe,2022-06-07,2.5,2
Ambohibe,2022-06-07,3,1
Ambohibe,2022-06-07,3,4
Ambohibe,2022-06-07,3.5,1
Ambohibe,2022-06-07,4,1
Ambohibe,2022-06-07,7,3
Ambohibe,2022-06-07,10,4
Ambohibe,2022-06-07,12,3
Ambohibe,2022-06-13,1,1
Ambohibe,2022-06-13,3,1
Ambohibe,2022-06-13,5,1
Ambohibe,2022-06-13,5.5,2
Ambohibe,2022-06-13,10,4
Ambohibe,2022-06-13,14,4
Ambohibe,2022-06-13,18,4
Ambohibe,2022-06-13,20,4
Ambohibe,2022-06-13,22,3
Ambohibe,2022-06-14,2,1
Ambohibe,2022-06-14,2,1
Ambohibe,2022-06-14,4,1
Ambohibe,2022-06-14,4,2
Ambohibe,2022-06-14,4,4
Ambohibe,2022-06-14,8,4
Ambohibe,2022-06-14,10,4
Ambohibe,2022-06-14,14,4
Ambolikapiky,2021-09-09,0,1
Ambolikapiky,2021-09-09,0.5,1
Ambolikapiky,2021-09-09,1,1
Ambolikapiky,2021-09-09,1,1
Ambolikapiky,2021-09-09,1,1
Ambolikapiky,2021-09-09,1,1
Ambolikapiky,2021-09-09,1,1
Ambolikapiky,2021-09-09,1,1
Ambolikapiky,2021-09-09,2,1
Ambolikapiky,2021-09-09,2,1
Ambolikapiky,2021-09-10,0.5,1
Ambolikapiky,2021-09-10,0.5,1
Ambolikapiky,2021-09-10,0.5,1
Ambolikapiky,2021-09-10,0.5,1
Ambolikapiky,2021-09-10,1,1
Ambolikapiky,2021-09-10,1,1
Ambolikapiky,2021-09-10,1,1
Ambolikapiky,2021-09-10,1,1
Ambolikapiky,2021-09-10,1,1
Ambolikapiky,2021-09-10,1,1
Ambolikapiky,2021-09-10,2,1
Ambolikapiky,2021-09-10,2,1
Ambolikapiky,2021-09-11,0.5,1
Ambolikapiky,2021-09-11,0.5,1
Ambolikapiky,2021-09-11,0.5,1
Ambolikapiky,2021-09-11,0.5,1
Ambolikapiky,2021-09-11,0.5,1
Ambolikapiky,2021-09-11,0.5,1
Ambolikapiky,2021-09-11,1,1
Ambolikapiky,2021-09-11,1,1
Ambolikapiky,2021-09-11,1,1
Ambolikapiky,2021-09-11,1,1
Ambolikapiky,2021-09-11,2,1
Ambolikapiky,2021-09-11,2,1
Ambolikapiky,2021-09-11,5,1
Ambolikapiky,2021-09-12,0,1
Ambolikapiky,2021-09-12,0.5,1
Ambolikapiky,2021-09-12,0.5,1
Ambolikapiky,2021-09-12,0.5,1
Ambolikapiky,2021-09-12,0.5,1
Ambolikapiky,2021-09-12,0.5,1
Ambolikapiky,2021-09-12,1,1
Ambolikapiky,2021-09-12,1,1
Ambolikapiky,2021-09-12,1,1
Ambolikapiky,2021-09-12,6,2
Ambolikapiky,2021-09-13,0,1
Ambolikapiky,2021-09-13,0.5,1
Ambolikapiky,2021-09-13,0.5,1
Ambolikapiky,2021-09-13,0.5,1
Ambolikapiky,2021-09-13,0.5,1
Ambolikapiky,2021-09-13,0.5,1
Ambolikapiky,2021-09-13,0.5,1
Ambolikapiky,2021-09-13,0.5,1
Ambolikapiky,2021-09-13,1,1
Ambolikapiky,2021-09-13,1,1
Ambolikapiky,2021-09-13,1,1
Ambolikapiky,2021-09-13,1,1
Ambolikapiky,2021-09-13,1,1
Ambolikapiky,2021-09-13,2,1
