village.nom,fiche_acheteur.date,fiche_acheteur.collecte_poids1,nombre_sortie_vente
Antsakoamanera,2022-03-17,3,1
Antsakoamanera,2022-03-17,4,1
Antsakoamanera,2022-03-17,5,1
Antsakoamanera,2022-03-17,6,1
Antsakoamanera,2022-03-17,8,1
Antsakoamanera,2022-04-12,3,1
Antsakoamanera,2022-04-12,6,1
Antsakoamanera,2022-04-12,7,1
Antsakoamanera,2022-04-12,9,1
Antsakoamanera,2022-04-12,9,1
Antsakoamanera,2022-04-14,8,1
Antsakoamanera,2022-04-14,9,1
Antsakoamanera,2022-04-14,11,1
Antsakoamanera,2022-04-14,13,1
Antsakoamanera,2022-04-14,14,1
Antsakoamanera,2022-04-16,2,1
Antsakoamanera,2022-04-16,3,1
Antsakoamanera,2022-04-16,3,1
Antsakoamanera,2022-04-16,4,1
Antsakoamanera,2022-04-16,7,1
Antsakoamanera,2022-04-19,7,1
Antsakoamanera,2022-04-19,9,1
Antsakoamanera,2022-04-19,11,1
Antsakoamanera,2022-04-19,12,1
Antsakoamanera,2022-04-19,13,1
Antsakoamanera,2022-04-21,6,1
Antsakoamanera,2022-04-21,9,1
Antsakoamanera,2022-04-21,9,1
Antsakoamanera,2022-04-21,11,1
Antsakoamanera,2022-04-21,13,1
Antsakoamanera,2022-04-23,5,1
Antsakoamanera,2022-04-23,5,1
Antsakoamanera,2022-04-23,7,1
Antsakoamanera,2022-04-23,10,1
Antsakoamanera,2022-04-23,13,1
Antsakoamanera,2022-04-24,9,4
Antsakoamanera,2022-04-24,10,4
Antsakoamanera,2022-04-24,12,4
Antsakoamanera,2022-04-24,13,4
Antsakoamanera,2022-04-24,14,3
Antsakoamanera,2022-04-26,4,3
Antsakoamanera,2022-04-26,6,4
Antsakoamanera,2022-04-26,7,2
Antsakoamanera,2022-04-26,8,4
Antsakoamanera,2022-04-26,9,4
Antsakoamanera,2022-04-26,11,4
Antsakoamanera,2022-04-26,13,4
Antsakoamanera,2022-04-26,13,4
Antsakoamanera,2022-04-26,16,4
Antsakoamanera,2022-04-26,23,4
Antsakoamanera,2022-04-27,8,4
Antsakoamanera,2022-04-27,10,4
Antsakoamanera,2022-04-27,10,4
Antsakoamanera,2022-04-27,14,4
Antsakoamanera,2022-04-27,20,4
Antsakoamanera,2022-04-28,8,4
Antsakoamanera,2022-04-28,10,4
Antsakoamanera,2022-04-28,11,4
Antsakoamanera,2022-04-28,12,4
Antsakoamanera,2022-04-28,15,4
Antsakoamanera,2022-04-29,5,4
Antsakoamanera,2022-04-29,7,4
Antsakoamanera,2022-04-29,11,4
Antsakoamanera,2022-04-29,11,4
Antsakoamanera,2022-04-29,12,4
Antsakoamanera,2022-04-30,3,4
Antsakoamanera,2022-04-30,4,4
Antsakoamanera,2022-04-30,7,4
Antsakoamanera,2022-04-30,9,4
Antsakoamanera,2022-04-30,16,4
Antsakoamanera,2022-05-01,6,4
Antsakoamanera,2022-05-01,6,4
Antsakoamanera,2022-05-01,7,4
Antsakoamanera,2022-05-01,8,4
Antsakoamanera,2022-05-01,12,4
Antsakoamanera,2022-05-02,3,4
Antsakoamanera,2022-05-02,5,4
Antsakoamanera,2022-05-02,8,4
Antsakoamanera,2022-05-02,9,4
Antsakoamanera,2022-05-03,5,4
Antsakoamanera,2022-05-03,7,4
Antsakoamanera,2022-05-03,11,4
Antsakoamanera,2022-05-03,12,4
Antsakoamanera,2022-05-03,13,4
Antsakoamanera,2022-05-04,2,4
Antsakoamanera,2022-05-04,3,4
Antsakoamanera,2022-05-04,6,4
Antsakoamanera,2022-05-04,10,4
Antsakoamanera,2022-05-04,12,4
Antsakoamanera,2022-05-05,3,4
Antsakoamanera,2022-05-05,4,4
Antsakoamanera,2022-05-05,5,4
Antsakoamanera,2022-05-05,9,4
Antsakoamanera,2022-05-05,11,4
Antsakoamanera,2022-05-06,5,4
Antsakoamanera,2022-05-06,7,4
Antsakoamanera,2022-05-06,8,4
Antsakoamanera,2022-05-06,9,4
Antsakoamanera,2022-05-06,12,4
Antsakoamanera,2022-05-07,3,4
Antsakoamanera,2022-05-07,7,4
Antsakoamanera,2022-05-07,9,4
Antsakoamanera,2022-05-07,11,4
Antsakoamanera,2022-05-07,12,4
Antsakoamanera,2022-05-08,2,4
Antsakoamanera,2022-05-08,5,4
Antsakoamanera,2022-05-08,8,4
Antsakoamanera,2022-05-08,10,4
Antsakoamanera,2022-05-08,12,4
Antsakoamanera,2022-05-09,1,4
Antsakoamanera,2022-05-09,2,4
Antsakoamanera,2022-05-09,8,4
Antsakoamanera,2022-05-09,10,4
Antsakoamanera,2022-05-09,12,4
Antsakoamanera,2022-05-10,6,4
Antsakoamanera,2022-05-10,7,4
Antsakoamanera,2022-05-10,9,4
Antsakoamanera,2022-05-10,10,4
Antsakoamanera,2022-05-10,12,4
Antsakoamanera,2022-05-10,13,4
Antsakoamanera,2022-05-11,4,4
Antsakoamanera,2022-05-11,5,4
Antsakoamanera,2022-05-11,7,4
Antsakoamanera,2022-05-11,9,4
Antsakoamanera,2022-05-11,10,4
Antsakoamanera,2022-05-12,7,4
Antsakoamanera,2022-05-12,10,4
Antsakoamanera,2022-05-12,11,4
Antsakoamanera,2022-05-12,13,4
Antsakoamanera,2022-05-13,4,4
Antsakoamanera,2022-05-13,5,4
Antsakoamanera,2022-05-13,7,4
Antsakoamanera,2022-05-13,8,4
Antsakoamanera,2022-05-13,13,4
Antsakoamanera,2022-05-14,3,4
Antsakoamanera,2022-05-14,5,4
Antsakoamanera,2022-05-14,6,4
Antsakoamanera,2022-05-14,8,4
Antsakoamanera,2022-05-14,10,4
Antsakoamanera,2022-05-26,8,4
Antsakoamanera,2022-05-26,9,4
Antsakoamanera,2022-05-26,10,4
Antsakoamanera,2022-05-26,12,4
Antsakoamanera,2022-05-26,13,4
Antsakoamanera,2022-05-27,4,4
Antsakoamanera,2022-05-27,7,4
Antsakoamanera,2022-05-27,9,4
Antsakoamanera,2022-05-27,10,4
Antsakoamanera,2022-05-27,13,4
Antsakoamanera,2022-05-28,8,4
Antsakoamanera,2022-05-28,9,4
Antsakoamanera,2022-05-28,10,4
Antsakoamanera,2022-05-28,12,4
Antsakoamanera,2022-05-28,13,4
Antsakoamanera,2022-05-29,4,4
Antsakoamanera,2022-05-29,5,4
Antsakoamanera,2022-05-29,7,4
Antsakoamanera,2022-05-29,9,4
Antsakoamanera,2022-05-29,10,4
Antsakoamanera,2022-05-30,4,4
Antsakoamanera,2022-05-30,7,4
Antsakoamanera,2022-05-30,11,4
Antsakoamanera,2022-05-30,13,4
Antsakoamanera,2022-05-30,14,4
Antsakoamanera,2022-05-31,3,4
Antsakoamanera,2022-05-31,7,4
Antsakoamanera,2022-05-31,9,4
Antsakoamanera,2022-05-31,10,4
Antsakoamanera,2022-05-31,13,4
Antsakoamanera,2022-06-01,2,4
Antsakoamanera,2022-06-01,8,4
Antsakoamanera,2022-06-01,9,4
Antsakoamanera,2022-06-01,10,4
Antsakoamanera,2022-06-01,14,4
Antsakoamanera,2022-06-02,10,4
Antsakoamanera,2022-06-02,10,4
Antsakoamanera,2022-06-02,12,4
Antsakoamanera,2022-06-02,13,4
Antsakoamanera,2022-06-02,14,4
Antsakoamanera,2022-06-03,6,4
Antsakoamanera,2022-06-03,6,4
Antsakoamanera,2022-06-03,9,4
Antsakoamanera,2022-06-03,10,4
Antsakoamanera,2022-06-03,12,4
Antsakoamanera,2022-06-04,4,4
Antsakoamanera,2022-06-04,4,4
Antsakoamanera,2022-06-04,7,4
Antsakoamanera,2022-06-04,13,4
Antsakoamanera,2022-06-04,23,4
Antsakoamanera,2022-06-05,7,4
Antsakoamanera,2022-06-05,9,4
Antsakoamanera,2022-06-05,11,4
Antsakoamanera,2022-06-05,17,4
Antsakoamanera,2022-06-05,21,4
Antsakoamanera,2022-06-06,4,4
Antsakoamanera,2022-06-06,7,4
Antsakoamanera,2022-06-06,10,4
Antsakoamanera,2022-06-06,11,4
Antsakoamanera,2022-06-06,13,4
Antsatrana,2022-02-03,4,1
Antsatrana,2022-02-03,7,2
Antsatrana,2022-02-04,6,2
Antsatrana,2022-02-04,12,2
Antsatrana,2022-02-04,12,4
Antsatrana,2022-02-05,3,2
Antsatrana,2022-02-05,4,2
Antsatrana,2022-02-05,6,1
Antsatrana,2022-02-05,6,1
Antsatrana,2022-02-05,9,3
Antsatrana,2022-02-06,4,1
Antsatrana,2022-02-06,6,1
Antsatrana,2022-02-07,5,1
Antsatrana,2022-02-07,7,1
Antsatrana,2022-02-07,10,4
Antsatrana,2022-02-08,6,2
Antsatrana,2022-02-08,8,3
Antsatrana,2022-02-08,8,4
Antsatrana,2022-02-08,9,2
Antsatrana,2022-02-09,4,1
Antsatrana,2022-02-09,5,1
Antsatrana,2022-02-09,6,1
Antsatrana,2022-02-09,7,3
Antsatrana,2022-02-10,9,4
Antsatrana,2022-02-10,10,2
Antsatrana,2022-03-01,10,2
Antsatrana,2022-03-01,15,2
Antsatrana,2022-03-01,18,2
Antsatrana,2022-03-01,19,3
Antsatrana,2022-03-02,9,1
Antsatrana,2022-03-02,24,4
Antsatrana,2022-03-03,8,1
Antsatrana,2022-03-03,9,2
Antsatrana,2022-03-03,15,2
Antsatrana,2022-03-03,20,3
Antsatrana,2022-03-04,7,2
Antsatrana,2022-03-04,10,2
Antsatrana,2022-03-04,12,2
Antsatrana,2022-03-04,18,2
Antsatrana,2022-04-11,0,1
Antsatrana,2022-04-11,0,1
Antsatrana,2022-04-11,0,2
Antsatrana,2022-04-11,0,3
Antsatrana,2022-04-11,0,4
Antsatrana,2022-04-12,0,1
Antsatrana,2022-04-12,0,1
Antsatrana,2022-04-12,0,1
Antsatrana,2022-04-12,0,2
Antsatrana,2022-04-12,0,2
Antsatrana,2022-04-13,0,1
Antsatrana,2022-04-13,0,2
Antsatrana,2022-04-13,0,2
Antsatrana,2022-04-13,0,3
Antsatrana,2022-04-13,0,3
Antsatrana,2022-04-14,0,1
Antsatrana,2022-04-14,0,1
Antsatrana,2022-04-14,0,2
Antsatrana,2022-04-14,0,2
Antsatrana,2022-04-14,0,2
Antsatrana,2022-04-15,0,1
Antsatrana,2022-04-15,0,1
Antsatrana,2022-04-15,0,1
Antsatrana,2022-04-15,0,2
Antsatrana,2022-04-15,0,4
Antsatrana,2022-04-16,0,1
Antsatrana,2022-04-16,0,1
Antsatrana,2022-04-16,0,1
Antsatrana,2022-04-16,0,3
Antsatrana,2022-04-16,0,4
Antsatrana,2022-04-17,0,1
Antsatrana,2022-04-17,0,1
Antsatrana,2022-04-17,0,1
Antsatrana,2022-04-17,0,1
Antsatrana,2022-04-17,0,2
Antsatrana,2022-04-18,0,1
Antsatrana,2022-04-18,0,1
Antsatrana,2022-04-18,0,2
Antsatrana,2022-04-18,0,2
Antsatrana,2022-04-18,0,3
Antsatrana,2022-04-19,0,1
Antsatrana,2022-04-19,0,1
Antsatrana,2022-04-19,0,1
Antsatrana,2022-04-19,0,2
Antsatrana,2022-04-19,0,3
Antsatrana,2022-04-20,0,2
Antsatrana,2022-04-20,0,2
Antsatrana,2022-04-20,0,2
Antsatrana,2022-04-20,0,3
Antsatrana,2022-04-20,0,3
Antsatrana,2022-04-21,0,2
Antsatrana,2022-04-21,0,2
Antsatrana,2022-04-21,0,2
Antsatrana,2022-04-21,0,2
Antsatrana,2022-04-21,0,3
Antsatrana,2022-04-22,0,1
Antsatrana,2022-04-22,0,1
Antsatrana,2022-04-22,0,2
Antsatrana,2022-04-22,0,2
Antsatrana,2022-04-22,0,3
Antsatrana,2022-04-23,0,1
Antsatrana,2022-04-23,0,2
Antsatrana,2022-04-23,0,2
Antsatrana,2022-04-23,0,2
Antsatrana,2022-04-23,0,2
Antsatrana,2022-04-24,0,1
Antsatrana,2022-04-24,0,2
Antsatrana,2022-04-24,0,2
Antsatrana,2022-05-09,0,1
Antsatrana,2022-05-09,0,1
Antsatrana,2022-05-09,0,1
Antsatrana,2022-05-09,0,1
Antsatrana,2022-05-09,0,2
Antsatrana,2022-05-09,0,2
Antsatrana,2022-05-09,0,2
Antsatrana,2022-05-09,0,2
Antsatrana,2022-05-09,0,3
Antsatrana,2022-05-09,0,3
Antsatrana,2022-05-10,0,1
Antsatrana,2022-05-10,0,1
Antsatrana,2022-05-10,0,1
Antsatrana,2022-05-10,0,2
Antsatrana,2022-05-10,0,2
Antsatrana,2022-05-10,0,2
Antsatrana,2022-05-10,0,2
Antsatrana,2022-05-10,0,3
Antsatrana,2022-05-10,0,3
Antsatrana,2022-05-10,0,3
Antsatrana,2022-05-10,0,4
Antsatrana,2022-05-10,0,4
Antsatrana,2022-05-11,0,2
Antsatrana,2022-05-11,0,2
Antsatrana,2022-05-11,0,2
Antsatrana,2022-05-11,0,3
Antsatrana,2022-05-11,0,3
Antsatrana,2022-05-11,0,3
Antsatrana,2022-05-11,0,4
Antsatrana,2022-05-11,0,4
Antsatrana,2022-05-16,0,1
Antsatrana,2022-05-16,0,1
Antsatrana,2022-05-16,0,2
Antsatrana,2022-05-16,0,2
Antsatrana,2022-05-16,0,2
Antsatrana,2022-05-16,0,2
Antsatrana,2022-05-16,0,3
Antsatrana,2022-05-16,0,3
Antsatrana,2022-05-16,0,4
Antsatrana,2022-05-16,0,4
Antsatrana,2022-05-17,0,1
Antsatrana,2022-05-17,0,2
Antsatrana,2022-05-17,0,2
Antsatrana,2022-05-17,0,2
Antsatrana,2022-05-17,0,3
Antsatrana,2022-05-18,0,1
Antsatrana,2022-05-18,0,1
Antsatrana,2022-05-18,0,2
Antsatrana,2022-05-18,0,2
Antsatrana,2022-05-18,0,2
Antsosa,2021-06-07,3,1
Antsosa,2021-06-07,5,1
Antsosa,2021-06-07,8,1
Antsosa,2021-06-07,10,1
Antsosa,2021-06-07,15,2
Antsosa,2021-06-08,7,1
Antsosa,2021-06-08,11,1
Antsosa,2021-06-08,13,1
Antsosa,2021-06-08,13,1
Antsosa,2021-06-08,22,1
Antsosa,2021-06-09,13,1
Antsosa,2021-06-20,4,1
Antsosa,2021-06-20,5,1
Antsosa,2021-06-20,8,2
Antsosa,2021-06-20,9,2
Antsosa,2021-06-20,12,3
Antsosa,2021-06-21,4,1
Antsosa,2021-06-21,4,2
Antsosa,2021-06-21,6,2
Antsosa,2021-06-21,13,3
Antsosa,2021-06-28,5,2
Antsosa,2021-06-28,6,2
Antsosa,2021-06-28,8,2
Antsosa,2021-06-28,10,1
Antsosa,2021-06-28,10,2
Antsosa,2021-06-29,4,2
Antsosa,2021-06-29,5,1
Antsosa,2021-06-29,6,1
Antsosa,2021-06-29,8,2
Antsosa,2021-06-29,10,2
Antsosa,2021-07-12,5,1
Antsosa,2021-07-12,8,2
Antsosa,2021-07-12,11,2
Antsosa,2021-07-12,12,2
Antsosa,2021-07-12,14,3
Antsosa,2021-07-13,9,2
Antsosa,2021-07-13,10,2
Antsosa,2021-07-13,14,3
Antsosa,2021-07-13,18,4
Antsosa,2021-08-09,5,2
Antsosa,2021-08-09,8,1
Antsosa,2021-08-09,9,2
Antsosa,2021-08-09,10,2
Antsosa,2021-08-09,14,2
Antsosa,2021-08-15,4,1
Antsosa,2021-08-15,6,2
Antsosa,2021-08-15,8,2
Antsosa,2021-08-15,10,2
Antsosa,2021-08-15,18,3
Antsosa,2021-08-16,4,1
Antsosa,2021-08-16,5,1
Antsosa,2021-08-16,15,2
Antsosa,2021-08-16,18,3
Antsosa,2021-08-22,5,1
Antsosa,2021-08-22,7,1
Antsosa,2021-08-22,12,2
Antsosa,2021-08-22,14,2
Antsosa,2021-08-22,20,3
Antsosa,2021-08-23,6,2
Antsosa,2021-08-23,8,2
Antsosa,2021-08-23,9,2
Antsosa,2021-08-23,12,1
Antsosa,2021-08-23,25,4
Antsosa,2021-09-12,4,2
Antsosa,2021-09-12,6,1
Antsosa,2021-09-12,7,1
Antsosa,2021-09-12,9,1
Antsosa,2021-09-12,10,2
Antsosa,2021-09-21,5,2
Antsosa,2021-09-21,6,1
Antsosa,2021-09-21,6,1
Antsosa,2021-09-21,8,2
Antsosa,2021-09-21,8,2
Antsosa,2021-12-19,4,1
Antsosa,2021-12-19,4,1
Antsosa,2021-12-19,6,1
Antsosa,2021-12-19,14,2
Antsosa,2021-12-20,10,1
Antsosa,2021-12-20,12,1
Antsosa,2021-12-20,14,2
Antsosa,2021-12-26,5,1
Antsosa,2021-12-26,6,1
Antsosa,2021-12-26,7,1
Antsosa,2021-12-26,8,1
Antsosa,2021-12-26,16,2
Antsosa,2021-12-27,4,1
Antsosa,2021-12-27,5,1
Antsosa,2021-12-27,6,1
Antsosa,2021-12-27,6,1
Antsosa,2021-12-27,10,1
Antsosa,2022-02-01,15,1
Antsosa,2022-02-07,5,1
Antsosa,2022-02-07,6,1
Antsosa,2022-02-07,8,1
Antsosa,2022-02-07,10,1
Antsosa,2022-02-08,3,1
Antsosa,2022-02-08,5,1
Antsosa,2022-02-08,8,1
Antsosa,2022-02-08,10,1
Antsosa,2022-02-08,15,1
Antsosa,2022-02-14,6,1
Antsosa,2022-02-15,4,1
Antsosa,2022-02-15,6,1
Antsosa,2022-02-15,10,1
Antsosa,2022-02-15,11,1
Antsosa,2022-02-15,14,1
Antsosa,2022-02-16,4,1
Antsosa,2022-02-16,6,1
Antsosa,2022-02-16,10,1
Antsosa,2022-02-16,18,2
Antsosa,2022-02-21,3,1
Antsosa,2022-02-21,6,1
Antsosa,2022-02-21,6,1
Antsosa,2022-02-21,8,1
Antsosa,2022-02-21,10,1
Antsosa,2022-02-22,6,1
Antsosa,2022-02-22,8,1
Antsosa,2022-02-22,10,1
Antsosa,2022-02-22,12,1
Antsosa,2022-02-22,14,1
Antsosa,2022-03-01,8,1
Antsosa,2022-03-01,9,1
Antsosa,2022-03-01,9,1
Antsosa,2022-03-01,9,1
Antsosa,2022-03-01,15,1
Antsosa,2022-03-02,8,1
Antsosa,2022-03-02,10,1
Antsosa,2022-03-02,10,1
Antsosa,2022-03-02,12,1
Antsosa,2022-03-02,18,1
Antsosa,2022-03-07,7,1
Antsosa,2022-03-07,8,1
Antsosa,2022-03-07,9,1
Antsosa,2022-03-07,10,1
Antsosa,2022-03-07,16,2
Antsosa,2022-03-08,7,1
Antsosa,2022-03-08,7,1
Antsosa,2022-03-08,9,1
Antsosa,2022-03-08,10,1
Antsosa,2022-03-08,11,1
Antsosa,2022-03-21,8,1
Antsosa,2022-03-21,8,1
Antsosa,2022-03-21,8,1
Antsosa,2022-03-21,12,1
Antsosa,2022-03-21,13,1
Antsosa,2022-03-22,6,1
Antsosa,2022-03-22,6,1
Antsosa,2022-03-22,8,1
Antsosa,2022-03-22,9,1
Antsosa,2022-03-22,10,1
Antsosa,2022-03-28,9,1
Antsosa,2022-03-28,12,1
Antsosa,2022-03-28,12,2
Antsosa,2022-03-28,13,1
Antsosa,2022-03-28,20,1
Antsosa,2022-03-29,5,1
Antsosa,2022-03-29,8,1
Antsosa,2022-03-29,9,1
Antsosa,2022-03-29,10,1
Antsosa,2022-03-29,12,1
Antsosa,2022-04-04,4,1
Antsosa,2022-04-04,7,1
Antsosa,2022-04-04,9,1
Antsosa,2022-04-04,10,1
Antsosa,2022-04-04,16,2
Antsosa,2022-04-05,4,1
Antsosa,2022-04-05,6,1
Antsosa,2022-04-05,12,1
Antsosa,2022-04-05,12,2
Antsosa,2022-04-05,14,1
Antsosa,2022-04-11,7,1
Antsosa,2022-04-11,10,1
Antsosa,2022-04-11,10,2
Antsosa,2022-04-11,11,2
Antsosa,2022-04-12,3,1
Antsosa,2022-04-12,4,1
Antsosa,2022-04-12,5,1
Antsosa,2022-04-12,6,1
Antsosa,2022-04-25,7,1
Antsosa,2022-04-25,8,1
Antsosa,2022-04-25,10,1
Antsosa,2022-04-25,10,1
Antsosa,2022-04-25,18,2
Antsosa,2022-04-26,5,1
Antsosa,2022-04-26,7,1
Antsosa,2022-04-26,9,1
Antsosa,2022-04-26,10,2
Antsosa,2022-04-26,12,2
Antsosa,2022-05-02,1,1
Antsosa,2022-05-02,5,1
Antsosa,2022-05-02,7,1
Antsosa,2022-05-02,8,1
Antsosa,2022-05-02,15,2
Antsosa,2022-05-03,6,1
Antsosa,2022-05-03,6,1
Antsosa,2022-05-03,7,1
Antsosa,2022-05-03,8,1
Antsosa,2022-05-03,12,1
Antsosa,2022-05-09,5,1
Antsosa,2022-05-09,7,1
Antsosa,2022-05-09,8,1
Antsosa,2022-05-09,10,1
Antsosa,2022-05-09,11,1
Antsosa,2022-05-10,6,1
Antsosa,2022-05-10,7,1
Antsosa,2022-05-10,7,1
Antsosa,2022-05-10,8,1
Antsosa,2022-05-10,18,2
Antsosa,2022-05-16,6,1
Antsosa,2022-05-16,7,1
Antsosa,2022-05-16,8,1
Antsosa,2022-05-16,9,1
Antsosa,2022-05-16,10,1
Antsosa,2022-05-17,7,1
Antsosa,2022-05-17,8,1
Antsosa,2022-05-17,10,1
Antsosa,2022-05-17,12,2
Antsosa,2022-05-17,15,2
Antsosa,2022-05-23,6,1
Antsosa,2022-05-23,6,1
Antsosa,2022-05-23,7,1
Antsosa,2022-05-23,9,1
Antsosa,2022-05-23,12,1
Antsosa,2022-05-24,7,1
Antsosa,2022-05-24,7,1
Antsosa,2022-05-24,9,1
Antsosa,2022-05-24,10,1
Antsosa,2022-05-24,12,2
Antsosa,2022-05-30,7,1
Antsosa,2022-05-30,8,1
Antsosa,2022-05-30,8,1
Antsosa,2022-05-30,10,1
Antsosa,2022-05-30,11,2
Antsosa,2022-06-01,4,1
Antsosa,2022-06-01,7,1
Antsosa,2022-06-01,10,1
Antsosa,2022-06-01,11,1
Antsosa,2022-06-01,12,1
Antsosa,2022-06-13,4,1
Antsosa,2022-06-13,7,1
Antsosa,2022-06-13,10,1
Antsosa,2022-06-13,12,1
Antsosa,2022-06-13,15,1
Antsosa,2022-06-14,4,1
Antsosa,2022-06-14,6,1
Antsosa,2022-06-14,9,1
Antsosa,2022-06-14,10,1
Antsosa,2022-06-14,12,1
Baly,2021-02-01,35,3
Baly,2021-02-01,38,3
Baly,2021-02-01,48,3
Baly,2021-02-01,51,3
Baly,2021-02-03,29,2
Baly,2021-02-03,48,3
Baly,2021-02-08,42,3
Baly,2021-02-08,46,3
Baly,2021-02-23,22,2
Baly,2021-02-23,38,3
Baly,2021-02-25,33,3
Baly,2021-02-25,35,3
Baly,2021-03-20,38,3
Baly,2021-03-20,41,3
Baly,2021-03-20,48,3
Baly,2021-03-20,55,3
Baly,2021-03-22,11,3
Baly,2021-03-22,54,3
Baly,2021-04-04,10,2
Baly,2021-04-04,15,2
Baly,2021-04-04,42,3
Baly,2021-04-04,42,3
Baly,2021-04-06,4,2
Baly,2021-04-06,13,2
Baly,2021-04-10,18,2
Baly,2021-04-10,28,2
Baly,2021-04-10,54,3
Baly,2021-04-11,12,2
Baly,2021-04-13,19,3
Baly,2021-04-13,38,2
Baly,2021-04-18,25,2
Baly,2021-04-18,37,2
Baly,2021-04-18,58,3
Baly,2021-04-18,68,3
Baly,2021-04-20,15,2
Baly,2021-04-20,26,3
Baly,2021-04-20,30,2
Baly,2021-04-23,48,3
Baly,2021-04-26,10,3
Baly,2021-04-26,18,2
Baly,2021-04-26,24,2
Baly,2021-04-26,48,3
Baly,2021-04-26,49,3
Baly,2021-04-26,49,3
Baly,2021-05-06,38,2
Baly,2021-05-07,48,2
Baly,2021-05-07,52,3
Baly,2021-05-07,69,3
Baly,2021-05-09,16,3
Baly,2021-05-09,55,3
Baly,2021-05-09,62,3
Baly,2021-05-12,42,3
Baly,2021-05-12,52,3
Baly,2021-05-13,18,2
Baly,2021-05-13,24,2
Baly,2021-05-13,28,3
Baly,2021-05-13,38,3
Baly,2021-05-13,42,4
Baly,2021-05-14,39,3
Baly,2021-05-17,29,2
Baly,2021-05-17,38,3
Baly,2021-05-17,42,3
Baly,2021-05-17,59,3
Baly,2021-05-29,38,2
Baly,2021-05-29,62,3
Baly,2021-09-01,8,2
Baly,2021-09-01,15,2
Baly,2021-09-01,18,3
Baly,2021-09-01,22,3
Baly,2021-09-01,25,3
Baly,2021-09-02,10,3
Baly,2021-09-02,25,3
Baly,2021-09-02,30,2
Baly,2021-09-02,45,2
Baly,2021-09-02,55,3
Baly,2021-09-04,16,2
Baly,2021-09-04,18,2
Baly,2021-09-04,21,3
Baly,2021-09-04,24,3
Baly,2021-09-04,26,3
Baly,2021-09-06,15,3
Baly,2021-09-06,40,2
Baly,2021-09-06,45,3
Baly,2021-09-06,50,3
Baly,2021-09-06,65,3
Baly,2021-09-17,12,2
Baly,2021-09-17,18,2
Baly,2021-09-17,22,3
Baly,2021-09-17,26,3
Baly,2021-09-17,28,3
Baly,2021-09-18,18,3
Baly,2021-09-18,20,3
Baly,2021-09-18,25,3
Baly,2021-09-18,30,2
Baly,2021-09-18,40,3
Baly,2021-09-20,15,2
Baly,2021-09-20,19,3
Baly,2021-09-20,20,3
Baly,2021-09-20,21,2
Baly,2021-09-20,21,3
Baly,2021-09-22,15,3
Baly,2021-09-22,30,3
Baly,2021-09-22,40,2
Baly,2021-09-22,50,3
Baly,2021-09-22,60,2
Baly,2021-09-26,8,2
Baly,2021-09-26,12,2
Baly,2021-09-26,15,3
Baly,2021-09-26,24,3
Baly,2021-09-26,28,3
Baly,2021-09-28,20,2
Baly,2021-09-28,25,3
Baly,2021-09-28,28,3
Baly,2021-09-28,30,3
Baly,2021-09-28,40,2
Baly,2021-10-01,16,2
Baly,2021-10-01,17,2
Baly,2021-10-01,24,2
Baly,2021-10-01,29,3
Baly,2021-10-01,32,3
Baly,2021-10-02,15,3
Baly,2021-10-02,20,2
Baly,2021-10-02,25,2
Baly,2021-10-02,30,3
Baly,2021-10-02,45,3
Baly,2021-10-05,8,2
Baly,2021-10-05,9,2
Baly,2021-10-05,12,3
Baly,2021-10-05,21,3
Baly,2021-10-05,25,3
Baly,2021-10-07,6,3
Baly,2021-10-07,13,2
Baly,2021-10-07,13,2
Baly,2021-10-07,13,2
Baly,2021-10-07,15,2
Baly,2021-10-07,23,3
Baly,2021-10-07,25,3
Baly,2021-10-07,26,3
Baly,2021-10-07,27,3
Baly,2021-10-07,29,3
Baly,2021-12-17,28,2
Baly,2021-12-17,36,3
Baly,2021-12-17,38,3
Baly,2021-12-18,26,3
Baly,2021-12-18,34,3
Baly,2021-12-19,19,2
Baly,2021-12-19,36,3
Baly,2021-12-19,58,3
Baly,2021-12-19,59,3
Baly,2021-12-19,59,3
Baly,2021-12-21,20,2
Baly,2021-12-21,22,3
Baly,2021-12-21,28,3
Baly,2021-12-21,37,3
Baly,2021-12-21,42,3
Baly,2021-12-24,12,2
Baly,2021-12-24,15,2
Baly,2021-12-24,20,3
Baly,2021-12-24,24,2
Baly,2021-12-24,29,3
Baly,2021-12-24,30,3
Baly,2021-12-24,33,3
Baly,2021-12-24,40,2
Baly,2021-12-24,45,3
Baly,2021-12-24,48,3
Baly,2021-12-28,13,2
Baly,2021-12-28,23,2
Baly,2021-12-28,23,3
Baly,2021-12-28,34,3
Baly,2021-12-28,48,3
Baly,2022-01-02,18,2
Baly,2022-01-02,24,2
Baly,2022-01-02,32,3
Baly,2022-01-02,48,3
Baly,2022-01-02,62,3
Baly,2022-01-04,12,2
Baly,2022-01-04,21,2
Baly,2022-01-04,28,3
Baly,2022-01-04,33,3
Baly,2022-01-04,48,3
Baly,2022-01-06,12,2
Baly,2022-01-06,21,3
Baly,2022-01-06,26,2
Baly,2022-01-06,52,3
Baly,2022-01-06,56,3
Baly,2022-01-07,15,2
Baly,2022-01-07,20,2
Baly,2022-01-07,27,3
Baly,2022-01-07,39,3
Baly,2022-01-07,42,3
Baly,2022-01-11,13,2
Baly,2022-01-11,22,3
Baly,2022-01-11,24,2
Baly,2022-01-11,26,3
Baly,2022-01-11,38,3
