zone_corecrabe.nom;region.nom;district.nom;commune.nom;fokontany.nom;village.nom;fiche_enqueteur.date;fiche_enqueteur.capture_poids;fiche_enqueteur.crabe_consomme_poids;fiche_enqueteur.crabe_consomme_nombre;fiche_enqueteur.collecte_poids1;fiche_enqueteur.collecte_prix1;fiche_enqueteur.collecte_poids2;fiche_enqueteur.collecte_prix2;fiche_enqueteur.marche_local_poids;fiche_enqueteur.marche_local_prix;date_sortie_de_peche1;nombre_sortie_de_peche1;nombre_de_pirogue_sortie_de_peche1;nom_premier_engin1;nombre_premier_engin1;nom_deuxieme_engin1;nombre_deuxieme_engin1;date_sortie_de_peche2;nombre_sortie_de_peche2;nombre_de_pirogue_sortie_de_peche2;nom_premier_engin2;nombre_premier_engin2;nom_deuxieme_engin2;nombre_deuxieme_engin2;date_sortie_de_peche3;nombre_sortie_de_peche3;nombre_de_pirogue_sortie_de_peche3;nom_premier_engin3;nombre_premier_engin3;nom_deuxieme_engin3;nombre_deuxieme_engin3;nombre_sortie_capture
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-03;2;0;0;1;4500;;;1;3000;2022-03-03;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-02;0;0;;0;;0;2022-03-01;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-03;3;0;0;1;4500;;;2;3000;2022-03-03;1;1;Balance_(Garigary,_Kiriry);5;;0;2022-03-02;0;0;;0;;0;2022-03-01;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-03;4.6;0.6;5;2;4500;;;2;3000;2022-03-03;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-02;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-01;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-04;2;0;0;1;4500;;;1;3000;2022-03-04;1;0;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;;0;2022-03-03;0;0;;0;;0;2022-03-02;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-04;2;0;0;1;4500;;;1;3000;2022-03-04;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-03;0;0;;0;;0;2022-03-02;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-04;2;0;0;1;4500;;;1;3000;2022-03-04;1;1;Balance_(Garigary,_Kiriry);20;;0;2022-03-03;1;1;Balance_(Garigary,_Kiriry);20;;0;2022-03-02;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-04;3;0;0;2;4500;;;1;3000;2022-03-04;1;1;Balance_(Garigary,_Kiriry);10;;0;2022-03-03;1;1;Balance_(Garigary,_Kiriry);10;;0;2022-03-02;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-04;4;0;0;3;4500;;;1;3000;2022-03-04;1;1;Balance_(Garigary,_Kiriry);7;;0;2022-03-03;1;1;Balance_(Garigary,_Kiriry);7;;0;2022-03-02;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-04;4;0;0;3;4500;;;1;3000;2022-03-04;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-03;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-02;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-05;4;0;;3;4500;;;1;3000;2022-03-05;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-04;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-03;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-06;1;0;0;1;4500;;;0;0;2022-03-06;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-05;0;0;;0;;0;2022-03-04;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-06;2;0;0;1;4500;;;1;3000;2022-03-06;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-05;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-04;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-06;2;0;0;1;4500;;;1;3000;2022-03-06;1;1;Ligne_au_mouillage_(Topitopy);10;;0;2022-03-05;1;1;Ligne_au_mouillage_(Topitopy);10;;0;2022-03-04;1;1;Ligne_au_mouillage_(Topitopy);10;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-06;4;0;0;2;4500;;;2;3000;2022-03-06;1;1;Balance_(Garigary,_Kiriry);8;;0;2022-03-05;0;0;;0;;0;2022-03-04;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-06;8;0;0;4;4500;;;4;3000;2022-03-06;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-05;0;0;;0;;0;2022-03-04;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-08;2;0;0;1;4500;;;1;3000;2022-03-08;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-07;0;0;;0;;0;2022-03-06;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-08;2;0;0;1;4500;;;1;3000;2022-03-08;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-07;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-06;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-08;3;0;0;1;4500;;;2;3000;2022-03-08;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-07;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-06;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-08;3;0;0;2;4500;;;1;3000;2022-03-08;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-07;0;0;;0;;0;2022-03-06;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-08;3.6;0.6;5;2;4500;;;1;3000;2022-03-08;1;1;Balance_(Garigary,_Kiriry);4;;0;2022-03-07;1;1;Balance_(Garigary,_Kiriry);4;;0;2022-03-06;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-08;4;0;0;2;4500;;;2;3000;2022-03-08;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-07;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-06;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-08;8;0;0;5;4500;;;3;3000;2022-03-08;1;1;Balance_(Garigary,_Kiriry);8;;0;2022-03-07;0;0;;0;;0;2022-03-06;1;1;Balance_(Garigary,_Kiriry);8;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-11;2;0;0;1;4500;;;1;3000;2022-03-11;1;1;Balance_(Garigary,_Kiriry);4;;0;2022-03-10;0;0;;0;;0;2022-03-09;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-11;3;0;0;1;4500;;;2;3000;2022-03-11;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-10;0;0;;0;;0;2022-03-09;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-11;3;0;0;2;4500;;;1;3000;2022-03-11;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-10;0;0;;0;;0;2022-03-09;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-11;4;0;0;3;4500;;;1;3000;2022-03-11;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-10;0;0;;0;;0;2022-03-09;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-11;4.5;0;0;2;4500;;;2.5;3000;2022-03-11;1;0;Crochet_Vy_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-10;0;0;;0;;0;2022-03-09;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-12;2;0;0;1;4500;;;1;3000;2022-03-12;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-11;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-10;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-12;2;0;0;2;4500;;;0;0;2022-03-12;1;1;Ligne_au_mouillage_(Topitopy);10;;0;2022-03-11;1;1;Ligne_au_mouillage_(Topitopy);10;;0;2022-03-10;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-12;4;0;0;2;4500;;;2;3000;2022-03-12;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-11;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-10;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-13;2;0;0;1;4500;;;1;3000;2022-03-13;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-12;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-11;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-13;2;0;0;1;4500;;;1;3000;2022-03-13;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-12;0;0;;0;;0;2022-03-11;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-13;2;0;0;1;4500;;;1;3000;2022-03-13;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-12;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-11;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-13;2;0;0;2;4500;;;0;0;2022-03-13;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-12;0;0;;0;;0;2022-03-11;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-13;3;0;0;2;4500;;;1;3000;2022-03-13;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-12;0;0;;0;;0;2022-03-11;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-14;2;0;0;1;4500;;;1;3000;2022-03-14;1;1;Balance_(Garigary,_Kiriry);7;;0;2022-03-13;0;0;;0;;0;2022-03-12;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-14;3;0;0;3;4500;;;0;0;2022-03-14;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-13;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-12;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-14;3.5;0;0;2.5;4500;;;1;3000;2022-03-14;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-13;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-12;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-14;4;0;0;3;4500;;;1;3000;2022-03-14;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-13;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-12;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-15;2;0;0;1;4500;;;1;3000;2022-03-15;1;1;Balance_(Garigary,_Kiriry);6;;0;2022-03-14;0;0;;0;;0;2022-03-13;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-15;2;0;0;1;4500;;;1;3000;2022-03-15;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-14;0;0;;0;;0;2022-03-13;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-15;2;0;0;2;4500;;;0;0;2022-03-15;1;1;Balance_(Garigary,_Kiriry);10;;0;2022-03-14;0;0;;0;;0;2022-03-13;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-15;3;0;0;2;4500;;;1;3000;2022-03-15;1;1;Balance_(Garigary,_Kiriry);9;;0;2022-03-14;0;0;;0;;0;2022-03-13;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-15;4;0;0;3;4500;;;1;3000;2022-03-15;1;1;Balance_(Garigary,_Kiriry);8;;0;2022-03-14;1;1;Balance_(Garigary,_Kiriry);8;;0;2022-03-13;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-16;3;0;0;2;4500;;;1;3000;2022-03-16;1;1;Balance_(Garigary,_Kiriry);4;;0;2022-03-15;1;1;Balance_(Garigary,_Kiriry);4;;0;2022-03-14;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-16;3.5;0;0;1.5;4500;;;2;3000;2022-03-16;1;1;Balance_(Garigary,_Kiriry);10;;0;2022-03-15;1;1;Balance_(Garigary,_Kiriry);10;;0;2022-03-14;1;1;Balance_(Garigary,_Kiriry);10;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-16;3.5;0;0;2.5;4500;;;1;3000;2022-03-16;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-15;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-14;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-16;4;0;0;3;4500;;;1;3000;2022-03-16;1;1;Balance_(Garigary,_Kiriry);9;;0;2022-03-15;0;0;;0;;0;2022-03-14;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-17;2;0;0;1;4500;;;1;3000;2022-03-17;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-16;0;0;;0;;0;2022-03-15;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-17;2;0;0;2;4500;;;0;0;2022-03-17;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-16;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-15;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-17;2;0;0;2;4500;;;0;0;2022-03-17;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-16;0;0;;0;;0;2022-03-15;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-17;3;0;0;2;4500;;;1;3000;2022-03-17;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-16;0;0;;0;;0;2022-03-15;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-17;4;0;0;3;4500;;;1;3000;2022-03-17;1;1;Balance_(Garigary,_Kiriry);6;;0;2022-03-16;1;1;Balance_(Garigary,_Kiriry);6;;0;2022-03-15;1;1;Balance_(Garigary,_Kiriry);6;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-17;5;0;0;3;4500;;;2;3000;2022-03-17;1;1;Balance_(Garigary,_Kiriry);6;;0;2022-03-16;1;1;Balance_(Garigary,_Kiriry);6;;0;2022-03-15;1;1;Balance_(Garigary,_Kiriry);6;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-18;2;0;0;2;4500;;;0;0;2022-03-18;1;1;Balance_(Garigary,_Kiriry);8;;0;2022-03-17;1;1;Balance_(Garigary,_Kiriry);8;;0;2022-03-16;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-18;5;0;0;4;4500;;;1;3000;2022-03-18;1;1;Balance_(Garigary,_Kiriry);9;;0;2022-03-17;1;1;Balance_(Garigary,_Kiriry);9;;0;2022-03-16;1;1;Balance_(Garigary,_Kiriry);9;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-20;2;0;0;2;4500;;;0;0;2022-03-20;1;1;Balance_(Garigary,_Kiriry);8;;0;2022-03-19;0;0;;0;;0;2022-03-18;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-20;2.5;0;0;1.5;4500;;;1;3000;2022-03-20;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-19;0;0;;0;;0;2022-03-18;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-20;3;0;0;2;4500;;;1;3000;2022-03-20;1;1;Balance_(Garigary,_Kiriry);9;;0;2022-03-19;0;0;;0;;0;2022-03-18;1;1;Balance_(Garigary,_Kiriry);9;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-20;3.5;0;0;2.5;4500;;;1;3000;2022-03-20;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-19;0;0;;0;;0;2022-03-18;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-25;3;0;0;2;4500;;;1;3000;2022-03-25;1;1;Balance_(Garigary,_Kiriry);4;;0;2022-03-24;0;0;;0;;0;2022-03-23;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-25;4;0;0;3;4500;;;1;3000;2022-03-25;1;1;Balance_(Garigary,_Kiriry);8;;0;2022-03-24;0;0;;0;;0;2022-03-23;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-30;2;0;0;0;4500;;;2;2000;2022-03-30;1;1;Balance_(Garigary,_Kiriry);4;;0;2022-03-29;0;0;;0;;0;2022-03-28;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-30;4;0;0;0;4500;;;4;2000;2022-03-30;1;1;Ligne_au_mouillage_(Topitopy);20;;0;2022-03-29;0;0;;0;;0;2022-03-28;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-30;6.5;0.5;5;0;4500;;;6;2000;2022-03-30;1;1;Balance_(Garigary,_Kiriry);7;;0;2022-03-29;1;1;Balance_(Garigary,_Kiriry);7;;0;2022-03-28;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-30;8;0;0;0;4500;;;8;2000;2022-03-30;1;1;Ligne_au_mouillage_(Topitopy);20;;0;2022-03-29;0;0;;0;;0;2022-03-28;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-03;5;0;0;0;2500;;;5;2000;2022-04-03;1;1;Balance_(Garigary,_Kiriry);10;;0;2022-04-02;0;0;;0;;0;2022-04-01;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-04;5;0;0;0;2500;;;5;2000;2022-04-04;1;1;Balance_(Garigary,_Kiriry);9;;0;2022-04-03;1;1;Balance_(Garigary,_Kiriry);10;;0;2022-04-02;1;1;Balance_(Garigary,_Kiriry);10;;0;3
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-04;6.5;0;0;0;2500;;;6.5;2000;2022-04-04;1;1;Balance_(Garigary,_Kiriry);4;;0;2022-04-03;0;0;;0;;0;2022-04-02;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-04;8;0;0;0;2500;;;8;2000;2022-04-04;1;1;Balance_(Garigary,_Kiriry);5;;0;2022-04-03;0;0;;0;;0;2022-04-02;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-04;10;0;0;0;2500;;;10;2000;2022-04-04;1;1;Balance_(Garigary,_Kiriry);8;;0;2022-04-03;1;1;Balance_(Garigary,_Kiriry);8;;0;2022-04-02;0;0;;0;;0;2
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-05;3.5;0;5;0;2500;;;3.5;2000;2022-04-05;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-04-04;0;0;;0;;0;2022-04-03;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-05;5;0;0;0;2500;;;5;2000;2022-04-05;1;1;Balance_(Garigary,_Kiriry);4;;0;2022-04-04;1;1;Balance_(Garigary,_Kiriry);4;;0;2022-04-03;0;0;;0;;0;2
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-05;6;0;0;0;2500;;;6;2000;2022-04-05;1;1;Balance_(Garigary,_Kiriry);9;;0;2022-04-04;1;1;Balance_(Garigary,_Kiriry);8;;0;2022-04-03;1;1;Balance_(Garigary,_Kiriry);8;;0;3
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-06;5;0;0;0;2500;;;5;2000;2022-04-06;1;1;Ligne_au_mouillage_(Topitopy);20;;0;2022-04-05;1;1;Ligne_au_mouillage_(Topitopy);20;;0;2022-04-04;1;1;Ligne_au_mouillage_(Topitopy);20;;0;4
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-06;15;0;0;0;2500;;;15;2000;2022-04-06;1;1;Balance_(Garigary,_Kiriry);10;;0;2022-04-05;1;1;Balance_(Garigary,_Kiriry);9;;0;2022-04-04;1;1;Balance_(Garigary,_Kiriry);8;;0;4
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-07;2.5;0;0;0;2500;;;2.5;2000;2022-04-07;1;1;Ligne_au_mouillage_(Topitopy);20;;0;2022-04-06;1;1;Ligne_au_mouillage_(Topitopy);20;;0;2022-04-05;1;0;Ligne_au_mouillage_(Topitopy);20;;0;4
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-07;4;0;0;0;2500;;;4;2000;2022-04-07;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-04-06;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-04-05;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;3
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-08;3.5;0;0;0;2500;;;3.5;2000;2022-04-08;1;1;Ligne_au_mouillage_(Topitopy);20;;0;2022-04-07;1;1;Ligne_au_mouillage_(Topitopy);20;;0;2022-04-06;1;1;Ligne_au_mouillage_(Topitopy);20;;0;4
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-09;4.5;0;4;0;2500;;;4.5;2000;2022-04-09;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-04-08;0;0;;0;;0;2022-04-07;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-09;6;0;0;0;2500;;;6;2000;2022-04-09;1;1;Ligne_au_mouillage_(Topitopy);20;;0;2022-04-08;1;1;Ligne_au_mouillage_(Topitopy);20;;0;2022-04-07;1;1;Ligne_au_mouillage_(Topitopy);20;;0;4
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-13;4;0;0;0;2500;;;4;2000;2022-04-13;1;1;Balance_(Garigary,_Kiriry);4;;0;2022-04-12;0;0;;0;;0;2022-04-11;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-13;6;0;0;0;2500;;;6;2000;2022-04-13;1;1;Balance_(Garigary,_Kiriry);10;;0;2022-04-12;0;0;;0;;0;2022-04-11;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-13;7;0;0;0;2500;;;7;2000;2022-04-13;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-04-12;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-04-11;0;0;;0;;0;2
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-14;4;0;0;0;2500;;;4;2000;2022-04-14;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-04-13;0;0;;0;;0;2022-04-12;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-14;4;0;0;0;2500;;;4;2000;2022-04-14;1;1;Ligne_au_mouillage_(Topitopy);19;;0;2022-04-13;0;0;;0;;0;2022-04-12;0;0;;0;;0;1
