zone_corecrabe.nom,region.nom,district.nom,commune.nom,fokontany.nom,village.nom,fiche_enqueteur.date,crabe.destination,crabe.sexe,crabe.taille
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,FO,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,FO,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,100
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,100
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,100
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,100
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,100
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,100
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,100
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,100
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,100
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,100
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,100
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,100
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,100
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,101
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,101
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,101
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,101
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,101
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,101
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,101
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,101
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,102
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,102
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,102
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,102
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,102
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,103
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,103
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,103
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,103
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,103
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,103
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,103
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,103
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,103
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,103
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,103
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,103
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,103
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,103
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,104
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,110
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,110
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,110
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,110
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,110
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,110
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,110
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,110
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,110
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,110
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,110
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,111
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,111
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,111
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,111
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,111
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,112
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,112
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,112
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,112
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,112
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,112
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,112
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,112
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,M,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,NR,100
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,NR,100
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,NR,100
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,NR,101
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,NR,101
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,NR,101
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,NR,101
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,NR,101
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,NR,103
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,NR,103
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,NR,103
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,NR,103
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,NR,110
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,NR,110
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,NR,110
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,NR,110
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,NR,111
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,NR,111
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,NR,111
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,NR,112
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,NR,112
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,NR,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,NR,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,NR,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,NR,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,NR,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,NR,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,NR,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,NR,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-09,1,NR,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,FO,100
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,FO,100
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,FO,102
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,FO,103
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,FO,103
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,FO,103
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,FO,103
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,FO,103
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,FO,103
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,FO,103
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,FO,103
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,FO,103
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,FO,103
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,FO,103
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,FO,103
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,FO,104
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,FO,104
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,FO,104
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,FO,104
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,FO,104
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,FO,104
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,FO,104
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,FO,104
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,FO,110
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,FO,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,FO,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,FO,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,FO,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,FO,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,FO,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,FO,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,FO,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,FO,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,FO,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,FO,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,FO,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,FO,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,FO,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,FO,136
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,100
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,100
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,100
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,100
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,100
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,100
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,100
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,100
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,100
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,100
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,100
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,100
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,100
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,100
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,100
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,100
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,100
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,100
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,100
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,100
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,100
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,100
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,101
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,101
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,101
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,101
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,101
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,101
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,101
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,101
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,101
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,101
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,101
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,101
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,101
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,101
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,101
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,101
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,101
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,101
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,101
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,101
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,102
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,102
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,102
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,102
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,102
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,102
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,102
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,102
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,103
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,103
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,103
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,103
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,103
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,103
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,103
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,103
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,103
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,103
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,103
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,103
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,103
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,103
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,104
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,104
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,104
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,104
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,104
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,104
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,104
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,104
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,105
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,105
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,105
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,110
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,110
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,110
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,110
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,110
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,110
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,110
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,110
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,110
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,110
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,110
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,110
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,110
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,110
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,110
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,110
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,111
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,111
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,111
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,111
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,111
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,111
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,111
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,111
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,112
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,112
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,112
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,112
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,112
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,112
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,112
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,112
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,115
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,120
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,121
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,M,130
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,NO,100
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,NO,100
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,NO,100
Mahajanga,Boeny,Soalala,Soalala,Ankera,Sambiravo,2021-06-11,1,NO,100
