village.nom;fiche.date_expedition;fiche_enqueteur.date
Ambatoraikitra;2021-01-31;2022-01-09
Ambatoraikitra;2021-01-31;2022-01-09
Ambatoraikitra;2022-01-31;2022-01-09
Ambatoraikitra;2022-01-31;2022-01-09
Ambatoraikitra;2022-01-31;2022-01-09
Ambatoraikitra;2022-01-31;2022-01-09
Ambatoraikitra;2022-01-31;2022-01-09
Ambatoraikitra;2022-01-31;2022-01-09
Ambatoraikitra;2022-01-31;2022-01-09
Ambatoraikitra;2022-01-31;2022-01-09
Ambatoraikitra;2022-01-31;2022-01-09
Ambatoraikitra;2022-01-31;2022-01-09
Ambatoraikitra;2022-01-31;2022-01-21
Ambatoraikitra;2022-01-31;2022-01-21
Ambatoraikitra;2022-01-31;2022-01-26
Ambatoraikitra;2022-01-31;2022-01-26
Ambatoraikitra;2022-01-31;2022-01-26
Ambatoraikitra;2022-01-31;2022-01-26
Ambatoraikitra;2022-01-31;2022-01-26
Ambatoraikitra;2022-01-31;2022-01-26
Ambatoraikitra;2022-01-31;2022-01-26
Ambatoraikitra;2022-01-31;2022-01-26
Ambatoraikitra;;2022-01-09
Ambatoraikitra;;2022-01-09
Ambohibe;;2021-12-20
Ambohibe;;2021-12-20
Ambohibe;;2021-12-21
Ambohibe;;2021-12-21
Ambohibe;;2021-12-22
Ambohibe;;2021-12-22
Ambohibe;;2021-12-22
Ambohibe;;2021-12-22
Ambohibe;;2021-12-23
Ambohibe;;2021-12-23
Ambohibe;;2021-12-27
Ambohibe;;2021-12-27
Ambohibe;;2021-12-27
Ambohibe;;2021-12-27
Ambohibe;;2021-12-27
Ambohibe;;2021-12-27
Ambohibe;;2021-12-27
Ambohibe;;2021-12-27
Ambohibe;;2021-12-27
Ambohibe;;2021-12-27
Ambohibe;;2022-01-03
Ambohibe;;2022-01-03
Ambohibe;;2022-01-03
Ambohibe;;2022-01-03
Ambohibe;;2022-01-03
Ambohibe;;2022-01-04
Ambohibe;;2022-01-04
Ambohibe;;2022-01-04
Ambohibe;;2022-01-04
Ambohibe;;2022-01-04
Ambohibe;;2022-01-04
Ambohibe;;2022-01-05
Ambohibe;;2022-01-05
Ambohibe;;2022-01-05
Ambohibe;;2022-01-05
Ambohibe;;2022-01-08
Ambohibe;;2022-01-08
Ambohibe;;2022-01-09
Ambohibe;;2022-01-09
Ambohibe;;2022-01-09
Ambohibe;;2022-01-09
Ambohibe;;2022-01-10
Ambohibe;;2022-01-10
Ambohibe;;2022-01-10
Ambohibe;;2022-01-10
Ambohibe;;2022-01-10
Ambohibe;;2022-01-10
Ambohibe;;2022-01-11
Ambohibe;;2022-01-11
Ambohibe;;2022-01-20
Ambohibe;;2022-01-20
Ambohibe;;2022-01-20
Ambohibe;;2022-01-20
Ambohibe;;2022-01-20
Ambohibe;;2022-01-20
Ambohibe;;2022-01-20
Ambohibe;;2022-01-20
Ambohibe;;2022-01-21
Ambohibe;;2022-01-21
Ambohibe;;2022-01-21
Ambohibe;;2022-01-21
Ambohibe;;2022-01-22
Ambohibe;;2022-01-22
Ambohibe;;2022-01-22
Ambohibe;;2022-01-22
Ambohibe;;2022-01-25
Ambohibe;;2022-01-25
Ambohibe;;2022-01-25
Ambohibe;;2022-01-25
Ambohibe;;2022-01-25
Ambohibe;;2022-01-25
Ambohibe;;2022-01-25
Ambohibe;;2022-01-25
Ambohibe;;2022-01-25
Ambohibe;;2022-01-25
Ambohibe;;2022-01-25
Ambohibe;;2022-01-25
Ambohibe;;2022-01-25
Ambohibe;;2022-01-25
 Ampitsopitsoka;2022-01-14;2022-01-03
 Ampitsopitsoka;2022-01-14;2022-01-03
 Ampitsopitsoka;2022-01-14;2022-01-03
 Ampitsopitsoka;2022-01-14;2022-01-03
 Ampitsopitsoka;2022-01-14;2022-01-03
 Ampitsopitsoka;2022-01-14;2022-01-04
 Ampitsopitsoka;2022-01-14;2022-01-04
 Ampitsopitsoka;2022-01-14;2022-01-04
 Ampitsopitsoka;2022-01-14;2022-01-04
 Ampitsopitsoka;2022-01-14;2022-01-04
 Ampitsopitsoka;2022-01-14;2022-01-05
 Ampitsopitsoka;2022-01-14;2022-01-05
 Ampitsopitsoka;2022-01-14;2022-01-06
 Ampitsopitsoka;2022-01-14;2022-01-06
 Ampitsopitsoka;;2022-01-10
 Ampitsopitsoka;;2022-01-10
 Ampitsopitsoka;;2022-01-10
 Ampitsopitsoka;;2022-01-10
 Ampitsopitsoka;;2022-01-10
 Ampitsopitsoka;;2022-01-11
 Ampitsopitsoka;;2022-01-11
 Ampitsopitsoka;;2022-01-11
 Ampitsopitsoka;;2022-01-11
 Ampitsopitsoka;;2022-01-11
 Ampitsopitsoka;;2022-01-12
 Ampitsopitsoka;;2022-01-12
 Ampitsopitsoka;;2022-01-12
 Ampitsopitsoka;;2022-01-12
 Ampitsopitsoka;;2022-01-12
 Ampitsopitsoka;;2022-01-13
 Ampitsopitsoka;;2022-01-13
 Ampitsopitsoka;;2022-01-13
Ankotapike;;2021-12-20
Ankotapike;;2021-12-20
Ankotapike;;2021-12-20
Ankotapike;;2021-12-20
Ankotapike;;2021-12-21
Ankotapike;;2021-12-21
Ankotapike;;2021-12-21
Ankotapike;;2021-12-22
Ankotapike;;2021-12-22
Ankotapike;;2021-12-22
Ankotapike;;2021-12-23
Ankotapike;;2021-12-23
Ankotapike;;2021-12-23
Ankotapike;;2021-12-26
Ankotapike;;2021-12-27
Ankotapike;;2021-12-27
Ankotapike;;2021-12-28
Ankotapike;;2021-12-28
Ankotapike;;2021-12-28
Ankotapike;;2022-01-01
Ankotapike;;2022-01-02
Ankotapike;;2022-01-02
Ankotapike;;2022-01-02
Ankotapike;;2022-01-02
Ankotapike;;2022-01-02
Ankotapike;;2022-01-05
Ankotapike;;2022-01-05
Ankotapike;;2022-01-05
Ankotapike;;2022-01-05
Ankotapike;;2022-01-06
Ankotapike;;2022-01-06
Ankotapike;;2022-01-06
Ankotapike;;2022-01-06
Ankotapike;;2022-01-07
Ankotapike;;2022-01-07
Ankotapike;;2022-01-07
Ankotapike;;2022-01-07
Ankotapike;;2022-01-07
Ankotapike;;2022-01-08
Ankotapike;;2022-01-08
Ankotapike;;2022-01-08
Ankotapike;;2022-01-08
Ankotapike;;2022-01-08
Ankotapike;;2022-01-08
Ankotapike;;2022-01-09
Ankotapike;;2022-01-09
Ankotapike;;2022-01-09
Ankotapike;;2022-01-12
Ankotapike;;2022-01-12
Ankotapike;;2022-01-12
Ankotapike;;2022-01-12
Ankotapike;;2022-01-12
Ankotapike;;2022-01-13
Ankotapike;;2022-01-13
Ankotapike;;2022-01-13
Ankotapike;;2022-01-13
Ankotapike;;2022-01-13
Ankotapike;;2022-01-13
Ankotapike;;2022-01-14
Ankotapike;;2022-01-14
Ankotapike;;2022-01-14
Ankotapike;;2022-01-14
Ankotapike;;2022-01-14
Ankotapike;;2022-01-15
Ankotapike;;2022-01-15
Ankotapike;;2022-01-15
Ankotapike;;2022-01-15
Ankotapike;;2022-01-16
Ankotapike;;2022-01-16
Ankotapike;;2022-01-16
Ankotapike;;2022-01-16
Ankotapike;;2022-01-19
Ankotapike;;2022-01-19
Ankotapike;;2022-01-19
Ankotapike;;2022-01-19
Ankotapike;;2022-01-20
Ankotapike;;2022-01-20
Ankotapike;;2022-01-20
Ankotapike;;2022-01-21
Ankotapike;;2022-01-21
Ankotapike;;2022-01-21
Ankotapike;;2022-01-21
Ankotapike;;2022-01-21
Ankotapike;;2022-01-22
Ankotapike;;2022-01-22
Ankotapike;;2022-01-22
Ankotapike;;2022-01-22
Ankotapike;;2022-01-26
Ankotapike;;2022-01-26
Ankotapike;;2022-01-26
Ankotapike;;2022-01-26
Ankotapike;;2022-01-27
Ankotapike;;2022-01-27
Ankotapike;;2022-01-27
Ankotapike;;2022-01-28
Ankotapike;;2022-01-28
Ankotapike;;2022-01-28
Ankotapike;;2022-01-28
Ankotapike;;2022-01-29
Ankotapike;;2022-01-29
Ankotapike;;2022-01-29
Ankotapike;;2022-01-30
Ankotapike;;2022-01-30
Ankotika;2022-01-30;2022-01-05
Ankotika;2022-01-30;2022-01-05
Ankotika;2022-01-30;2022-01-06
Ankotika;2022-01-30;2022-01-18
Ankotika;2022-01-30;2022-01-18
Ankotika;2022-01-30;2022-01-28
Ankotika;2022-01-30;2022-01-28
Ankotika;2022-01-31;2022-01-11
Ankotika;2022-01-31;2022-01-11
Ankotika;2022-01-31;2022-01-11
Ankotika;2022-01-31;2022-01-11
Ankotika;2022-01-31;2022-01-11
Ankotika;2022-01-31;2022-01-11
Ankotika;2022-01-31;2022-01-12
Ankotika;2022-01-31;2022-01-12
Ankotika;2022-01-31;2022-01-17
Ankotika;2022-01-31;2022-01-17
Ankotika;2022-01-31;2022-01-18
Ankotika;2022-01-31;2022-01-18
Ankotika;2022-01-31;2022-01-18
Ankotika;2022-01-31;2022-01-18
Ankotika;2022-02-28;2022-02-01
Ankotika;2022-02-28;2022-02-01
Ankotika;2022-02-28;2022-02-01
Ankotika;2022-02-28;2022-02-01
Ankotika;2022-02-28;2022-02-01
Ankotika;2022-02-28;2022-02-01
Ankotika;2022-02-28;2022-02-01
Ankotika;20222-01-31;2022-01-12
Ankotika;20222-01-31;2022-01-12
Ankotika;;2022-01-06
Ankotika;;2022-01-06
Ankotika;;2022-01-17
Ankotika;;2022-01-17
 Antsosa ;2021-12-28;2021-12-20
 Antsosa ;2021-12-28;2021-12-20
 Antsosa ;2021-12-28;2021-12-20
 Antsosa ;2021-12-28;2021-12-20
 Antsosa ;2021-12-28;2021-12-20
 Antsosa ;2021-12-28;2021-12-20
 Antsosa ;2021-12-28;2021-12-27
 Antsosa ;2021-12-28;2021-12-27
 Antsosa ;2021-12-28;2021-12-27
 Antsosa ;2021-12-28;2021-12-27
 Antsosa ;2021-12-28;2021-12-27
 Antsosa ;2021-12-28;2021-12-27
 Antsosa ;2022-01-14;2022-01-03
 Antsosa ;2022-01-14;2022-01-03
 Antsosa ;2022-01-14;2022-01-03
 Antsosa ;2022-01-14;2022-01-03
 Antsosa ;2022-01-14;2022-01-04
 Antsosa ;2022-01-14;2022-01-04
 Antsosa ;2022-01-14;2022-01-04
 Antsosa ;2022-01-14;2022-01-04
 Antsosa ;2022-01-14;2022-01-05
 Antsosa ;2022-01-14;2022-01-05
 Antsosa ;2022-01-14;2022-01-05
 Antsosa ;2022-01-14;2022-01-05
 Antsosa ;2022-01-14;2022-01-06
 Antsosa ;2022-01-14;2022-01-06
 Antsosa ;2022-01-14;2022-01-06
 Antsosa ;2022-01-14;2022-01-06
 Antsosa ;2022-01-14;2022-01-07
 Antsosa ;2022-01-14;2022-01-07
 Antsosa ;2022-01-14;2022-01-10
 Antsosa ;2022-01-14;2022-01-10
 Antsosa ;2022-01-14;2022-01-10
 Antsosa ;2022-01-14;2022-01-10
 Antsosa ;2022-01-14;2022-01-11
 Antsosa ;2022-01-14;2022-01-11
 Antsosa ;2022-01-24;2022-01-12
 Antsosa ;2022-01-24;2022-01-12
 Antsosa ;2022-01-24;2022-01-12
 Antsosa ;2022-01-24;2022-01-12
