village.nom;fiche_acheteur.date;fiche_acheteur.collecte_poids1;fiche_acheteur.collecte_prix1;fiche_acheteur.collecte_poids2;fiche_acheteur.collecte_prix2;fiche_acheteur.marche_local_poids;fiche_acheteur.marche_local_prix;fiche_acheteur.crabe_non_vendu_poids;fiche_acheteur.crabe_non_vendu_nombre;date_sortie_de_peche1;nombre_sortie_de_peche1;nombre_de_pirogue_sortie_de_peche1;nom_premier_engin1;nombre_premier_engin1;nom_deuxieme_engin1;nombre_deuxieme_engin1;date_sortie_de_peche2;nombre_sortie_de_peche2;nombre_de_pirogue_sortie_de_peche2;nom_premier_engin2;nombre_premier_engin2;nom_deuxieme_engin2;nombre_deuxieme_engin2;date_sortie_de_peche3;nombre_sortie_de_peche3;nombre_de_pirogue_sortie_de_peche3;nom_premier_engin3;nombre_premier_engin3;nom_deuxieme_engin3;nombre_deuxieme_engin3;date_sortie_de_peche4;nombre_sortie_de_peche4;nombre_de_pirogue_sortie_de_peche4;nom_premier_engin4;nombre_premier_engin4;nom_deuxieme_engin4;nombre_deuxieme_engin4;nombre_sortie_vente
Andranopasy ;2022-02-25;4;2500;;;1;600;0;0;2022-02-25;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;Angady;1;2022-02-24;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;Angady;1;2022-02-23;0;0;;0;;0;2022-02-22;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;Angady;1;1
Andranopasy ;2022-02-26;2.5;2500;;;1;600;2.5;15;2022-02-26;1;1;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;;0;2022-02-25;1;1;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;;0;2022-02-24;1;1;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;;0;2022-02-23;0;0;;0;;0;1
Andranopasy ;2022-02-26;2.5;2500;;;1.5;600;1;6;2022-02-26;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-02-25;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-02-24;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-02-23;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;1
Andranopasy ;2022-02-26;4;2500;;;2;600;1;6;2022-02-26;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;Angady;1;2022-02-25;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;Angady;1;2022-02-24;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;Angady;1;2022-02-23;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;Angady;1;1
Andranopasy ;2022-02-26;5;2500;;;2;600;2;12;2022-02-26;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;Angady;1;2022-02-25;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;Angady;1;2022-02-24;0;0;;0;;0;2022-02-23;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;Angady;1;1
Andranopasy ;2022-02-26;9;2500;;;3;600;0;0;2022-02-26;1;1;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;;0;2022-02-25;1;1;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;;0;2022-02-24;1;1;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;;0;2022-02-23;1;1;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;;0;1
Andranopasy ;2022-02-27;1;2500;;;1;600;0;0;2022-02-27;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-02-26;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-02-25;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-02-24;0;0;;0;;0;1
Andranopasy ;2022-02-27;1.5;2500;;;0.5;600;1;6;2022-02-27;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;Angady;1;2022-02-26;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;Angady;1;2022-02-25;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;Angady;1;2022-02-24;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;Angady;1;1
Andranopasy ;2022-02-27;4;2500;;;1;600;0.2;2;2022-02-27;1;1;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;;0;2022-02-26;1;1;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;;0;2022-02-25;1;1;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;;0;2022-02-24;1;1;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;;0;1
Andranopasy ;2022-02-27;9;2500;;;2;600;1;6;2022-02-27;1;1;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;;0;2022-02-26;1;1;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;;0;2022-02-25;0;0;;0;;0;2022-02-24;1;1;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;;0;1
Andranopasy ;2022-02-27;10;2500;;;3;600;2;12;2022-02-27;1;1;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;;0;2022-02-26;1;1;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;;0;2022-02-25;1;1;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;;0;2022-02-24;0;0;;0;;0;1
Andranopasy ;2022-02-28;2;2500;;;1;600;1;6;2022-02-28;1;1;Balance_(Garigary,_Kiriry);40;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;2022-02-27;1;1;Balance_(Garigary,_Kiriry);30;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;2022-02-26;0;0;;0;;0;2022-02-25;0;0;;0;;0;1
Andranopasy ;2022-02-28;2.5;2500;;;1;600;0;0;2022-02-28;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;Angady;1;2022-02-27;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;Angady;1;2022-02-26;0;0;;0;;0;2022-02-25;0;0;;0;;0;1
Andranopasy ;2022-02-28;3;2500;;;1;600;0.5;3;2022-02-28;1;1;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;;0;2022-02-27;1;1;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;;0;2022-02-26;1;1;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;;0;2022-02-25;0;0;;0;;0;1
Andranopasy ;2022-02-28;4.5;2500;;;2;600;0;0;2022-02-28;1;1;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;;0;2022-02-27;1;1;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;;0;2022-02-26;1;1;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;;0;2022-02-25;0;0;;0;;0;1
Andranopasy ;2022-02-28;6;2500;;;2;600;2;12;2022-02-28;1;1;Balance_(Garigary,_Kiriry);30;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;2022-02-27;0;0;;0;;0;2022-02-26;1;1;Balance_(Garigary,_Kiriry);30;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;2022-02-25;1;1;Balance_(Garigary,_Kiriry);25;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;1
Andranopasy ;2022-03-01;1;2500;;;0;0;0;0;2022-03-01;1;1;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;;0;2022-02-28;1;1;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;;0;2022-02-27;0;0;;0;;0;2022-02-26;0;0;;0;;0;1
Andranopasy ;2022-03-01;2;2500;;;0.5;600;0.5;3;2022-03-01;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-02-28;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-02-27;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-02-26;0;0;;0;;0;1
Andranopasy ;2022-03-01;2;2500;;;1;600;0;0;2022-03-01;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;Angady;1;2022-02-28;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;Angady;1;2022-02-27;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;Angady;1;2022-02-26;0;0;;0;;0;1
Andranopasy ;2022-03-01;3;2500;;;0.5;600;0.5;3;2022-03-01;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-02-28;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-02-27;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-02-26;0;0;;0;;0;1
Andranopasy ;2022-03-01;25;2500;;;1;600;0;0;2022-03-01;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-02-28;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-02-27;0;0;;0;;0;2022-02-26;0;0;;0;;0;1
Andranopasy ;2022-03-02;1.5;2500;;;0;0;0;0;2022-03-02;0;0;;0;;0;2022-03-01;1;1;Balance_(Garigary,_Kiriry);35;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;2022-02-28;1;1;Balance_(Garigary,_Kiriry);20;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;2022-02-27;1;1;Balance_(Garigary,_Kiriry);35;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;1
Andranopasy ;2022-03-02;2.5;2500;;;1;600;0.5;3;2022-03-02;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;Angady;1;2022-03-01;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;Angady;1;2022-02-28;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;Angady;1;2022-02-27;0;0;;0;;0;1
Andranopasy ;2022-03-02;4.5;2500;;;2;600;0.5;3;2022-03-02;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;Angady;1;2022-03-01;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;Angady;1;2022-02-28;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;Angady;1;2022-02-27;0;0;;0;;0;1
Andranopasy ;2022-03-02;5.5;2500;;;1;600;0.5;3;2022-03-02;1;1;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;;0;2022-03-01;1;1;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;;0;2022-02-28;0;0;;0;;0;2022-02-27;1;1;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;;0;1
Andranopasy ;2022-03-02;10;2500;;;3;600;2;12;2022-03-02;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-01;0;0;;0;;0;2022-02-28;0;0;;0;;0;2022-02-27;0;0;;0;;0;1
Andranopasy ;2022-03-03;1.5;2500;;;1;600;0;0;2022-03-03;1;1;Balance_(Garigary,_Kiriry);30;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;2022-03-02;1;1;Balance_(Garigary,_Kiriry);30;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;2022-03-01;0;0;;0;;0;2022-02-28;1;1;Balance_(Garigary,_Kiriry);30;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;1
Andranopasy ;2022-03-03;2;2500;;;0.5;600;0.5;3;2022-03-03;1;1;Balance_(Garigary,_Kiriry);31;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;2022-03-02;1;1;Balance_(Garigary,_Kiriry);31;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;2022-03-01;0;0;;0;;0;2022-02-28;1;1;Balance_(Garigary,_Kiriry);31;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;1
Andranopasy ;2022-03-03;2;2500;;;0.5;600;0.5;3;2022-03-03;1;1;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;;0;2022-03-02;1;1;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;;0;2022-03-01;1;1;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;;0;2022-02-28;0;0;;0;;0;1
Andranopasy ;2022-03-03;3;2500;;;2;600;1;6;2022-03-03;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;Angady;1;2022-03-02;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;Angady;1;2022-03-01;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;Angady;1;2022-02-28;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;Angady;1;1
Andranopasy ;2022-03-03;8;2500;;;2;600;2;12;2022-03-03;0;0;;0;;0;2022-03-02;3;3;Balance_(Garigary,_Kiriry);40;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;2022-03-01;0;0;;0;;0;2022-02-28;0;0;;0;;0;3
Andranopasy ;2022-03-04;1;2500;;;0;0;0;0;2022-03-04;0;0;;0;;0;2022-03-03;1;1;Balance_(Garigary,_Kiriry);20;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;2022-03-02;1;1;Balance_(Garigary,_Kiriry);20;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;2022-03-01;1;1;Balance_(Garigary,_Kiriry);20;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;1
Andranopasy ;2022-03-04;1.5;2500;;;0.5;600;0.2;2;2022-03-04;1;1;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;;0;2022-03-03;1;1;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;;0;2022-03-02;1;1;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;;0;2022-03-01;0;0;;0;;0;1
Andranopasy ;2022-03-04;1.5;2500;;;0.5;600;0.5;3;2022-03-04;0;0;;0;;0;2022-03-03;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-02;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-01;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;1
Andranopasy ;2022-03-04;2;2500;;;0.5;600;0.2;2;2022-03-04;0;0;;0;;0;2022-03-03;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-02;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-01;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;1
Andranopasy ;2022-03-04;4;2500;;;1;600;1;6;2022-03-04;1;1;Balance_(Garigary,_Kiriry);35;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;2022-03-03;1;1;Balance_(Garigary,_Kiriry);25;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;2022-03-02;1;1;Balance_(Garigary,_Kiriry);25;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;2022-03-01;1;1;Balance_(Garigary,_Kiriry);25;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;1
Andranopasy ;2022-03-05;1;2500;;;0.5;600;0;0;2022-03-05;1;1;Balance_(Garigary,_Kiriry);28;;0;2022-03-04;1;1;Balance_(Garigary,_Kiriry);30;;0;2022-03-03;0;0;;0;;0;2022-03-02;1;1;Balance_(Garigary,_Kiriry);20;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;1
Andranopasy ;2022-03-05;2;2500;;;0.5;600;0;0;2022-03-05;0;0;;0;;0;2022-03-04;1;1;Balance_(Garigary,_Kiriry);30;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;2022-03-03;1;1;Balance_(Garigary,_Kiriry);25;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;2022-03-02;0;0;;0;;0;1
Andranopasy ;2022-03-05;2;2500;;;1;600;0.5;3;2022-03-05;1;1;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;;0;2022-03-04;1;1;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;;0;2022-03-03;1;1;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;;0;2022-03-02;0;0;;0;;0;1
Andranopasy ;2022-03-05;2.5;2500;;;1;600;1;6;2022-03-05;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;Angady;1;2022-03-04;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;Angady;1;2022-03-03;0;0;;0;;0;2022-03-02;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;Angady;1;1
Andranopasy ;2022-03-05;6.5;2500;;;2;600;0.5;3;2022-03-05;0;0;;0;;0;2022-03-04;2;2;Balance_(Garigary,_Kiriry);20;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;2022-03-03;0;0;;0;;0;2022-03-02;0;0;;0;;0;2
Andranopasy ;2022-03-06;1.5;2500;;;0;0;0;0;2022-03-06;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-05;0;0;;0;;0;2022-03-04;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-03;0;0;;0;;0;1
Andranopasy ;2022-03-06;1.5;2500;;;1;600;0.5;3;2022-03-06;0;0;;0;;0;2022-03-05;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;Angady;1;2022-03-04;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;Angady;1;2022-03-03;0;0;;0;;0;1
Andranopasy ;2022-03-06;2;2500;;;0.5;600;0;0;2022-03-06;1;1;Balance_(Garigary,_Kiriry);30;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;2022-03-05;1;1;Balance_(Garigary,_Kiriry);30;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;2022-03-04;1;1;Balance_(Garigary,_Kiriry);30;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;2022-03-03;1;1;Balance_(Garigary,_Kiriry);30;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;1
Andranopasy ;2022-03-06;2.5;2500;;;1;600;1;6;2022-03-06;0;0;;0;;0;2022-03-05;1;1;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;;0;2022-03-04;1;1;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;;0;2022-03-03;1;1;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;;0;1
Andranopasy ;2022-03-06;3;2500;;;0.5;600;0.5;3;2022-03-06;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;Angady;1;2022-03-05;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;Angady;1;2022-03-04;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;Angady;1;2022-03-03;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;Angady;1;1
Andranopasy ;2022-03-07;1;2500;;;0.5;600;0;0;2022-03-07;0;0;;0;;0;2022-03-06;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-05;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-04;0;0;;0;;0;1
Andranopasy ;2022-03-07;1.5;2500;;;0.5;600;1;6;2022-03-07;1;1;Balance_(Garigary,_Kiriry);20;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;2022-03-06;1;1;Balance_(Garigary,_Kiriry);20;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;2022-03-05;1;1;Balance_(Garigary,_Kiriry);25;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;2022-03-04;0;0;;0;;0;1
Andranopasy ;2022-03-07;2;2500;;;1;600;0.2;2;2022-03-07;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;Angady;1;2022-03-06;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;Angady;1;2022-03-05;0;0;;0;;0;2022-03-04;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;Angady;1;1
Andranopasy ;2022-03-07;8;2500;;;2;600;3;18;2022-03-07;2;2;Balance_(Garigary,_Kiriry);35;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;2022-03-06;0;0;;0;;0;2022-03-05;0;0;;0;;0;2022-03-04;0;0;;0;;0;2
Andranopasy ;2022-03-07;10;2500;;;1;600;0.5;3;2022-03-07;0;0;;0;;0;2022-03-06;3;3;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;;0;2022-03-05;0;0;;0;;0;2022-03-04;0;0;;0;;0;3
Andranopasy ;2022-03-08;1.5;2500;;;0.5;600;0.5;3;2022-03-08;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-07;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-06;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-05;0;0;;0;;0;1
Andranopasy ;2022-03-08;1.5;2500;;;1;600;0;0;2022-03-08;0;0;;0;;0;2022-03-07;1;1;Balance_(Garigary,_Kiriry);25;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;2022-03-06;1;1;Balance_(Garigary,_Kiriry);25;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;2022-03-05;1;1;Balance_(Garigary,_Kiriry);25;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;1
Andranopasy ;2022-03-08;2;2500;;;0.5;600;0.2;2;2022-03-08;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;Angady;1;2022-03-07;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;Angady;1;2022-03-06;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;Angady;1;2022-03-05;0;0;;0;;0;1
Andranopasy ;2022-03-08;8;2500;;;2;600;1;6;2022-03-08;0;0;;0;;0;2022-03-07;2;2;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;;0;2022-03-06;0;0;;0;;0;2022-03-05;0;0;;0;;0;2
Andranopasy ;2022-03-08;11;2500;;;5;600;2;12;2022-03-08;0;0;;0;;0;2022-03-07;3;3;Balance_(Garigary,_Kiriry);40;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;2022-03-06;0;0;;0;;0;2022-03-05;0;0;;0;;0;3
Andranopasy ;2022-03-09;1;2500;;;0.5;600;0;0;2022-03-09;1;1;Balance_(Garigary,_Kiriry);25;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;2022-03-08;1;1;Balance_(Garigary,_Kiriry);25;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;2022-03-07;1;1;Balance_(Garigary,_Kiriry);25;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;2022-03-06;0;0;;0;;0;1
Andranopasy ;2022-03-09;1.5;2500;;;1;600;0.2;2;2022-03-09;1;1;Balance_(Garigary,_Kiriry);30;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;2022-03-08;0;0;;0;;0;2022-03-07;1;1;Balance_(Garigary,_Kiriry);35;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;2022-03-06;1;1;Balance_(Garigary,_Kiriry);30;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;1
Andranopasy ;2022-03-09;2;2500;;;1;600;0.5;3;2022-03-09;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-08;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-07;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-06;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;1
Andranopasy ;2022-03-09;2.5;2500;;;0.5;600;0.5;3;2022-03-09;1;1;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;;0;2022-03-08;1;1;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;;0;2022-03-07;1;1;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;;0;2022-03-06;0;0;;0;;0;1
Andranopasy ;2022-03-09;3;2500;;;0.5;600;0.5;3;2022-03-09;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;Angady;1;2022-03-08;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;Angady;1;2022-03-07;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;Angady;1;2022-03-06;0;0;;0;;0;1
Andranopasy ;2022-03-10;1;2500;;;0.5;600;0;0;2022-03-10;0;0;;0;;0;2022-03-09;2;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-08;2;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-07;0;0;;0;;0;1
Andranopasy ;2022-03-10;1.5;2500;;;0.5;600;0.2;2;2022-03-10;2;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;Angady;1;2022-03-09;0;0;;0;;0;2022-03-08;2;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;Angady;1;2022-03-07;2;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;Angady;1;1
Andranopasy ;2022-03-10;1.5;2500;;;1;600;1;6;2022-03-10;3;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;Angady;1;2022-03-09;3;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;Angady;1;2022-03-08;0;0;;0;;0;2022-03-07;3;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;Angady;1;1
Andranopasy ;2022-03-10;2;2500;;;0.5;600;0;0;2022-03-10;2;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-09;2;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-08;2;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-07;2;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;1
Andranopasy ;2022-03-10;3;2500;;;1;600;0.5;8;2022-03-10;2;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;Angady;1;2022-03-09;2;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;Angady;1;2022-03-08;2;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;Angady;1;2022-03-07;0;0;;0;;0;1
Andranopasy ;2022-03-11;1;2500;;;0.5;600;0.2;2;2022-03-11;0;0;;0;;0;2022-03-10;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-09;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-08;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;1
Andranopasy ;2022-03-11;1.5;2500;;;0;0;0;0;2022-03-11;1;1;Balance_(Garigary,_Kiriry);35;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;2022-03-10;1;1;Balance_(Garigary,_Kiriry);35;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;2022-03-09;1;1;Balance_(Garigary,_Kiriry);35;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;2022-03-08;0;0;;0;;0;1
Andranopasy ;2022-03-11;2;2500;;;0;0;0;0;2022-03-11;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;Angady;1;2022-03-10;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;Angady;1;2022-03-09;0;0;;0;;0;2022-03-08;1;1;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;Angady;1;1
