village.nom;fiche_enqueteur.date
Ankotika;2021-06-07
Ankotika;2021-06-07
Ankotika;2021-06-08
Ankotika;2021-06-08
Ankotika;2021-06-08
Ankotika;2021-06-08
Ankotika;2021-06-09
Ankotika;2021-06-11
Ankotika;2021-06-11
Ankotika;2021-06-15
Ankotika;2021-06-15
Ankotika;2021-06-15
Ankotika;2021-06-15
Ankotika;2021-06-15
Ankotika;2021-06-16
Ankotika;2021-06-16
Ankotika;2021-06-16
Ankotika;2021-06-16
Ankotika;2021-06-18
Ankotika;2021-07-20
Ankotika;2021-07-20
Ankotika;2021-07-20
Ankotika;2021-07-21
Ankotika;2021-07-21
Ankotika;2021-07-27
Ankotika;2021-07-27
Ankotika;2021-07-27
Ankotika;2021-07-28
Ankotika;2021-07-31
Ankotika;2021-08-02
Ankotika;2021-08-02
Ankotika;2021-08-02
Ankotika;2021-08-02
Ankotika;2021-08-03
Ankotika;2021-08-03
Ankotika;2021-08-04
Ankotika;2021-08-04
Ankotika;2021-08-29
Ankotika;2021-08-30
Ankotika;2021-08-30
Ankotika;2022-01-05
Ankotika;2022-01-05
Ankotika;2022-01-06
Ankotika;2022-01-06
Ankotika;2022-01-06
Ankotika;2022-01-11
Ankotika;2022-01-11
Ankotika;2022-01-11
Ankotika;2022-01-11
Ankotika;2022-01-11
Ankotika;2022-01-11
Ankotika;2022-01-12
Ankotika;2022-01-12
Ankotika;2022-01-12
Ankotika;2022-01-12
Ankotika;2022-01-17
Ankotika;2022-01-17
Ankotika;2022-01-17
Ankotika;2022-01-17
Ankotika;2022-01-18
Ankotika;2022-01-18
Ankotika;2022-01-18
Ankotika;2022-01-18
Ankotika;2022-01-18
Ankotika;2022-01-18
Ankotika;2022-01-28
Ankotika;2022-01-28
Ankotika;2022-02-01
Ankotika;2022-02-01
Ankotika;2022-02-01
Ankotika;2022-02-01
Ankotika;2022-02-01
Ankotika;2022-02-01
Ankotika;2022-02-01
Ankotika;2022-02-02
Ankotika;2022-02-02
Ankotika;2022-02-02
Ankotika;2022-02-02
Ankotika;2022-02-07
Ankotika;2022-02-07
Ankotika;2022-02-07
Ankotika;2022-02-07
Ankotika;2022-02-08
Ankotika;2022-02-08
Ankotika;2022-02-08
Ankotika;2022-02-08
Ankotika;2022-02-08
Ankotika;2022-02-08
Ankotika;2022-02-08
Ankotika;2022-02-08
Ankotika;2022-02-08
Ankotika;2022-02-08
Ankotika;2022-02-08
Ankotika;2022-02-08
Ankotika;2022-02-09
Ankotika;2022-02-09
Ankotika;2022-02-09
Ankotika;2022-02-09
Ankotika;2022-02-09
Ankotika;2022-02-14
Ankotika;2022-02-14
Ankotika;2022-02-14
Ankotika;2022-02-14
Ankotika;2022-02-14
Ankotika;2022-02-14
Ankotika;2022-02-15
Ankotika;2022-02-15
Ankotika;2022-02-15
Ankotika;2022-02-15
Ankotika;2022-02-15
Ankotika;2022-02-15
Ankotika;2022-02-15
Ankotika;2022-02-15
Ankotika;2022-02-15
Ankotika;2022-02-15
Ankotika;2022-02-16
Ankotika;2022-02-16
Ankotika;2022-02-16
Ankotika;2022-02-16
Ankotika;2022-02-16
Ankotika;2022-02-16
Ankotika;2022-02-16
Ankotika;2022-02-22
Ankotika;2022-02-22
Ankotika;2022-02-22
Ankotika;2022-02-22
Ankotika;2022-02-22
Ankotika;2022-02-22
Ankotika;2022-02-22
Ankotika;2022-02-22
Ankotika;2022-02-22
Ankotika;2022-02-22
Ankotika;2022-02-22
Ankotika;2022-02-22
Ankotika;2022-02-22
Ankotika;2022-02-23
Ankotika;2022-02-23
Ankotika;2022-02-25
Ankotika;2022-02-25
Ankotika;2022-02-25
Ankotika;2022-03-01
Ankotika;2022-03-01
Ankotika;2022-03-01
Ankotika;2022-03-01
Ankotika;2022-03-01
Ankotika;2022-03-01
Ankotika;2022-03-02
Ankotika;2022-03-02
Ankotika;2022-03-02
Ankotika;2022-03-02
Ankotika;2022-03-02
Ankotika;2022-03-02
Ankotika;2022-03-08
Ankotika;2022-03-08
Ankotika;2022-03-08
Ankotika;2022-03-08
Ankotika;2022-03-08
Ankotika;2022-03-08
Ankotika;2022-03-08
Ankotika;2022-03-09
Ankotika;2022-03-09
Ankotika;2022-03-09
Ankotika;2022-03-10
Ankotika;2022-03-10
Ankotika;2022-03-10
Ankotika;2022-03-10
Ankotika;2022-03-14
Ankotika;2022-03-14
Ankotika;2022-03-14
Ankotika;2022-03-16
Ankotika;2022-03-16
Ankotika;2022-03-16
Ankotika;2022-03-16
Ankotika;2022-03-16
Ankotika;2022-03-16
Ankotika;2022-03-22
Ankotika;2022-03-22
Ankotika;2022-03-22
Ankotika;2022-03-22
Ankotika;2022-03-23
Ankotika;2022-03-28
Ankotika;2022-03-28
Ankotika;2022-03-28
Ankotika;2022-03-28
Ankotika;2022-03-28
Ankotika;2022-03-28
Ankotika;2022-03-29
Ankotika;2022-03-29
Ankotika;2022-03-29
Ankotika;2022-03-29
Ankotika;2022-03-29
Ankotika;2022-03-29
Ankotika;2022-03-29
Ankotika;2022-03-29
Ankotika;2022-03-29
Ankotika;2022-03-30
Ankotika;2022-03-30
Ankotika;2022-03-30
Ankotika;2022-03-30
Ankotika;2022-03-30
Ankotika;2022-03-30
Ankotika;2022-04-09
Ankotika;2022-04-09
