zone_corecrabe.nom;region.nom;district.nom;commune.nom;fokontany.nom;village.nom;fiche.date_expedition;fiche_enqueteur.date;fiche_enqueteur.participant_individu;fiche_enqueteur.participant_nombre;fiche_enqueteur.capture_poids;fiche_enqueteur.crabe_consomme_poids;fiche_enqueteur.crabe_consomme_nombre;fiche_enqueteur.collecte_poids1;fiche_enqueteur.collecte_prix1;fiche_enqueteur.collecte_poids2;fiche_enqueteur.collecte_prix2;fiche_enqueteur.marche_local_poids;fiche_enqueteur.marche_local_prix;date_sortie_de_peche1;nombre_sortie_de_peche1;nombre_de_pirogue_sortie_de_peche1;nom_premier_engin1;nombre_premier_engin1;nom_deuxieme_engin1;nombre_deuxieme_engin1;date_sortie_de_peche2;nombre_sortie_de_peche2;nombre_de_pirogue_sortie_de_peche2;nom_premier_engin2;nombre_premier_engin2;nom_deuxieme_engin2;nombre_deuxieme_engin2;date_sortie_de_peche3;nombre_sortie_de_peche3;nombre_de_pirogue_sortie_de_peche3;nom_premier_engin3;nombre_premier_engin3;nom_deuxieme_engin3;nombre_deuxieme_engin3;date_sortie_de_peche4;nombre_sortie_de_peche4;nombre_de_pirogue_sortie_de_peche4;nom_premier_engin4;nombre_premier_engin4;nom_deuxieme_engin4;nombre_deuxieme_engin4;nombre_sortie_capture;echantillon.trie;echantillon.taille_absente;echantillon.taille_absente_autre;echantillon.poids
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-02-28;2022-02-20;seul;0;2.4;0.4;3;2;4500;;;0;3000;2022-02-20;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-02-19;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-02-18;0;0;;0;;0;2022-02-17;0;0;;0;;0;1;false;plus gros;;2.4
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-02-28;2022-02-20;seul;0;3;0;0;1;4500;;;2;3000;2022-02-20;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-02-19;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-02-18;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-02-17;0;0;;0;;0;1;false;plus gros;;3
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-02-28;2022-02-20;seul;0;4.6;0.6;5;2;4500;;;2;3000;2022-02-20;1;1;Balance_(Garigary,_Kiriry);5;;0;2022-02-19;1;1;Balance_(Garigary,_Kiriry);5;;0;2022-02-18;0;0;;0;;0;2022-02-17;1;1;Balance_(Garigary,_Kiriry);5;;0;1;false;plus gros;;4.6
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-31;2022-02-07;seul;0;2.4;0.4;3;1;4500;;;1;3000;2022-02-07;1;1;Balance_(Garigary,_Kiriry);4;;0;2022-02-06;1;1;Balance_(Garigary,_Kiriry);4;;0;2022-02-05;1;1;Balance_(Garigary,_Kiriry);4;;0;2022-02-04;1;1;Balance_(Garigary,_Kiriry);4;;0;1;false;plus gros;;2.4
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-31;2022-02-07;seul;0;3.2;0.2;2;1;4500;;;2;3000;2022-02-07;1;1;Balance_(Garigary,_Kiriry);3;;0;2022-02-06;1;1;Balance_(Garigary,_Kiriry);3;;0;2022-02-05;1;1;Balance_(Garigary,_Kiriry);3;;0;2022-02-04;1;1;Balance_(Garigary,_Kiriry);3;;0;1;false;plus gros;;3.2
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-31;2022-03-01;seul;0;1.1;0.1;1;1;4500;;;0;0;2022-03-01;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-02-28;0;0;;0;;0;2022-02-27;0;0;;0;;0;2022-02-26;0;0;;0;;0;1;false;plus gros;;1.1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-31;2022-03-01;seul;0;3;0;0;1;4500;;;2;3000;2022-03-01;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-02-28;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-02-27;0;0;;0;;0;2022-02-26;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;1;false;plus gros;;3
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-31;2022-03-01;seul;0;3;0;0;2;4500;;;1;3000;2022-03-01;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-02-28;1;0;;0;;0;2022-02-27;1;0;;0;;0;2022-02-26;1;0;;0;;0;1;false;plus gros;;3
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-31;2022-03-02;seul;0;1.4;0.4;3;1;4500;;;0;0;2022-03-02;1;1;Balance_(Garigary,_Kiriry);5;;0;2022-03-01;1;1;Balance_(Garigary,_Kiriry);5;;0;2022-02-28;1;1;Balance_(Garigary,_Kiriry);5;;0;2022-02-27;1;1;Balance_(Garigary,_Kiriry);5;;0;1;true;plus petit;;1.4
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-31;2022-03-02;seul;0;3;0;0;2;4500;;;1;3000;2022-03-02;1;1;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;;0;2022-03-01;1;1;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;;0;2022-02-28;0;0;;0;;0;2022-02-27;0;0;;0;;0;1;false;plus gros;;3
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-31;2022-03-02;seul;0;3;0;0;2;4500;;;1;3000;2022-03-02;1;1;Balance_(Garigary,_Kiriry);6;;0;2022-03-01;1;1;Balance_(Garigary,_Kiriry);6;;0;2022-02-28;0;0;;0;;0;2022-02-27;0;0;;0;;0;1;false;plus gros;;3
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-31;2022-03-03;seul;0;2;0;0;1;4500;;;1;3000;2022-03-03;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-02;0;0;;0;;0;2022-03-01;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-02-28;0;0;;0;;0;1;false;plus gros;;2
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-31;2022-03-03;seul;0;3;0;0;1;4500;;;2;3000;2022-03-03;1;1;Balance_(Garigary,_Kiriry);5;;0;2022-03-02;0;0;;0;;0;2022-03-01;0;0;;0;;0;2022-02-28;0;0;;0;;0;1;false;plus gros;;3
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-31;2022-03-03;seul;0;4.6;0.6;5;2;4500;;;2;3000;2022-03-03;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-02;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-01;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-02-28;0;0;;0;;0;1;false;plus gros;;4.6
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-31;2022-03-04;seul;0;2;0;0;1;4500;;;1;3000;2022-03-04;1;0;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;;0;2022-03-03;0;0;;0;;0;2022-03-02;0;0;;0;;0;2022-03-01;1;0;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;;0;1;false;plus gros;;2
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-31;2022-03-04;seul;0;2;0;0;1;4500;;;1;3000;2022-03-04;1;1;Balance_(Garigary,_Kiriry);20;;0;2022-03-03;1;1;Balance_(Garigary,_Kiriry);20;;0;2022-03-02;0;0;;0;;0;2022-03-01;1;1;Balance_(Garigary,_Kiriry);20;;0;1;false;plus gros;;2
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-31;2022-03-04;seul;0;2;0;0;1;4500;;;1;3000;2022-03-04;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-03;0;0;;0;;0;2022-03-02;0;0;;0;;0;2022-03-01;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;1;false;plus gros;;2
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-31;2022-03-04;seul;0;3;0;0;2;4500;;;1;3000;2022-03-04;1;1;Balance_(Garigary,_Kiriry);10;;0;2022-03-03;1;1;Balance_(Garigary,_Kiriry);10;;0;2022-03-02;0;0;;0;;0;2022-03-01;1;1;Balance_(Garigary,_Kiriry);10;;0;1;false;plus gros;;3
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-31;2022-03-04;seul;0;4;0;0;3;4500;;;1;3000;2022-03-04;1;1;Balance_(Garigary,_Kiriry);7;;0;2022-03-03;1;1;Balance_(Garigary,_Kiriry);7;;0;2022-03-02;0;0;;0;;0;2022-03-01;0;0;;0;;0;1;false;plus gros;;4
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-31;2022-03-04;seul;0;4;0;0;3;4500;;;1;3000;2022-03-04;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-03;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-02;0;0;;0;;0;2022-03-01;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;1;false;plus gros;;4
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-31;2022-03-05;seul;0;4;0;;3;4500;;;1;3000;2022-03-05;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-04;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-03;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-02;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;1;false;plus gros;;4
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-31;2022-03-06;amis;1;8;0;0;4;4500;;;4;3000;2022-03-06;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-05;0;0;;0;;0;2022-03-04;0;0;;0;;0;2022-03-03;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;1;false;plus gros;;8
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-31;2022-03-06;seul;0;1;0;0;1;4500;;;0;0;2022-03-06;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-05;0;0;;0;;0;2022-03-04;0;0;;0;;0;2022-03-03;0;0;;0;;0;1;false;plus gros;;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-31;2022-03-06;seul;0;2;0;0;1;4500;;;1;3000;2022-03-06;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-05;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-04;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-03;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;1;false;plus gros;;2
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-31;2022-03-06;seul;0;2;0;0;1;4500;;;1;3000;2022-03-06;1;1;Ligne_au_mouillage_(Topitopy);10;;0;2022-03-05;1;1;Ligne_au_mouillage_(Topitopy);10;;0;2022-03-04;1;1;Ligne_au_mouillage_(Topitopy);10;;0;2022-03-03;1;1;Ligne_au_mouillage_(Topitopy);10;;0;1;false;plus gros;;2
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-31;2022-03-06;seul;0;4;0;0;2;4500;;;2;3000;2022-03-06;1;1;Balance_(Garigary,_Kiriry);8;;0;2022-03-05;0;0;;0;;0;2022-03-04;0;0;;0;;0;2022-03-03;0;0;;0;;0;1;false;plus gros;;4
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-31;2022-03-08;seul;0;2;0;0;1;4500;;;1;3000;2022-03-08;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-07;0;0;;0;;0;2022-03-06;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-05;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;1;false;plus gros;;2
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-31;2022-03-08;seul;0;2;0;0;1;4500;;;1;3000;2022-03-08;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-07;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-06;0;0;;0;;0;2022-03-05;0;0;;0;;0;1;false;plus gros;;2
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-31;2022-03-08;seul;0;3;0;0;1;4500;;;2;3000;2022-03-08;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-07;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-06;0;0;;0;;0;2022-03-05;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;1;false;plus gros;;3
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-31;2022-03-08;seul;0;3;0;0;2;4500;;;1;3000;2022-03-08;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-07;0;0;;0;;0;2022-03-06;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-05;0;0;;0;;0;1;false;plus gros;;3
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-31;2022-03-08;seul;0;3.6;0.6;5;2;4500;;;1;3000;2022-03-08;1;1;Balance_(Garigary,_Kiriry);4;;0;2022-03-07;1;1;Balance_(Garigary,_Kiriry);4;;0;2022-03-06;0;0;;0;;0;2022-03-05;0;0;;0;;0;1;false;plus gros;;3.6
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-31;2022-03-08;seul;0;4;0;0;2;4500;;;2;3000;2022-03-08;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-07;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-06;0;0;;0;;0;2022-03-05;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;1;false;plus gros;;4
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-31;2022-03-08;seul;0;8;0;0;5;4500;;;3;3000;2022-03-08;1;1;Balance_(Garigary,_Kiriry);8;;0;2022-03-07;0;0;;0;;0;2022-03-06;1;1;Balance_(Garigary,_Kiriry);8;;0;2022-03-05;1;1;Balance_(Garigary,_Kiriry);8;;0;1;false;plus gros;;8
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-31;2022-03-11;seul;0;2;0;0;1;4500;;;1;3000;2022-03-11;1;1;Balance_(Garigary,_Kiriry);4;;0;2022-03-10;0;0;;0;;0;2022-03-09;0;0;;0;;0;2022-03-08;0;0;;0;;0;1;false;plus gros;;2
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-31;2022-03-11;seul;0;3;0;0;1;4500;;;2;3000;2022-03-11;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-10;0;0;;0;;0;2022-03-09;0;0;;0;;0;2022-03-08;0;0;;0;;0;1;false;plus gros;;3
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-31;2022-03-11;seul;0;3;0;0;2;4500;;;1;3000;2022-03-11;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-10;0;0;;0;;0;2022-03-09;0;0;;0;;0;2022-03-08;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;1;false;plus gros;;3
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-31;2022-03-11;seul;0;4;0;0;3;4500;;;1;3000;2022-03-11;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-10;0;0;;0;;0;2022-03-09;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-08;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;1;false;plus gros;;4
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-31;2022-03-11;seul;0;4.5;0;0;2;4500;;;2.5;3000;2022-03-11;1;0;Crochet_Vy_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-10;0;0;;0;;0;2022-03-09;0;0;;0;;0;2022-03-08;0;0;;0;;0;1;false;plus gros;;4.5
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-31;2022-03-12;seul;0;2;0;0;1;4500;;;1;3000;2022-03-12;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-11;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-10;0;0;;0;;0;2022-03-09;0;0;;0;;0;1;false;plus gros;;2
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-31;2022-03-12;seul;0;2;0;0;2;4500;;;0;0;2022-03-12;1;1;Ligne_au_mouillage_(Topitopy);10;;0;2022-03-11;1;1;Ligne_au_mouillage_(Topitopy);10;;0;2022-03-10;0;0;;0;;0;2022-03-09;0;0;;0;;0;1;true;plus petit;;2
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-31;2022-03-12;seul;0;4;0;0;2;4500;;;2;3000;2022-03-12;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-11;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-10;0;0;;0;;0;2022-03-09;0;0;;0;;0;1;false;plus gros;;4
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-31;2022-03-13;partenaire;1;2;0;0;1;4500;;;1;3000;2022-03-13;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-12;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-11;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-10;0;0;;0;;0;1;false;plus gros;;2
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-31;2022-03-13;seul;0;2;0;0;1;4500;;;1;3000;2022-03-13;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-12;0;0;;0;;0;2022-03-11;0;0;;0;;0;2022-03-10;0;0;;0;;0;1;false;plus gros;;2
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-31;2022-03-13;seul;0;2;0;0;1;4500;;;1;3000;2022-03-13;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-12;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-11;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-10;0;0;;0;;0;1;false;plus petit;;2
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-31;2022-03-13;seul;0;2;0;0;2;4500;;;0;0;2022-03-13;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-12;0;0;;0;;0;2022-03-11;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-10;0;0;;0;;0;1;true;plus petit;;2
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-31;2022-03-13;seul;0;3;0;0;2;4500;;;1;3000;2022-03-13;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-12;0;0;;0;;0;2022-03-11;0;0;;0;;0;2022-03-10;0;0;;0;;0;1;false;plus gros;;3
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-31;2022-03-14;seul;0;2;0;0;1;4500;;;1;3000;2022-03-14;1;1;Balance_(Garigary,_Kiriry);7;;0;2022-03-13;0;0;;0;;0;2022-03-12;0;0;;0;;0;2022-03-11;0;0;;0;;0;1;false;plus gros;;2
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-31;2022-03-14;seul;0;3;0;0;3;4500;;;0;0;2022-03-14;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-13;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-12;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-11;0;0;;0;;0;1;true;plus petit;;3
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-31;2022-03-14;seul;0;3.5;0;0;2.5;4500;;;1;3000;2022-03-14;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-13;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-12;0;0;;0;;0;2022-03-11;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;1;false;plus gros;;3.5
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-31;2022-03-14;seul;0;4;0;0;3;4500;;;1;3000;2022-03-14;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-13;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-12;0;0;;0;;0;2022-03-11;0;0;;0;;0;1;false;plus gros;;4
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-31;2022-03-15;seul;0;2;0;0;1;4500;;;1;3000;2022-03-15;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-14;0;0;;0;;0;2022-03-13;0;0;;0;;0;2022-03-12;0;0;;0;;0;1;false;plus gros;;2
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-31;2022-03-15;seul;0;2;0;0;1;4500;;;1;3000;2022-03-15;1;1;Balance_(Garigary,_Kiriry);6;;0;2022-03-14;0;0;;0;;0;2022-03-13;0;0;;0;;0;2022-03-12;0;0;;0;;0;1;false;plus gros;;2
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-31;2022-03-15;seul;0;2;0;0;2;4500;;;0;0;2022-03-15;1;1;Balance_(Garigary,_Kiriry);10;;0;2022-03-14;0;0;;0;;0;2022-03-13;0;0;;0;;0;2022-03-12;0;0;;0;;0;1;true;plus petit;;2
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-31;2022-03-15;seul;0;3;0;0;2;4500;;;1;3000;2022-03-15;1;1;Balance_(Garigary,_Kiriry);9;;0;2022-03-14;0;0;;0;;0;2022-03-13;0;0;;0;;0;2022-03-12;0;0;;0;;0;1;false;plus gros;;3
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-31;2022-03-15;seul;0;4;0;0;3;4500;;;1;3000;2022-03-15;1;1;Balance_(Garigary,_Kiriry);8;;0;2022-03-14;1;1;Balance_(Garigary,_Kiriry);8;;0;2022-03-13;0;0;;0;;0;2022-03-12;0;0;;0;;0;1;false;plus gros;;4
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-31;2022-03-16;seul;0;3;0;0;2;4500;;;1;3000;2022-03-16;1;1;Balance_(Garigary,_Kiriry);4;;0;2022-03-15;1;1;Balance_(Garigary,_Kiriry);4;;0;2022-03-14;0;0;;0;;0;2022-03-13;0;0;;0;;0;1;false;plus gros;;3
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-31;2022-03-16;seul;0;3.5;0;0;1.5;4500;;;2;3000;2022-03-16;1;1;Balance_(Garigary,_Kiriry);10;;0;2022-03-15;1;1;Balance_(Garigary,_Kiriry);10;;0;2022-03-14;1;1;Balance_(Garigary,_Kiriry);10;;0;2022-03-13;0;0;;0;;0;1;false;plus gros;;3.5
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-31;2022-03-16;seul;0;3.5;0;0;2.5;4500;;;1;3000;2022-03-16;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-15;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-14;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-13;0;0;;0;;0;1;false;plus gros;;3.5
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-31;2022-03-16;seul;0;4;0;0;3;4500;;;1;3000;2022-03-16;1;1;Balance_(Garigary,_Kiriry);9;;0;2022-03-15;0;0;;0;;0;2022-03-14;0;0;;0;;0;2022-03-13;0;0;;0;;0;1;false;plus gros;;4
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-31;2022-03-17;seul;0;2;0;0;1;4500;;;1;3000;2022-03-17;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-16;0;0;;0;;0;2022-03-15;0;0;;0;;0;2022-03-14;0;0;;0;;0;1;false;plus gros;;2
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-31;2022-03-17;seul;0;2;0;0;2;4500;;;0;0;2022-03-17;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-16;0;0;;0;;0;2022-03-15;0;0;;0;;0;2022-03-14;0;0;;0;;0;1;false;plus gros;;2
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-31;2022-03-17;seul;0;2;0;0;2;4500;;;0;0;2022-03-17;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-16;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-15;0;0;;0;;0;2022-03-14;0;0;;0;;0;1;true;plus petit;;2
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-31;2022-03-17;seul;0;3;0;0;2;4500;;;1;3000;2022-03-17;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-03-16;0;0;;0;;0;2022-03-15;0;0;;0;;0;2022-03-14;0;0;;0;;0;1;false;plus gros;;3
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-03-31;2022-03-17;seul;0;4;0;0;3;4500;;;1;3000;2022-03-17;1;1;Balance_(Garigary,_Kiriry);6;;0;2022-03-16;1;1;Balance_(Garigary,_Kiriry);6;;0;2022-03-15;1;1;Balance_(Garigary,_Kiriry);6;;0;2022-03-14;0;0;;0;;0;1;false;plus gros;;4
