zone_corecrabe.nom;region.nom;district.nom;commune.nom;fokontany.nom;village.nom;fiche.date_expedition;fiche_acheteur.date;fiche_acheteur.pecheur_nombre;fiche_acheteur.collecte_poids1;fiche_acheteur.collecte_prix1;fiche_acheteur.collecte_poids2;fiche_acheteur.collecte_prix2;fiche_acheteur.marche_local_poids;fiche_acheteur.marche_local_prix;fiche_acheteur.crabe_non_vendu_poids;fiche_acheteur.crabe_non_vendu_nombre;date_sortie_de_peche1;nombre_sortie_de_peche1;nombre_de_pirogue_sortie_de_peche1;nom_premier_engin1;nombre_premier_engin1;nom_deuxieme_engin1;nombre_deuxieme_engin1;date_sortie_de_peche2;nombre_sortie_de_peche2;nombre_de_pirogue_sortie_de_peche2;nom_premier_engin2;nombre_premier_engin2;nom_deuxieme_engin2;nombre_deuxieme_engin2;date_sortie_de_peche3;nombre_sortie_de_peche3;nombre_de_pirogue_sortie_de_peche3;nom_premier_engin3;nombre_premier_engin3;nom_deuxieme_engin3;nombre_deuxieme_engin3;date_sortie_de_peche4;nombre_sortie_de_peche4;nombre_de_pirogue_sortie_de_peche4;nom_premier_engin4;nombre_premier_engin4;nom_deuxieme_engin4;nombre_deuxieme_engin4;nombre_sortie_vente
Ambanja;Diana; Ambanja;Ambalahonko;Ambolikapiky;Ambolikapiky;2022-06-08;2022-05-24;1;0;;;;2;3000;0;4;2022-05-24;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-05-23;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-05-22;0;0;;0;;0;2022-05-21;0;0;;0;;0;1
Ambanja;Diana; Ambanja;Ambalahonko;Ambolikapiky;Ambolikapiky;2022-06-08;2022-05-24;1;0;;;;4;3000;0;0;2022-05-24;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-05-23;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-05-22;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-05-21;0;0;;0;;0;1
Ambanja;Diana; Ambanja;Ambalahonko;Ambolikapiky;Ambolikapiky;2022-06-08;2022-05-24;1;0;;;;4;3000;0;3;2022-05-24;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-05-23;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-05-22;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-05-21;0;0;;0;;0;1
Ambanja;Diana; Ambanja;Ambalahonko;Ambolikapiky;Ambolikapiky;2022-06-08;2022-05-24;1;0;;;;5;3000;0;0;2022-05-24;0;0;;0;;0;2022-05-23;1;1;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;;0;2022-05-22;1;1;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;;0;2022-05-21;0;0;;0;;0;1
Ambanja;Diana; Ambanja;Ambalahonko;Ambolikapiky;Ambolikapiky;2022-06-08;2022-05-24;1;0;;;;6;3000;0;2;2022-05-24;0;0;;0;;0;2022-05-23;1;1;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;;0;2022-05-22;0;0;;0;;0;2022-05-21;0;0;;0;;0;1
Ambanja;Diana; Ambanja;Ambalahonko;Ambolikapiky;Ambolikapiky;2022-06-08;2022-05-27;1;0;;;;3;3000;0;0;2022-05-27;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-05-26;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-05-25;0;0;;0;;0;2022-05-24;0;0;;0;;0;1
Ambanja;Diana; Ambanja;Ambalahonko;Ambolikapiky;Ambolikapiky;2022-06-08;2022-05-27;1;0;;;;4;3000;0;0;2022-05-27;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-05-26;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-05-25;0;0;;0;;0;2022-05-24;0;0;;0;;0;1
Ambanja;Diana; Ambanja;Ambalahonko;Ambolikapiky;Ambolikapiky;2022-06-08;2022-05-27;1;0;;;;5;3000;0;2;2022-05-27;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-05-26;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-05-25;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-05-24;0;0;;0;;0;1
Ambanja;Diana; Ambanja;Ambalahonko;Ambolikapiky;Ambolikapiky;2022-06-08;2022-05-27;1;0;;;;6;3000;0;0;2022-05-27;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-05-26;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-05-25;0;0;;0;;0;2022-05-24;0;0;;0;;0;1
Ambanja;Diana; Ambanja;Ambalahonko;Ambolikapiky;Ambolikapiky;2022-06-08;2022-05-27;1;0;;;;8;3000;0;0;2022-05-27;1;1;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;;0;2022-05-26;1;1;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;;0;2022-05-25;1;1;Raquette_(Kipaoky,_Fisahoky,_Fisaoka);1;;0;2022-05-24;0;0;;0;;0;3
